address,district_id,district_name,electoral_district_type,electoral_district_id,postal_voting_district_id,electoral_district_berlin_election_id,electoral_district_federal_election_id,berlin_east_west,eligible_voters,eligible_voters_a1,eligible_voters_a1_percentage,eligible_voters_a2,eligible_voters_a2_percentage,eligible_voters_a3,eligible_voters_a3_percentage,voters,voters_percentage,voters_with_voting_license,voters_with_voting_license_percentage,valid_votes,valid_votes_percentage,invalid_votes,invalid_votes_percentage,party_grüne,party_grüne_percentage,party_cdu,party_cdu_percentage,party_spd,party_spd_percentage,party_die_linke,party_die_linke_percentage,party_afd,party_afd_percentage,party_die_partei,party_die_partei_percentage,party_fdp,party_fdp_percentage,party_tierschutzpartei,party_tierschutzpartei_percentage,party_mera25,party_mera25_percentage,party_volt,party_volt_percentage,party_piraten,party_piraten_percentage,party_familie,party_familie_percentage,party_ödp,party_ödp_percentage,party_freie_wähler,party_freie_wähler_percentage,party_tierschutz_hier,party_tierschutz_hier_percentage,party_big,party_big_percentage,party_verjüngungsforschung,party_verjüngungsforschung_percentage,party_pdh,party_pdh_percentage,party_heimat,party_heimat_percentage,party_dkp,party_dkp_percentage,party_menschliche_welt,party_menschliche_welt_percentage,party_bündnis_c,party_bündnis_c_percentage,party_mlpd,party_mlpd_percentage,party_sgp,party_sgp_percentage,party_abg,party_abg_percentage,party_die_basis,party_die_basis_percentage,party_bündnis_deutschand,party_bündnis_deutschand_percentage,party_bsw,party_bsw_percentage,party_dawa,party_dawa_percentage,party_klimaliste,party_klimaliste_percentage,party_letzte_generation,party_letzte_generation_percentage,party_pdv,party_pdv_percentage,party_pdf,party_pdf_percentage,party_v_partei3,party_v_partei3_percentage,aufn
12W113,12,Reinickendorf,W,113,121G,1,77,W,1114,878,78.8,236,21.2,0,0.0,337,30.3,3,0.9,337,100.0,0,0.0,32,9.5,91,27.0,31,9.2,18,5.3,72,21.4,10,3.0,14,4.2,8,2.4,5,1.5,11,3.3,0,0.0,4,1.2,1,0.3,3,0.9,5,1.5,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,16,4.7,12,3.6,0,0.0,2,0.6,0,0.0,0,0.0,0,0.0,
12W114,12,Reinickendorf,W,114,121H,1,77,W,1146,950,82.9,196,17.1,0,0.0,273,23.8,0,0.0,271,99.3,2,0.7,18,6.6,48,17.7,41,15.1,10,3.7,60,22.1,10,3.7,9,3.3,11,4.1,5,1.8,5,1.8,1,0.4,1,0.4,0,0.0,0,0.0,5,1.8,0,0.0,0,0.0,0,0.0,1,0.4,0,0.0,0,0.0,2,0.7,0,0.0,0,0.0,1,0.4,1,0.4,0,0.0,29,10.7,11,4.1,1,0.4,0,0.0,0,0.0,1,0.4,0,0.0,
12W115,12,Reinickendorf,W,115,121H,1,77,W,1001,842,84.1,159,15.9,0,0.0,268,26.8,1,0.4,267,99.6,1,0.4,36,13.5,46,17.2,35,13.1,17,6.4,60,22.5,8,3.0,3,1.1,3,1.1,3,1.1,12,4.5,2,0.7,1,0.4,1,0.4,1,0.4,2,0.7,1,0.4,1,0.4,0,0.0,1,0.4,0,0.0,1,0.4,1,0.4,0,0.0,0,0.0,0,0.0,0,0.0,1,0.4,21,7.9,4,1.5,2,0.7,4,1.5,0,0.0,0,0.0,0,0.0,
12W116,12,Reinickendorf,W,116,121C,1,77,W,1095,903,82.5,192,17.5,0,0.0,374,34.2,1,0.3,371,99.2,3,0.8,47,12.7,63,17.0,40,10.8,28,7.5,63,17.0,11,3.0,7,1.9,13,3.5,6,1.6,21,5.7,1,0.3,1,0.3,2,0.5,2,0.5,7,1.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,1,0.3,0,0.0,0,0.0,2,0.5,1,0.3,2,0.5,36,9.7,12,3.2,1,0.3,0,0.0,0,0.0,1,0.3,1,0.3,
12W117,12,Reinickendorf,W,117,121J,1,77,W,1160,851,73.4,309,26.6,0,0.0,332,28.6,0,0.0,330,99.4,2,0.6,40,12.1,60,18.2,45,13.6,25,7.6,45,13.6,12,3.6,13,3.9,10,3.0,5,1.5,14,4.2,5,1.5,6,1.8,1,0.3,2,0.6,1,0.3,1,0.3,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,1,0.3,0,0.0,0,0.0,1,0.3,28,8.5,8,2.4,1,0.3,2,0.6,0,0.0,2,0.6,0,0.0,
12W118,12,Reinickendorf,W,118,121I,1,77,W,1103,894,81.1,209,18.9,0,0.0,286,25.9,0,0.0,282,98.6,4,1.4,20,7.1,55,19.5,51,18.1,21,7.4,50,17.7,7,2.5,7,2.5,11,3.9,2,0.7,10,3.5,2,0.7,2,0.7,1,0.4,2,0.7,1,0.4,1,0.4,0,0.0,1,0.4,0,0.0,0,0.0,0,0.0,0,0.0,1,0.4,1,0.4,0,0.0,0,0.0,1,0.4,20,7.1,14,5.0,1,0.4,0,0.0,0,0.0,0,0.0,0,0.0,
12W119,12,Reinickendorf,W,119,121K,1,77,W,1255,979,78.0,276,22.0,0,0.0,345,27.5,2,0.6,342,99.1,3,0.9,29,8.5,50,14.6,39,11.4,27,7.9,68,19.9,12,3.5,12,3.5,8,2.3,11,3.2,17,5.0,5,1.5,4,1.2,2,0.6,1,0.3,0,0.0,3,0.9,0,0.0,0,0.0,1,0.3,0,0.0,2,0.6,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,3,0.9,30,8.8,12,3.5,3,0.9,1,0.3,0,0.0,1,0.3,0,0.0,
12W120,12,Reinickendorf,W,120,121K,1,77,W,1302,1061,81.5,241,18.5,0,0.0,382,29.3,3,0.8,378,99.0,4,1.0,46,12.2,72,19.0,40,10.6,20,5.3,84,22.2,11,2.9,15,4.0,10,2.6,6,1.6,13,3.4,6,1.6,2,0.5,0,0.0,1,0.3,4,1.1,4,1.1,1,0.3,1,0.3,1,0.3,0,0.0,0,0.0,3,0.8,0,0.0,1,0.3,0,0.0,2,0.5,0,0.0,19,5.0,14,3.7,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,
12W121,12,Reinickendorf,W,121,121L,1,77,W,1175,930,79.1,245,20.9,0,0.0,348,29.6,0,0.0,347,99.7,1,0.3,48,13.8,58,16.7,40,11.5,17,4.9,58,16.7,16,4.6,13,3.7,9,2.6,4,1.2,21,6.1,0,0.0,2,0.6,0,0.0,2,0.6,3,0.9,3,0.9,0,0.0,2,0.6,0,0.0,0,0.0,0,0.0,1,0.3,2,0.6,1,0.3,0,0.0,0,0.0,1,0.3,30,8.6,13,3.7,0,0.0,0,0.0,0,0.0,2,0.6,1,0.3,
12W122,12,Reinickendorf,W,122,121J,1,77,W,1395,1036,74.3,359,25.7,0,0.0,404,29.0,2,0.5,398,98.5,6,1.5,44,11.1,71,17.8,51,12.8,43,10.8,43,10.8,13,3.3,12,3.0,13,3.3,21,5.3,13,3.3,3,0.8,1,0.3,1,0.3,0,0.0,1,0.3,1,0.3,0,0.0,3,0.8,0,0.0,0,0.0,1,0.3,3,0.8,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,32,8.0,22,5.5,0,0.0,1,0.3,1,0.3,1,0.3,2,0.5,
12W123,12,Reinickendorf,W,123,121F,1,77,W,1214,947,78.0,267,22.0,0,0.0,291,24.0,3,1.0,285,97.9,6,2.1,19,6.7,60,21.1,32,11.2,32,11.2,58,20.4,9,3.2,3,1.1,7,2.5,6,2.1,10,3.5,1,0.4,4,1.4,0,0.0,1,0.4,2,0.7,1,0.4,0,0.0,2,0.7,0,0.0,0,0.0,1,0.4,0,0.0,0,0.0,2,0.7,0,0.0,2,0.7,0,0.0,21,7.4,9,3.2,0,0.0,2,0.7,0,0.0,1,0.4,0,0.0,
12W124,12,Reinickendorf,W,124,121M,1,77,W,954,765,80.2,189,19.8,0,0.0,273,28.6,0,0.0,270,98.9,3,1.1,39,14.4,30,11.1,20,7.4,24,8.9,56,20.7,11,4.1,11,4.1,10,3.7,15,5.6,17,6.3,1,0.4,2,0.7,1,0.4,0,0.0,2,0.7,2,0.7,0,0.0,0,0.0,0,0.0,0,0.0,2,0.7,0,0.0,0,0.0,1,0.4,0,0.0,1,0.4,1,0.4,14,5.2,4,1.5,0,0.0,3,1.1,0,0.0,2,0.7,1,0.4,
12W125,12,Reinickendorf,W,125,121M,1,77,W,773,649,84.0,124,16.0,0,0.0,210,27.2,1,0.5,208,99.0,2,1.0,28,13.5,32,15.4,17,8.2,16,7.7,29,13.9,5,2.4,1,0.5,5,2.4,17,8.2,11,5.3,1,0.5,0,0.0,2,1.0,0,0.0,1,0.5,1,0.5,1,0.5,1,0.5,0,0.0,1,0.5,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,15,7.2,20,9.6,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,
12W126,12,Reinickendorf,W,126,121L,1,77,W,758,585,77.2,173,22.8,0,0.0,223,29.4,1,0.4,220,98.7,3,1.3,27,12.3,32,14.5,29,13.2,26,11.8,35,15.9,7,3.2,2,0.9,5,2.3,11,5.0,6,2.7,0,0.0,1,0.5,0,0.0,0,0.0,5,2.3,1,0.5,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.9,0,0.0,19,8.6,7,3.2,1,0.5,0,0.0,2,0.9,1,0.5,0,0.0,
12W127,12,Reinickendorf,W,127,121M,1,77,W,958,770,80.4,188,19.6,0,0.0,279,29.1,2,0.7,272,97.5,7,2.5,31,11.4,43,15.8,34,12.5,17,6.3,54,19.9,10,3.7,8,2.9,9,3.3,6,2.2,10,3.7,1,0.4,1,0.4,2,0.7,1,0.4,3,1.1,0,0.0,0,0.0,0,0.0,0,0.0,1,0.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.4,1,0.4,21,7.7,13,4.8,1,0.4,1,0.4,1,0.4,1,0.4,1,0.4,
12B1A,12,Reinickendorf,B,1A,121A,1,77,W,0,0,0.0,0,0.0,0,0.0,439,0.0,439,100.0,438,99.8,1,0.2,81,18.5,111,25.3,83,18.9,11,2.5,35,8.0,9,2.1,23,5.3,5,1.1,1,0.2,23,5.3,2,0.5,2,0.5,5,1.1,5,1.1,6,1.4,1,0.2,1,0.2,1,0.2,1,0.2,1,0.2,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,1,0.2,2,0.5,20,4.6,1,0.2,0,0.0,2,0.5,0,0.0,4,0.9,0,0.0,
12B1B,12,Reinickendorf,B,1B,121B,1,77,W,0,0,0.0,0,0.0,0,0.0,265,0.0,265,100.0,264,99.6,1,0.4,55,20.8,67,25.4,39,14.8,10,3.8,33,12.5,3,1.1,7,2.7,4,1.5,4,1.5,12,4.5,3,1.1,1,0.4,1,0.4,3,1.1,4,1.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,18,6.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,
12B1C,12,Reinickendorf,B,1C,121C,1,77,W,0,0,0.0,0,0.0,0,0.0,332,0.0,332,100.0,330,99.4,2,0.6,65,19.7,61,18.5,30,9.1,21,6.4,31,9.4,14,4.2,7,2.1,15,4.5,8,2.4,16,4.8,4,1.2,3,0.9,1,0.3,3,0.9,4,1.2,0,0.0,0,0.0,1,0.3,1,0.3,0,0.0,1,0.3,0,0.0,1,0.3,1,0.3,0,0.0,0,0.0,2,0.6,24,7.3,4,1.2,2,0.6,4,1.2,0,0.0,6,1.8,0,0.0,
12B1D,12,Reinickendorf,B,1D,121D,1,77,W,0,0,0.0,0,0.0,0,0.0,331,0.0,331,100.0,331,100.0,0,0.0,30,9.1,77,23.3,78,23.6,8,2.4,41,12.4,11,3.3,13,3.9,6,1.8,2,0.6,16,4.8,1,0.3,1,0.3,1,0.3,2,0.6,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,1,0.3,2,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32,9.7,1,0.3,0,0.0,2,0.6,0,0.0,5,1.5,0,0.0,
12B1E,12,Reinickendorf,B,1E,121E,1,77,W,0,0,0.0,0,0.0,0,0.0,422,0.0,422,100.0,421,99.8,1,0.2,50,11.9,119,28.3,73,17.3,14,3.3,44,10.5,11,2.6,12,2.9,18,4.3,2,0.5,16,3.8,3,0.7,3,0.7,1,0.2,2,0.5,9,2.1,0,0.0,1,0.2,1,0.2,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,30,7.1,7,1.7,0,0.0,2,0.5,0,0.0,1,0.2,0,0.0,
12B1F,12,Reinickendorf,B,1F,121F,1,77,W,0,0,0.0,0,0.0,0,0.0,354,0.0,354,100.0,349,98.6,5,1.4,63,18.1,81,23.2,50,14.3,27,7.7,38,10.9,13,3.7,6,1.7,7,2.0,5,1.4,15,4.3,2,0.6,0,0.0,0,0.0,2,0.6,2,0.6,3,0.9,0,0.0,2,0.6,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,1,0.3,1,0.3,19,5.4,4,1.1,1,0.3,3,0.9,0,0.0,0,0.0,2,0.6,
12B1G,12,Reinickendorf,B,1G,121G,1,77,W,0,0,0.0,0,0.0,0,0.0,558,0.0,558,100.0,557,99.8,1,0.2,81,14.5,164,29.4,106,19.0,17,3.1,52,9.3,12,2.2,13,2.3,15,2.7,6,1.1,15,2.7,3,0.5,1,0.2,2,0.4,10,1.8,3,0.5,3,0.5,0,0.0,1,0.2,0,0.0,0,0.0,4,0.7,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,3,0.5,34,6.1,4,0.7,0,0.0,2,0.4,0,0.0,4,0.7,1,0.2,
12B1H,12,Reinickendorf,B,1H,121H,1,77,W,0,0,0.0,0,0.0,0,0.0,331,0.0,331,100.0,329,99.4,2,0.6,18,5.5,90,27.4,63,19.1,18,5.5,46,14.0,11,3.3,8,2.4,16,4.9,2,0.6,11,3.3,3,0.9,2,0.6,0,0.0,0,0.0,2,0.6,0,0.0,1,0.3,1,0.3,1,0.3,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.9,25,7.6,5,1.5,1,0.3,0,0.0,0,0.0,1,0.3,0,0.0,
12B1I,12,Reinickendorf,B,1I,121I,1,77,W,0,0,0.0,0,0.0,0,0.0,386,0.0,386,100.0,385,99.7,1,0.3,57,14.8,92,23.9,63,16.4,28,7.3,34,8.8,14,3.6,8,2.1,12,3.1,6,1.6,24,6.2,4,1.0,1,0.3,2,0.5,0,0.0,4,1.0,1,0.3,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,23,6.0,0,0.0,0,0.0,6,1.6,0,0.0,3,0.8,0,0.0,
12B1J,12,Reinickendorf,B,1J,121J,1,77,W,0,0,0.0,0,0.0,0,0.0,603,0.0,603,100.0,598,99.2,5,0.8,98,16.4,148,24.7,81,13.5,47,7.9,38,6.4,21,3.5,31,5.2,15,2.5,3,0.5,31,5.2,4,0.7,6,1.0,1,0.2,3,0.5,5,0.8,1,0.2,1,0.2,3,0.5,1,0.2,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,6,1.0,33,5.5,2,0.3,1,0.2,8,1.3,0,0.0,6,1.0,2,0.3,
12B1K,12,Reinickendorf,B,1K,121K,1,77,W,0,0,0.0,0,0.0,0,0.0,472,0.0,472,100.0,469,99.4,3,0.6,85,18.1,98,20.9,56,11.9,46,9.8,49,10.4,17,3.6,19,4.1,15,3.2,2,0.4,20,4.3,4,0.9,0,0.0,3,0.6,3,0.6,5,1.1,1,0.2,0,0.0,3,0.6,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,2,0.4,0,0.0,1,0.2,1,0.2,26,5.5,3,0.6,1,0.2,4,0.9,1,0.2,2,0.4,1,0.2,
12B1L,12,Reinickendorf,B,1L,121L,1,77,W,0,0,0.0,0,0.0,0,0.0,378,0.0,378,100.0,377,99.7,1,0.3,65,17.2,64,17.0,71,18.8,38,10.1,33,8.8,12,3.2,13,3.4,12,3.2,3,0.8,16,4.2,1,0.3,2,0.5,0,0.0,0,0.0,3,0.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,27,7.2,7,1.9,0,0.0,2,0.5,2,0.5,2,0.5,1,0.3,
12B1M,12,Reinickendorf,B,1M,121M,1,77,W,0,0,0.0,0,0.0,0,0.0,441,0.0,441,100.0,440,99.8,1,0.2,78,17.7,96,21.8,61,13.9,32,7.3,34,7.7,22,5.0,23,5.2,9,2.0,6,1.4,26,5.9,4,0.9,2,0.5,2,0.5,1,0.2,8,1.8,1,0.2,0,0.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,24,5.5,5,1.1,0,0.0,0,0.0,1,0.2,0,0.0,2,0.5,
12W201,12,Reinickendorf,W,201,122A,2,77,W,1074,859,80.0,215,20.0,0,0.0,329,30.6,0,0.0,326,99.1,3,0.9,27,8.3,72,22.1,54,16.6,13,4.0,71,21.8,6,1.8,14,4.3,10,3.1,1,0.3,5,1.5,0,0.0,3,0.9,1,0.3,2,0.6,0,0.0,0,0.0,1,0.3,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.6,31,9.5,10,3.1,0,0.0,2,0.6,0,0.0,0,0.0,0,0.0,
12W202,12,Reinickendorf,W,202,122B,2,77,W,1114,796,71.5,318,28.5,0,0.0,316,28.4,2,0.6,312,98.7,4,1.3,27,8.7,79,25.3,45,14.4,10,3.2,69,22.1,8,2.6,9,2.9,6,1.9,3,1.0,9,2.9,3,1.0,1,0.3,1,0.3,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,0,0.0,2,0.6,0,0.0,0,0.0,1,0.3,0,0.0,1,0.3,24,7.7,9,2.9,0,0.0,1,0.3,0,0.0,0,0.0,2,0.6,
12W203,12,Reinickendorf,W,203,122C,2,77,W,1174,801,68.2,373,31.8,0,0.0,456,38.8,14,3.1,452,99.1,4,0.9,63,13.9,137,30.3,66,14.6,9,2.0,57,12.6,6,1.3,37,8.2,5,1.1,5,1.1,13,2.9,4,0.9,2,0.4,4,0.9,2,0.4,1,0.2,1,0.2,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,4,0.9,27,6.0,4,0.9,0,0.0,1,0.2,0,0.0,1,0.2,1,0.2,
12W204,12,Reinickendorf,W,204,122D,2,77,W,926,667,72.0,259,28.0,0,0.0,335,36.2,4,1.2,333,99.4,2,0.6,43,12.9,103,30.9,47,14.1,13,3.9,43,12.9,4,1.2,20,6.0,7,2.1,4,1.2,16,4.8,2,0.6,1,0.3,1,0.3,2,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,1,0.3,14,4.2,8,2.4,0,0.0,2,0.6,0,0.0,0,0.0,1,0.3,
12W205,12,Reinickendorf,W,205,122D,2,77,W,754,574,76.1,180,23.9,0,0.0,298,39.5,2,0.7,290,97.3,8,2.7,52,17.9,63,21.7,39,13.4,5,1.7,51,17.6,2,0.7,15,5.2,3,1.0,6,2.1,12,4.1,0,0.0,0,0.0,0,0.0,0,0.0,3,1.0,0,0.0,0,0.0,2,0.7,1,0.3,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,2,0.7,1,0.3,29,10.0,0,0.0,0,0.0,1,0.3,0,0.0,2,0.7,0,0.0,
12W206,12,Reinickendorf,W,206,122E,2,77,W,1422,960,67.5,462,32.5,0,0.0,345,24.3,7,2.0,343,99.4,2,0.6,59,17.2,78,22.7,47,13.7,8,2.3,53,15.5,5,1.5,17,5.0,9,2.6,7,2.0,10,2.9,1,0.3,0,0.0,1,0.3,4,1.2,2,0.6,1,0.3,0,0.0,4,1.2,0,0.0,1,0.3,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.6,25,7.3,0,0.0,2,0.6,0,0.0,1,0.3,5,1.5,0,0.0,
12W207,12,Reinickendorf,W,207,122F,2,77,W,1304,1062,81.4,242,18.6,0,0.0,360,27.6,2,0.6,354,98.3,6,1.7,18,5.1,97,27.4,58,16.4,22,6.2,86,24.3,6,1.7,9,2.5,9,2.5,3,0.8,10,2.8,2,0.6,1,0.3,0,0.0,2,0.6,1,0.3,0,0.0,1,0.3,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,23,6.5,2,0.6,0,0.0,1,0.3,0,0.0,0,0.0,1,0.3,
12W208,12,Reinickendorf,W,208,122E,2,77,W,1222,1057,86.5,165,13.5,0,0.0,336,27.5,2,0.6,333,99.1,3,0.9,18,5.4,69,20.7,47,14.1,15,4.5,85,25.5,5,1.5,8,2.4,11,3.3,4,1.2,4,1.2,3,0.9,3,0.9,0,0.0,2,0.6,5,1.5,5,1.5,0,0.0,0,0.0,3,0.9,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,1,0.3,1,0.3,1,0.3,35,10.5,5,1.5,0,0.0,0,0.0,0,0.0,2,0.6,0,0.0,
12W209,12,Reinickendorf,W,209,122F,2,77,W,1222,944,77.3,278,22.7,0,0.0,268,21.9,7,2.6,264,98.5,4,1.5,38,14.4,56,21.2,39,14.8,14,5.3,45,17.0,12,4.5,7,2.7,5,1.9,0,0.0,11,4.2,3,1.1,1,0.4,3,1.1,0,0.0,0,0.0,5,1.9,0,0.0,0,0.0,0,0.0,0,0.0,2,0.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,21,8.0,0,0.0,1,0.4,1,0.4,0,0.0,0,0.0,0,0.0,
12W210,12,Reinickendorf,W,210,122G,2,77,W,1207,867,71.8,340,28.2,0,0.0,330,27.3,6,1.8,325,98.5,5,1.5,21,6.5,85,26.2,38,11.7,20,6.2,73,22.5,10,3.1,9,2.8,7,2.2,4,1.2,5,1.5,0,0.0,5,1.5,2,0.6,3,0.9,3,0.9,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,0,0.0,2,0.6,0,0.0,0,0.0,0,0.0,1,0.3,28,8.6,3,0.9,0,0.0,0,0.0,0,0.0,4,1.2,0,0.0,
12W211,12,Reinickendorf,W,211,122B,2,77,W,1321,965,73.1,356,26.9,0,0.0,413,31.3,0,0.0,413,100.0,0,0.0,26,6.3,90,21.8,64,15.5,20,4.8,92,22.3,10,2.4,10,2.4,9,2.2,5,1.2,15,3.6,1,0.2,8,1.9,3,0.7,4,1.0,7,1.7,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0,3,0.7,2,0.5,37,9.0,1,0.2,0,0.0,0,0.0,0,0.0,4,1.0,0,0.0,
12W212,12,Reinickendorf,W,212,122G,2,77,W,1225,903,73.7,322,26.3,0,0.0,309,25.2,0,0.0,307,99.4,2,0.6,16,5.2,84,27.4,57,18.6,6,2.0,75,24.4,3,1.0,5,1.6,5,1.6,4,1.3,4,1.3,4,1.3,3,1.0,3,1.0,1,0.3,2,0.7,0,0.0,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,1,0.3,3,1.0,0,0.0,1,0.3,1,0.3,0,0.0,23,7.5,3,1.0,1,0.3,1,0.3,0,0.0,0,0.0,0,0.0,
12W213,12,Reinickendorf,W,213,122H,2,77,W,1112,872,78.4,240,21.6,0,0.0,353,31.7,1,0.3,352,99.7,1,0.3,33,9.4,72,20.5,50,14.2,16,4.5,73,20.7,13,3.7,12,3.4,15,4.3,12,3.4,9,2.6,2,0.6,1,0.3,1,0.3,3,0.9,5,1.4,1,0.3,1,0.3,1,0.3,0,0.0,0,0.0,1,0.3,1,0.3,0,0.0,0,0.0,0,0.0,1,0.3,3,0.9,19,5.4,1,0.3,1,0.3,2,0.6,0,0.0,3,0.9,0,0.0,
12W214,12,Reinickendorf,W,214,122H,2,77,W,1242,952,76.7,290,23.3,0,0.0,376,30.3,3,0.8,374,99.5,2,0.5,33,8.8,92,24.6,64,17.1,9,2.4,88,23.5,9,2.4,13,3.5,10,2.7,1,0.3,8,2.1,0,0.0,1,0.3,3,0.8,2,0.5,3,0.8,0,0.0,1,0.3,1,0.3,3,0.8,0,0.0,2,0.5,1,0.3,0,0.0,0,0.0,0,0.0,1,0.3,5,1.3,17,4.5,1,0.3,1,0.3,0,0.0,0,0.0,5,1.3,0,0.0,
12W215,12,Reinickendorf,W,215,122I,2,77,W,1360,1051,77.3,309,22.7,0,0.0,409,30.1,1,0.2,404,98.8,5,1.2,26,6.4,88,21.8,68,16.8,10,2.5,103,25.5,16,4.0,10,2.5,10,2.5,4,1.0,4,1.0,7,1.7,2,0.5,0,0.0,4,1.0,2,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.7,0,0.0,0,0.0,0,0.0,0,0.0,1,0.2,1,0.2,35,8.7,3,0.7,0,0.0,2,0.5,0,0.0,2,0.5,3,0.7,
12W216,12,Reinickendorf,W,216,122J,2,77,W,924,772,83.5,152,16.5,0,0.0,278,30.1,1,0.4,275,98.9,3,1.1,34,12.4,45,16.4,41,14.9,19,6.9,43,15.6,10,3.6,9,3.3,5,1.8,4,1.5,15,5.5,0,0.0,0,0.0,2,0.7,0,0.0,3,1.1,1,0.4,0,0.0,0,0.0,1,0.4,0,0.0,1,0.4,0,0.0,0,0.0,1,0.4,0,0.0,2,0.7,0,0.0,27,9.8,7,2.5,1,0.4,1,0.4,0,0.0,3,1.1,0,0.0,
12W217,12,Reinickendorf,W,217,122K,2,77,W,1200,963,80.3,237,19.8,0,0.0,373,31.1,5,1.3,367,98.4,6,1.6,43,11.7,73,19.9,42,11.4,23,6.3,83,22.6,5,1.4,18,4.9,11,3.0,6,1.6,16,4.4,0,0.0,2,0.5,4,1.1,3,0.8,3,0.8,0,0.0,0,0.0,1,0.3,1,0.3,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,23,6.3,6,1.6,1,0.3,1,0.3,0,0.0,0,0.0,0,0.0,
12W218,12,Reinickendorf,W,218,122L,2,77,W,916,748,81.7,168,18.3,0,0.0,217,23.7,2,0.9,217,100.0,0,0.0,17,7.8,36,16.6,38,17.5,9,4.1,46,21.2,9,4.1,6,2.8,7,3.2,3,1.4,12,5.5,0,0.0,1,0.5,0,0.0,2,0.9,3,1.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,20,9.2,2,0.9,1,0.5,1,0.5,0,0.0,1,0.5,1,0.5,
12W219,12,Reinickendorf,W,219,122L,2,77,W,963,777,80.7,186,19.3,0,0.0,276,28.7,2,0.7,272,98.6,4,1.4,19,7.0,67,24.6,28,10.3,12,4.4,53,19.5,10,3.7,9,3.3,7,2.6,10,3.7,7,2.6,1,0.4,2,0.7,0,0.0,4,1.5,3,1.1,0,0.0,1,0.4,1,0.4,1,0.4,2,0.7,0,0.0,1,0.4,1,0.4,0,0.0,1,0.4,1,0.4,2,0.7,17,6.3,9,3.3,2,0.7,1,0.4,0,0.0,0,0.0,0,0.0,
