address,district_id,district_name,electoral_district_id,electoral_district_type,postal_voting_district_id,berlin_east_west,electoral_district_berlin_election_id,electoral_district_federal_election_id,invalid_votes,valid_votes,party_spd,party_spd_percentage,party_cdu,party_cdu_percentage,party_grüne,party_grüne_percentage,party_die_linke,party_die_linke_percentage,party_afd,party_afd_percentage,party_fdp,party_fdp_percentage,others,others_percentage
01W410,01,Mitte,410,W,4D,W,4,75,830,448,1,447,56,12.5,35,7.8,199,44.5,39,8.7,13,2.9,15,3.4
01W411,01,Mitte,411,W,4E,W,4,75,838,409,5,404,51,12.6,34,8.4,149,36.9,49,12.1,22,5.4,10,2.5
01W412,01,Mitte,412,W,4F,W,4,75,949,451,1,450,52,11.6,42,9.3,189,42,47,10.4,18,4,18,4
01W413,01,Mitte,413,W,4F,W,4,75,1125,519,0,519,68,13.1,51,9.8,186,35.8,64,12.3,22,4.2,18,3.5
01W414,01,Mitte,414,W,4G,W,4,75,1149,489,3,486,59,12.1,45,9.3,184,37.9,52,10.7,30,6.2,12,2.5
01W415,01,Mitte,415,W,4G,W,4,75,1178,469,10,459,56,12.2,27,5.9,191,41.6,55,12,8,1.7,17,3.7
01W416,01,Mitte,416,W,4H,W,4,75,891,392,2,390,48,12.3,40,10.3,161,41.3,51,13.1,13,3.3,11,2.8
01W417,01,Mitte,417,W,4H,W,4,75,1076,521,2,519,53,10.2,38,7.3,215,41.4,75,14.5,18,3.5,15,2.9
01W418,01,Mitte,418,W,4I,W,4,75,1227,545,1,544,63,11.6,39,7.2,220,40.4,76,14,17,3.1,14,2.6
01W419,01,Mitte,419,W,4J,W,4,75,1138,470,1,469,69,14.7,35,7.5,184,39.2,53,11.3,31,6.6,22,4.7
01W420,01,Mitte,420,W,4J,W,4,75,1054,472,3,469,60,12.8,35,7.5,198,42.2,46,9.8,24,5.1,13,2.8
01W421,01,Mitte,421,W,4D,W,4,75,816,357,7,350,43,12.3,36,10.3,104,29.7,45,12.9,26,7.4,19,5.4
01W422,01,Mitte,422,W,4K,W,4,75,768,321,2,319,36,11.3,28,8.8,129,40.4,36,11.3,12,3.8,8,2.5
01W423,01,Mitte,423,W,4E,W,4,75,899,349,7,342,55,16.1,42,12.3,100,29.2,36,10.5,29,8.5,17,5
01W424,01,Mitte,424,W,4L,W,4,75,978,464,4,460,69,15,30,6.5,167,36.3,60,13,23,5,14,3
01W425,01,Mitte,425,W,4M,W,4,75,1275,604,4,600,90,15,39,6.5,215,35.8,78,13,30,5,18,3
01W426,01,Mitte,426,W,4M,W,4,75,1008,410,2,408,60,14.7,20,4.9,149,36.5,61,15,21,5.1,9,2.2
01W427,01,Mitte,427,W,4N,W,4,75,1315,526,4,522,63,12.1,29,5.6,202,38.7,78,14.9,31,5.9,14,2.7
01W428,01,Mitte,428,W,4N,W,4,75,1228,528,2,526,75,14.3,27,5.1,190,36.1,76,14.4,32,6.1,9,1.7
01W500,01,Mitte,500,W,5A,W,5,75,1037,329,4,325,46,14.2,35,10.8,78,24,41,12.6,53,16.3,17,5.2
01W501,01,Mitte,501,W,5B,W,5,75,1234,474,12,462,92,19.9,83,18,87,18.8,43,9.3,41,8.9,22,4.8
01W502,01,Mitte,502,W,5A,W,5,75,533,169,3,166,35,21.1,42,25.3,24,14.5,18,10.8,21,12.7,4,2.4
01W503,01,Mitte,503,W,5A,W,5,75,1059,427,10,417,94,22.5,109,26.1,59,14.1,21,5,56,13.4,21,5
01W504,01,Mitte,504,W,5A,W,5,75,669,230,4,226,25,11.1,27,11.9,49,21.7,28,12.4,28,12.4,15,6.6
01W505,01,Mitte,505,W,5A,W,5,75,964,368,7,361,52,14.4,27,7.5,94,26,57,15.8,48,13.3,5,1.4
01W506,01,Mitte,506,W,5A,W,5,75,969,375,6,369,69,18.7,82,22.2,71,19.2,34,9.2,32,8.7,21,5.7
01W507,01,Mitte,507,W,5D,W,5,75,932,432,4,428,51,11.9,34,7.9,139,32.5,59,13.8,28,6.5,18,4.2
01W508,01,Mitte,508,W,5B,W,5,75,1228,506,6,500,107,21.4,59,11.8,119,23.8,44,8.8,57,11.4,16,3.2
01W509,01,Mitte,509,W,5B,W,5,75,1125,397,8,389,70,18,58,14.9,106,27.2,31,8,48,12.3,12,3.1
01W510,01,Mitte,510,W,5B,W,5,75,1056,319,7,312,47,15.1,50,16,55,17.6,29,9.3,60,19.2,14,4.5
01W511,01,Mitte,511,W,5B,W,5,75,1135,331,3,328,58,17.7,40,12.2,66,20.1,28,8.5,63,19.2,11,3.4
01W512,01,Mitte,512,W,5C,W,5,75,1022,278,0,278,30,10.8,22,7.9,93,33.5,32,11.5,29,10.4,9,3.2
01W513,01,Mitte,513,W,5A,W,5,75,893,471,4,467,70,15,47,10.1,160,34.3,48,10.3,21,4.5,13,2.8
01W514,01,Mitte,514,W,5C,W,5,75,1054,402,4,398,49,12.3,41,10.3,127,31.9,47,11.8,30,7.5,14,3.5
01W515,01,Mitte,515,W,5C,W,5,75,1362,552,13,539,71,13.2,55,10.2,157,29.1,61,11.3,55,10.2,26,4.8
01W516,01,Mitte,516,W,5C,W,5,75,990,358,2,356,48,13.5,27,7.6,116,32.6,44,12.4,26,7.3,10,2.8
01W517,01,Mitte,517,W,5L,W,5,75,999,502,3,499,39,7.8,6,1.2,219,43.9,89,17.8,21,4.2,11,2.2
01W518,01,Mitte,518,W,5M,W,5,75,519,271,1,270,18,6.7,1,0.4,121,44.8,51,18.9,5,1.9,8,3
01W519,01,Mitte,519,W,5M,W,5,75,327,192,0,192,11,5.7,0,0,88,45.8,37,19.3,1,0.5,6,3.1
01W520,01,Mitte,520,W,5G,W,5,75,1204,496,2,494,73,14.8,42,8.5,159,32.2,58,11.7,31,6.3,8,1.6
01W521,01,Mitte,521,W,5D,W,5,75,1134,364,3,361,85,23.5,90,24.9,52,14.4,31,8.6,42,11.6,9,2.5
01W522,01,Mitte,522,W,5H,W,5,75,1214,386,3,383,63,16.4,38,9.9,91,23.8,37,9.7,63,16.4,12,3.1
01W523,01,Mitte,523,W,5E,W,5,75,657,266,2,264,58,22,72,27.3,39,14.8,20,7.6,31,11.7,11,4.2
01W524,01,Mitte,524,W,5E,W,5,75,875,370,4,366,50,13.7,38,10.4,140,38.3,37,10.1,34,9.3,9,2.5
01W525,01,Mitte,525,W,5N,W,5,75,1241,539,2,537,71,13.2,27,5,192,35.8,87,16.2,23,4.3,12,2.2
01W526,01,Mitte,526,W,5H,W,5,75,1294,554,5,549,55,10,20,3.6,211,38.4,110,20,9,1.6,10,1.8
01W527,01,Mitte,527,W,5I,W,5,75,1279,433,3,430,101,23.5,105,24.4,67,15.6,40,9.3,46,10.7,11,2.6
01W528,01,Mitte,528,W,5I,W,5,75,1211,340,0,340,32,9.4,19,5.6,127,37.4,43,12.6,31,9.1,12,3.5
01W600,01,Mitte,600,W,6A,W,6,75,585,207,0,207,12,5.8,13,6.3,63,30.4,29,14,9,4.3,7,3.4
01W601,01,Mitte,601,W,6A,W,6,75,829,336,1,335,56,16.7,38,11.3,98,29.3,38,11.3,34,10.1,7,2.1
01W602,01,Mitte,602,W,6A,W,6,75,1057,540,5,535,69,12.9,29,5.4,188,35.1,76,14.2,39,7.3,11,2.1
01W603,01,Mitte,603,W,6A,W,6,75,926,416,5,411,38,9.2,20,4.9,136,33.1,70,17,20,4.9,13,3.2
01W604,01,Mitte,604,W,6A,W,6,75,837,222,2,220,34,15.5,16,7.3,65,29.5,34,15.5,13,5.9,8,3.6
01W605,01,Mitte,605,W,6B,W,6,75,1072,370,1,369,42,11.4,35,9.5,102,27.6,68,18.4,28,7.6,10,2.7
01W606,01,Mitte,606,W,6B,W,6,75,835,324,6,318,30,9.4,26,8.2,100,31.4,55,17.3,31,9.7,12,3.8
01W607,01,Mitte,607,W,6D,W,6,75,657,283,1,282,37,13.1,11,3.9,90,31.9,51,18.1,8,2.8,5,1.8
01W608,01,Mitte,608,W,6B,W,6,75,1073,372,4,368,24,6.5,11,3,131,35.6,67,18.2,12,3.3,10,2.7
01W609,01,Mitte,609,W,6C,W,6,75,1009,304,1,303,27,8.9,11,3.6,74,24.4,51,16.8,24,7.9,3,1
01W610,01,Mitte,610,W,6C,W,6,75,1052,375,4,371,19,5.1,8,2.2,134,36.1,68,18.3,9,2.4,10,2.7
01W611,01,Mitte,611,W,6E,W,6,75,670,275,1,274,40,14.6,11,4,84,30.7,52,19,5,1.8,3,1.1
01W612,01,Mitte,612,W,6E,W,6,75,620,271,2,269,35,13,11,4.1,92,34.2,51,19,11,4.1,8,3
01W613,01,Mitte,613,W,6G,W,6,75,881,370,1,369,42,11.4,24,6.5,129,35,71,19.2,15,4.1,7,1.9
01W614,01,Mitte,614,W,6G,W,6,75,1114,419,0,419,59,14.1,17,4.1,150,35.8,70,16.7,20,4.8,7,1.7
01W615,01,Mitte,615,W,6C,W,6,75,1102,469,3,466,54,11.6,15,3.2,167,35.8,80,17.2,22,4.7,10,2.1
01W616,01,Mitte,616,W,6E,W,6,75,1090,470,2,468,56,12,27,5.8,173,37,66,14.1,17,3.6,11,2.4
01W617,01,Mitte,617,W,6F,W,6,75,1278,537,4,533,68,12.8,57,10.7,190,35.6,67,12.6,33,6.2,12,2.3
01W618,01,Mitte,618,W,6F,W,6,75,1076,512,10,502,53,10.6,37,7.4,133,26.5,66,13.1,58,11.6,29,5.8
01W619,01,Mitte,619,W,6G,W,6,75,1013,379,4,375,57,15.2,28,7.5,109,29.1,57,15.2,27,7.2,11,2.9
01W620,01,Mitte,620,W,6E,W,6,75,996,364,6,358,51,14.2,15,4.2,116,32.4,60,16.8,16,4.5,5,1.4
01W621,01,Mitte,621,W,6C,W,6,75,1008,359,9,350,42,12,17,4.9,110,31.4,55,15.7,18,5.1,6,1.7
01W622,01,Mitte,622,W,6D,W,6,75,685,225,1,224,24,10.7,19,8.5,61,27.2,31,13.8,27,12.1,5,2.2
01W623,01,Mitte,623,W,6F,W,6,75,855,351,6,345,52,15.1,34,9.9,131,38,41,11.9,17,4.9,8,2.3
01W624,01,Mitte,624,W,6I,W,6,75,1096,415,8,407,60,14.7,16,3.9,132,32.4,68,16.7,17,4.2,5,1.2
01W625,01,Mitte,625,W,6I,W,6,75,914,337,10,327,39,11.9,16,4.9,102,31.2,50,15.3,16,4.9,6,1.8
01W626,01,Mitte,626,W,6I,W,6,75,1009,339,1,338,35,10.4,25,7.4,108,32,41,12.1,36,10.7,12,3.6
01W627,01,Mitte,627,W,6J,W,6,75,708,246,0,246,30,12.2,16,6.5,92,37.4,31,12.6,14,5.7,12,4.9
01W628,01,Mitte,628,W,6J,W,6,75,968,333,1,332,58,17.5,31,9.3,83,25,56,16.9,22,6.6,13,3.9
01W629,01,Mitte,629,W,6J,W,6,75,1079,335,4,331,56,16.9,21,6.3,119,36,41,12.4,15,4.5,10,3
01W700,01,Mitte,700,W,7E,W,7,75,858,291,6,285,31,10.9,17,6,100,35.1,45,15.8,20,7,9,3.2
01W701,01,Mitte,701,W,7A,W,7,75,752,358,4,354,19,5.4,14,4,140,39.5,61,17.2,8,2.3,7,2
01W702,01,Mitte,702,W,7A,W,7,75,938,390,4,386,32,8.3,18,4.7,145,37.6,60,15.5,14,3.6,8,2.1
01W703,01,Mitte,703,W,7A,W,7,75,858,347,4,343,60,17.5,30,8.7,103,30,44,12.8,20,5.8,9,2.6
01W704,01,Mitte,704,W,7B,W,7,75,1041,380,4,376,47,12.5,22,5.9,121,32.2,48,12.8,20,5.3,9,2.4
01W705,01,Mitte,705,W,7A,W,7,75,992,454,5,449,48,10.7,20,4.5,184,41,68,15.1,17,3.8,13,2.9
01W706,01,Mitte,706,W,7B,W,7,75,1237,573,3,570,69,12.1,35,6.1,229,40.2,82,14.4,24,4.2,12,2.1
01W707,01,Mitte,707,W,7B,W,7,75,1223,605,3,602,78,13,24,4,214,35.5,94,15.6,41,6.8,16,2.7
01W708,01,Mitte,708,W,7D,W,7,75,1205,627,4,623,78,12.5,21,3.4,223,35.8,96,15.4,41,6.6,17,2.7
01W709,01,Mitte,709,W,7D,W,7,75,1043,439,9,430,46,10.7,18,4.2,173,40.2,64,14.9,18,4.2,14,3.3
01W710,01,Mitte,710,W,7D,W,7,75,844,361,9,352,41,11.6,23,6.5,143,40.6,48,13.6,16,4.5,12,3.4
01W711,01,Mitte,711,W,7C,W,7,75,1123,499,2,497,62,12.5,33,6.6,192,38.6,73,14.7,33,6.6,3,0.6
01W712,01,Mitte,712,W,7B,W,7,75,1093,462,4,458,44,9.6,39,8.5,142,31,74,16.2,27,5.9,16,3.5
01W713,01,Mitte,713,W,7F,W,7,75,704,264,2,262,26,9.9,18,6.9,87,33.2,51,19.5,11,4.2,9,3.4
01W714,01,Mitte,714,W,7E,W,7,75,1082,497,2,495,60,12.1,32,6.5,196,39.6,71,14.3,32,6.5,2,0.4
01W715,01,Mitte,715,W,7E,W,7,75,760,257,4,253,38,15,33,13,73,28.9,36,14.2,15,5.9,10,4
01W716,01,Mitte,716,W,7F,W,7,75,1103,331,3,328,45,13.7,40,12.2,110,33.5,21,6.4,26,7.9,22,6.7
01W717,01,Mitte,717,W,7F,W,7,75,1097,360,3,357,41,11.5,31,8.7,110,30.8,65,18.2,22,6.2,14,3.9
01W718,01,Mitte,718,W,7D,W,7,75,869,282,7,275,46,16.7,23,8.4,66,24,58,21.1,18,6.5,4,1.5
01W719,01,Mitte,719,W,7D,W,7,75,947,297,3,294,52,17.7,40,13.6,57,19.4,55,18.7,27,9.2,8,2.7
01W720,01,Mitte,720,W,7H,W,7,75,882,318,3,315,56,17.8,18,5.7,106,33.7,44,14,14,4.4,21,6.7
01W721,01,Mitte,721,W,7I,W,7,75,811,241,3,238,45,18.9,37,15.5,32,13.4,46,19.3,23,9.7,7,2.9
01W722,01,Mitte,722,W,7I,W,7,75,1153,472,4,468,75,16,42,9,130,27.8,67,14.3,43,9.2,13,2.8
01W723,01,Mitte,723,W,7H,W,7,75,992,369,3,366,70,19.1,26,7.1,109,29.8,56,15.3,24,6.6,17,4.6
01W724,01,Mitte,724,W,7G,W,7,75,1039,293,3,290,46,15.9,41,14.1,62,21.4,36,12.4,36,12.4,13,4.5
01W725,01,Mitte,725,W,7G,W,7,75,1269,457,6,451,71,15.7,55,12.2,116,25.7,48,10.6,49,10.9,19,4.2
01W726,01,Mitte,726,W,7J,W,7,75,609,257,5,252,38,15.1,30,11.9,77,30.6,21,8.3,23,9.1,11,4.4
01W727,01,Mitte,727,W,7J,W,7,75,918,309,6,303,68,22.4,28,9.2,56,18.5,48,15.8,26,8.6,6,2
01W728,01,Mitte,728,W,7J,W,7,75,1153,413,5,408,76,18.6,44,10.8,94,23,51,12.5,57,14,16,3.9
02B1A,02,Friedrichshain-Kreuzberg,1A,B,1A,W,1,83,0,594,3,591,104,17.6,59,10,224,37.9,50,8.5,35,5.9,35,5.9
02B1B,02,Friedrichshain-Kreuzberg,1B,B,1B,W,1,83,0,536,2,534,76,14.2,39,7.3,239,44.8,61,11.4,16,3,8,1.5
02B1C,02,Friedrichshain-Kreuzberg,1C,B,1C,W,1,83,0,509,1,508,68,13.4,41,8.1,264,52,49,9.6,6,1.2,15,3
02B1D,02,Friedrichshain-Kreuzberg,1D,B,1D,W,1,83,0,541,1,540,78,14.4,39,7.2,262,48.5,59,10.9,10,1.9,11,2
02B1E,02,Friedrichshain-Kreuzberg,1E,B,1E,W,1,83,0,510,0,510,66,12.9,19,3.7,278,54.5,49,9.6,7,1.4,11,2.2
02B1F,02,Friedrichshain-Kreuzberg,1F,B,1F,W,1,83,0,472,1,471,59,12.5,18,3.8,261,55.4,48,10.2,8,1.7,7,1.5
02B1G,02,Friedrichshain-Kreuzberg,1G,B,1G,W,1,83,0,411,0,411,43,10.5,11,2.7,243,59.1,51,12.4,4,1,3,0.7
02B1H,02,Friedrichshain-Kreuzberg,1H,B,1H,W,1,83,0,430,0,430,37,8.6,14,3.3,241,56,54,12.6,8,1.9,7,1.6
02B1J,02,Friedrichshain-Kreuzberg,1J,B,1J,W,1,83,0,547,0,547,69,12.6,44,8,298,54.5,49,9,9,1.6,18,3.3
02B1K,02,Friedrichshain-Kreuzberg,1K,B,1K,W,1,83,0,676,0,676,89,13.2,26,3.8,377,55.8,75,11.1,9,1.3,11,1.6
02B1L,02,Friedrichshain-Kreuzberg,1L,B,1L,W,1,83,0,633,1,632,80,12.7,43,6.8,343,54.3,57,9,11,1.7,19,3
02B1M,02,Friedrichshain-Kreuzberg,1M,B,1M,W,1,83,0,571,0,571,72,12.6,20,3.5,321,56.2,50,8.8,12,2.1,9,1.6
02B1N,02,Friedrichshain-Kreuzberg,1N,B,1N,W,1,83,0,306,0,306,41,13.4,39,12.7,158,51.6,13,4.2,8,2.6,18,5.9
02B2A,02,Friedrichshain-Kreuzberg,2A,B,2A,W,2,83,0,706,2,704,51,7.2,34,4.8,313,44.5,117,16.6,12,1.7,13,1.8
02B2B,02,Friedrichshain-Kreuzberg,2B,B,2B,W,2,83,0,508,2,506,32,6.3,23,4.5,218,43.1,84,16.6,9,1.8,10,2
02B2C,02,Friedrichshain-Kreuzberg,2C,B,2C,W,2,83,0,525,5,520,43,8.3,37,7.1,226,43.5,71,13.7,17,3.3,17,3.3
02B2D,02,Friedrichshain-Kreuzberg,2D,B,2D,W,2,83,0,521,3,518,45,8.7,33,6.4,224,43.2,75,14.5,17,3.3,15,2.9
02B2E,02,Friedrichshain-Kreuzberg,2E,B,2E,W,2,83,0,517,1,516,51,9.9,24,4.7,223,43.2,73,14.1,14,2.7,18,3.5
02B2F,02,Friedrichshain-Kreuzberg,2F,B,2F,W,2,83,0,661,1,660,73,11.1,37,5.6,303,45.9,89,13.5,15,2.3,18,2.7
02B2G,02,Friedrichshain-Kreuzberg,2G,B,2G,W,2,83,0,533,2,531,50,9.4,28,5.3,258,48.6,64,12.1,12,2.3,14,2.6
02B2H,02,Friedrichshain-Kreuzberg,2H,B,2H,W,2,83,0,447,1,446,42,9.4,21,4.7,205,46,69,15.5,9,2,13,2.9
02B2J,02,Friedrichshain-Kreuzberg,2J,B,2J,W,2,83,0,503,0,503,55,10.9,38,7.6,237,47.1,57,11.3,16,3.2,15,3
02B2K,02,Friedrichshain-Kreuzberg,2K,B,2K,W,2,83,0,631,0,631,59,9.4,35,5.5,296,46.9,89,14.1,14,2.2,17,2.7
02B2L,02,Friedrichshain-Kreuzberg,2L,B,2L,W,2,83,0,517,0,517,68,13.2,39,7.5,246,47.6,52,10.1,20,3.9,17,3.3
02B3A,02,Friedrichshain-Kreuzberg,3A,B,3A,W,3,83,0,537,2,535,73,13.6,34,6.4,250,46.7,51,9.5,14,2.6,16,3
02B3B,02,Friedrichshain-Kreuzberg,3B,B,3B,W,3,83,0,457,4,453,60,13.2,40,8.8,209,46.1,33,7.3,14,3.1,14,3.1
02B3C,02,Friedrichshain-Kreuzberg,3C,B,3C,W,3,83,0,413,1,412,55,13.3,26,6.3,180,43.7,50,12.1,11,2.7,15,3.6
02B3D,02,Friedrichshain-Kreuzberg,3D,B,3D,W,3,83,0,434,3,431,65,15.1,45,10.4,157,36.4,48,11.1,22,5.1,20,4.6
02B3E,02,Friedrichshain-Kreuzberg,3E,B,3E,W,3,83,0,266,2,264,51,19.3,41,15.5,65,24.6,26,9.8,23,8.7,14,5.3
02B3F,02,Friedrichshain-Kreuzberg,3F,B,3F,W,3,83,0,296,2,294,38,12.9,31,10.5,93,31.6,46,15.6,18,6.1,10,3.4
02B3G,02,Friedrichshain-Kreuzberg,3G,B,3G,W,3,83,0,371,1,370,41,11.1,18,4.9,145,39.2,76,20.5,13,3.5,5,1.4
02B3H,02,Friedrichshain-Kreuzberg,3H,B,3H,W,3,83,0,389,1,388,42,10.8,11,2.8,163,42,78,20.1,9,2.3,5,1.3
02B3J,02,Friedrichshain-Kreuzberg,3J,B,3J,W,3,83,0,474,2,472,58,12.3,22,4.7,217,46,70,14.8,8,1.7,8,1.7
02B3K,02,Friedrichshain-Kreuzberg,3K,B,3K,W,3,83,0,258,2,256,29,11.3,19,7.4,110,43,37,14.5,5,2,5,2
02B4A,02,Friedrichshain-Kreuzberg,4A,B,4A,O,4,83,0,480,5,475,60,12.6,48,10.1,93,19.6,135,28.4,32,6.7,14,2.9
02B4B,02,Friedrichshain-Kreuzberg,4B,B,4B,O,4,83,0,413,4,409,54,13.2,44,10.8,46,11.2,142,34.7,38,9.3,8,2
02B4C,02,Friedrichshain-Kreuzberg,4C,B,4C,O,4,83,0,338,4,334,46,13.8,35,10.5,59,17.7,83,24.9,31,9.3,13,3.9
02B4D,02,Friedrichshain-Kreuzberg,4D,B,4D,O,4,83,0,365,3,362,52,14.4,38,10.5,72,19.9,95,26.2,30,8.3,13,3.6
02B4E,02,Friedrichshain-Kreuzberg,4E,B,4E,O,4,83,0,434,4,430,60,14,44,10.2,142,33,73,17,25,5.8,18,4.2
02B4F,02,Friedrichshain-Kreuzberg,4F,B,4F,O,4,83,0,457,3,454,67,14.8,45,9.9,108,23.8,121,26.7,31,6.8,14,3.1
02B4G,02,Friedrichshain-Kreuzberg,4G,B,4G,O,4,83,0,499,2,497,63,12.7,40,8,155,31.2,112,22.5,24,4.8,14,2.8
02B4H,02,Friedrichshain-Kreuzberg,4H,B,4H,O,4,83,0,504,1,503,62,12.3,37,7.4,192,38.2,88,17.5,19,3.8,14,2.8
02B4J,02,Friedrichshain-Kreuzberg,4J,B,4J,O,4,83,0,370,1,369,55,14.9,38,10.3,87,23.6,94,25.5,27,7.3,12,3.3
02B4K,02,Friedrichshain-Kreuzberg,4K,B,4K,O,4,83,0,468,1,467,76,16.3,54,11.6,91,19.5,140,30,28,6,10,2.1
02B4L,02,Friedrichshain-Kreuzberg,4L,B,4L,O,4,83,0,576,1,575,92,16,63,11,105,18.3,155,27,58,10.1,25,4.3
02B4M,02,Friedrichshain-Kreuzberg,4M,B,4M,O,4,83,0,446,1,445,54,12.1,34,7.6,169,38,78,17.5,17,3.8,14,3.1
02B4N,02,Friedrichshain-Kreuzberg,4N,B,4N,O,4,83,0,559,2,557,63,11.3,45,8.1,217,39,89,16,17,3.1,24,4.3
02B5A,02,Friedrichshain-Kreuzberg,5A,B,5A,O,5,83,0,604,5,599,60,10,44,7.3,213,35.6,106,17.7,17,2.8,26,4.3
02B5B,02,Friedrichshain-Kreuzberg,5B,B,5B,O,5,83,0,479,2,477,46,9.6,23,4.8,178,37.3,76,15.9,17,3.6,18,3.8
02B5C,02,Friedrichshain-Kreuzberg,5C,B,5C,O,5,83,0,638,3,635,65,10.2,47,7.4,267,42,92,14.5,18,2.8,25,3.9
02B5D,02,Friedrichshain-Kreuzberg,5D,B,5D,O,5,83,0,301,1,300,21,7,17,5.7,130,43.3,47,15.7,1,0.3,12,4
02B5E,02,Friedrichshain-Kreuzberg,5E,B,5E,O,5,83,0,488,1,487,54,11.1,31,6.4,176,36.1,105,21.6,18,3.7,11,2.3
02B5F,02,Friedrichshain-Kreuzberg,5F,B,5F,O,5,83,0,452,1,451,67,14.9,27,6,164,36.4,62,13.7,22,4.9,15,3.3
02B5G,02,Friedrichshain-Kreuzberg,5G,B,5G,O,5,83,0,543,2,541,53,9.8,20,3.7,216,39.9,100,18.5,17,3.1,13,2.4
02B5H,02,Friedrichshain-Kreuzberg,5H,B,5H,O,5,83,0,556,3,553,51,9.2,24,4.3,225,40.7,91,16.5,12,2.2,18,3.3
02B5J,02,Friedrichshain-Kreuzberg,5J,B,5J,O,5,83,0,539,3,536,42,7.8,21,3.9,224,41.8,91,17,15,2.8,21,3.9
02B5K,02,Friedrichshain-Kreuzberg,5K,B,5K,O,5,83,0,470,3,467,37,7.9,19,4.1,196,42,79,16.9,13,2.8,16,3.4
02B5L,02,Friedrichshain-Kreuzberg,5L,B,5L,O,5,83,0,280,0,280,26,9.3,11,3.9,139,49.6,27,9.6,8,2.9,8,2.9
02B5M,02,Friedrichshain-Kreuzberg,5M,B,5M,O,5,83,0,590,1,589,83,14.1,31,5.3,235,39.9,84,14.3,25,4.2,18,3.1
02B5N,02,Friedrichshain-Kreuzberg,5N,B,5N,O,5,83,0,561,0,561,49,8.7,31,5.5,255,45.5,78,13.9,18,3.2,16,2.9
02B5P,02,Friedrichshain-Kreuzberg,5P,B,5P,O,5,83,0,557,1,556,50,9,21,3.8,261,46.9,78,14,14,2.5,24,4.3
02B6A,02,Friedrichshain-Kreuzberg,6A,B,6A,O,6,83,0,207,0,207,24,11.6,39,18.8,72,34.8,23,11.1,16,7.7,13,6.3
02B6B,02,Friedrichshain-Kreuzberg,6B,B,6B,O,6,83,0,362,0,362,41,11.3,62,17.1,127,35.1,42,11.6,25,6.9,22,6.1
02B6C,02,Friedrichshain-Kreuzberg,6C,B,6C,O,6,83,0,380,0,380,43,11.3,27,7.1,149,39.2,54,14.2,13,3.4,16,4.2
02B6D,02,Friedrichshain-Kreuzberg,6D,B,6D,O,6,83,0,381,0,381,41,10.8,23,6,153,40.2,52,13.6,15,3.9,7,1.8
02B6E,02,Friedrichshain-Kreuzberg,6E,B,6E,O,6,83,0,460,1,459,39,8.5,36,7.8,215,46.8,63,13.7,7,1.5,16,3.5
02B6F,02,Friedrichshain-Kreuzberg,6F,B,6F,O,6,83,0,516,1,515,42,8.2,33,6.4,235,45.6,78,15.1,15,2.9,17,3.3
02B6G,02,Friedrichshain-Kreuzberg,6G,B,6G,O,6,83,0,404,1,403,43,10.7,19,4.7,193,47.9,52,12.9,7,1.7,10,2.5
02B6H,02,Friedrichshain-Kreuzberg,6H,B,6H,O,6,83,0,456,0,456,49,10.7,20,4.4,192,42.1,81,17.8,16,3.5,15,3.3
02B6J,02,Friedrichshain-Kreuzberg,6J,B,6J,O,6,83,0,163,1,162,12,7.4,10,6.2,73,45.1,26,16,6,3.7,5,3.1
02B6K,02,Friedrichshain-Kreuzberg,6K,B,6K,O,6,83,0,353,0,353,35,9.9,24,6.8,162,45.9,41,11.6,3,0.8,8,2.3
02B6L,02,Friedrichshain-Kreuzberg,6L,B,6L,O,6,83,0,477,0,477,48,10.1,27,5.7,212,44.4,71,14.9,13,2.7,12,2.5
02B6M,02,Friedrichshain-Kreuzberg,6M,B,6M,O,6,83,0,484,0,484,37,7.6,21,4.3,221,45.7,77,15.9,16,3.3,17,3.5
02B6N,02,Friedrichshain-Kreuzberg,6N,B,6N,O,6,83,0,525,3,522,38,7.3,29,5.6,235,45,76,14.6,12,2.3,17,3.3
02B6P,02,Friedrichshain-Kreuzberg,6P,B,6P,O,6,83,0,410,1,409,46,11.2,29,7.1,176,43,54,13.2,11,2.7,21,5.1
02B6Q,02,Friedrichshain-Kreuzberg,6Q,B,6Q,O,6,83,0,409,1,408,44,10.8,31,7.6,166,40.7,59,14.5,10,2.5,21,5.1
02W101,02,Friedrichshain-Kreuzberg,101,W,1A,W,1,83,809,327,6,321,47,14.6,14,4.4,121,37.7,48,15,19,5.9,1,0.3
02W102,02,Friedrichshain-Kreuzberg,102,W,1A,W,1,83,1358,485,3,482,59,12.2,44,9.1,172,35.7,79,16.4,21,4.4,20,4.1
02W103,02,Friedrichshain-Kreuzberg,103,W,1A,W,1,83,1069,385,3,382,60,15.7,35,9.2,131,34.3,54,14.1,16,4.2,12,3.1
02W104,02,Friedrichshain-Kreuzberg,104,W,1A,W,1,83,1037,410,4,406,72,17.7,49,12.1,145,35.7,42,10.3,8,2,14,3.4
02W105,02,Friedrichshain-Kreuzberg,105,W,1B,W,1,83,973,347,3,344,64,18.6,28,8.1,115,33.4,57,16.6,18,5.2,9,2.6
02W106,02,Friedrichshain-Kreuzberg,106,W,1B,W,1,83,918,351,5,346,77,22.3,37,10.7,94,27.2,53,15.3,20,5.8,12,3.5
02W107,02,Friedrichshain-Kreuzberg,107,W,1B,W,1,83,937,368,3,365,46,12.6,22,6,163,44.7,56,15.3,13,3.6,8,2.2
