address,district_id,district_name,electoral_district_id,electoral_district_type,postal_voting_district_id,berlin_east_west,electoral_district_berlin_election_id,electoral_district_federal_election_id,invalid_votes,valid_votes,party_spd,party_spd_percentage,party_cdu,party_cdu_percentage,party_grüne,party_grüne_percentage,party_die_linke,party_die_linke_percentage,party_afd,party_afd_percentage,party_fdp,party_fdp_percentage,others,others_percentage
03W917,03,Pankow,917,W,9P,O,9,83,1063,562,1,561,50,8.9,35,6.2,261,46.5,70,12.5,24,4.3,19,3.4
03W918,03,Pankow,918,W,9N,O,9,83,1100,533,2,531,63,11.9,39,7.3,245,46.1,73,13.7,17,3.2,16,3
03W919,03,Pankow,919,W,9N,O,9,83,1186,617,1,616,72,11.7,59,9.6,274,44.5,81,13.1,18,2.9,23,3.7
03W920,03,Pankow,920,W,9C,O,9,83,1104,420,2,418,72,17.2,58,13.9,41,9.8,85,20.3,79,18.9,7,1.7
03W921,03,Pankow,921,W,9F,O,9,83,1173,499,2,497,63,12.7,32,6.4,105,21.1,95,19.1,66,13.3,13,2.6
03W922,03,Pankow,922,W,9Q,O,9,83,666,407,2,405,59,14.6,49,12.1,162,40,38,9.4,17,4.2,24,5.9
03W923,03,Pankow,923,W,9K,O,9,83,629,180,2,178,51,28.7,27,15.2,13,7.3,54,30.3,8,4.5,6,3.4
03W924,03,Pankow,924,W,9K,O,9,83,1314,632,4,628,54,8.6,35,5.6,256,40.8,104,16.6,31,4.9,20,3.2
03W925,03,Pankow,925,W,9P,O,9,83,1256,677,1,676,73,10.8,64,9.5,316,46.7,73,10.8,21,3.1,28,4.1
03W926,03,Pankow,926,W,9I,O,9,83,1523,677,5,672,82,12.2,39,5.8,262,39,103,15.3,48,7.1,19,2.8
03W927,03,Pankow,927,W,9Q,O,9,83,777,467,1,466,68,14.6,56,12,189,40.6,44,9.4,20,4.3,28,6
03W928,03,Pankow,928,W,9H,O,9,83,740,239,0,239,30,12.6,19,7.9,62,25.9,54,22.6,32,13.4,4,1.7
03W929,03,Pankow,929,W,9M,O,9,83,1085,551,0,551,58,10.5,36,6.5,271,49.2,67,12.2,19,3.4,18,3.3
04B1A,04,Charlottenburg-Wilmersdorf,1A,B,1A,W,1,78,0,240,6,234,43,18.4,53,22.6,37,15.8,16,6.8,21,9,13,5.6
04B1B,04,Charlottenburg-Wilmersdorf,1B,B,1B,W,1,78,0,289,2,287,61,21.3,66,23,31,10.8,9,3.1,37,12.9,19,6.6
04B1C,04,Charlottenburg-Wilmersdorf,1C,B,1C,W,1,78,0,316,3,313,66,21.1,74,23.6,39,12.5,13,4.2,39,12.5,22,7
04B1D,04,Charlottenburg-Wilmersdorf,1D,B,1D,W,1,78,0,199,6,193,35,18.1,44,22.8,31,16.1,14,7.3,18,9.3,12,6.2
04B1E,04,Charlottenburg-Wilmersdorf,1E,B,1E,W,1,78,0,293,1,292,56,19.2,68,23.3,47,16.1,20,6.8,38,13,22,7.5
04B1F,04,Charlottenburg-Wilmersdorf,1F,B,1F,W,1,78,0,297,1,296,57,19.3,69,23.3,48,16.2,20,6.8,39,13.2,23,7.8
04B1G,04,Charlottenburg-Wilmersdorf,1G,B,1G,W,1,78,0,517,1,516,85,16.5,78,15.1,192,37.2,38,7.4,32,6.2,26,5
04B1H,04,Charlottenburg-Wilmersdorf,1H,B,1H,W,1,78,0,455,1,454,75,16.5,69,15.2,171,37.7,34,7.5,28,6.2,24,5.3
04B1I,04,Charlottenburg-Wilmersdorf,1I,B,1I,W,1,78,0,502,2,500,82,16.4,77,15.4,183,36.6,37,7.4,33,6.6,26,5.2
04B1J,04,Charlottenburg-Wilmersdorf,1J,B,1J,W,1,78,0,267,1,266,44,16.5,37,13.9,110,41.4,21,7.9,11,4.1,13,4.9
04B2A,04,Charlottenburg-Wilmersdorf,2A,B,2A,W,2,80,0,614,4,610,102,16.7,170,27.9,137,22.5,23,3.8,45,7.4,71,11.6
04B2B,04,Charlottenburg-Wilmersdorf,2B,B,2B,W,2,80,0,633,1,632,126,19.9,196,31,132,20.9,25,4,50,7.9,51,8.1
04B2C,04,Charlottenburg-Wilmersdorf,2C,B,2C,W,2,80,0,616,2,614,108,17.6,179,29.2,142,23.1,23,3.7,46,7.5,66,10.7
04B2D,04,Charlottenburg-Wilmersdorf,2D,B,2D,W,2,80,0,295,5,290,45,15.5,69,23.8,80,27.6,13,4.5,18,6.2,20,6.9
04B2E,04,Charlottenburg-Wilmersdorf,2E,B,2E,W,2,80,0,528,5,523,98,18.7,152,29.1,120,22.9,17,3.3,40,7.6,44,8.4
04B2F,04,Charlottenburg-Wilmersdorf,2F,B,2F,W,2,80,0,330,6,324,53,16.4,80,24.7,91,28.1,15,4.6,21,6.5,25,7.7
04B2G,04,Charlottenburg-Wilmersdorf,2G,B,2G,W,2,80,0,573,2,571,108,18.9,183,32,132,23.1,19,3.3,42,7.4,54,9.5
04B2H,04,Charlottenburg-Wilmersdorf,2H,B,2H,W,2,80,0,330,1,329,48,14.6,76,23.1,106,32.2,21,6.4,16,4.9,21,6.4
04B2I,04,Charlottenburg-Wilmersdorf,2I,B,2I,W,2,80,0,344,1,343,50,14.6,79,23,111,32.4,23,6.7,16,4.7,22,6.4
04B2J,04,Charlottenburg-Wilmersdorf,2J,B,2J,W,2,80,0,477,4,473,76,16.1,119,25.2,144,30.4,27,5.7,27,5.7,34,7.2
04B2K,04,Charlottenburg-Wilmersdorf,2K,B,2K,W,2,80,0,620,1,619,115,18.6,182,29.4,155,25,27,4.4,45,7.3,60,9.7
04B2L,04,Charlottenburg-Wilmersdorf,2L,B,2L,W,2,80,0,534,2,532,97,18.2,126,23.7,149,28,30,5.6,38,7.1,49,9.2
04B2M,04,Charlottenburg-Wilmersdorf,2M,B,2M,W,2,80,0,632,5,627,94,15,172,27.4,198,31.6,10,1.6,40,6.4,66,10.5
04B2N,04,Charlottenburg-Wilmersdorf,2N,B,2N,W,2,80,0,616,4,612,116,19,177,28.9,168,27.5,15,2.5,42,6.9,49,8
04B2P,04,Charlottenburg-Wilmersdorf,2P,B,2P,W,2,80,0,332,2,330,62,18.8,95,28.8,95,28.8,10,3,21,6.4,25,7.6
04B3A,04,Charlottenburg-Wilmersdorf,3A,B,3A,W,3,80,0,489,3,486,79,16.3,68,14,175,36,38,7.8,26,5.3,20,4.1
04B3B,04,Charlottenburg-Wilmersdorf,3B,B,3B,W,3,80,0,437,3,434,67,15.4,56,12.9,173,39.9,33,7.6,23,5.3,15,3.5
04B3C,04,Charlottenburg-Wilmersdorf,3C,B,3C,W,3,80,0,488,3,485,69,14.2,54,11.1,203,41.9,36,7.4,25,5.2,15,3.1
04B3D,04,Charlottenburg-Wilmersdorf,3D,B,3D,W,3,80,0,460,3,457,74,16.2,64,14,183,40,34,7.4,24,5.3,19,4.2
04B3E,04,Charlottenburg-Wilmersdorf,3E,B,3E,W,3,80,0,493,3,490,83,16.9,81,16.5,176,35.9,35,7.1,34,6.9,23,4.7
04B3F,04,Charlottenburg-Wilmersdorf,3F,B,3F,W,3,80,0,433,1,432,78,18.1,85,19.7,119,27.5,28,6.5,38,8.8,24,5.6
04B3G,04,Charlottenburg-Wilmersdorf,3G,B,3G,W,3,80,0,595,1,594,118,19.9,116,19.5,196,33,36,6.1,38,6.4,39,6.6
04B3H,04,Charlottenburg-Wilmersdorf,3H,B,3H,W,3,80,0,449,5,444,70,15.8,75,16.9,175,39.4,30,6.8,22,5,25,5.6
04B3I,04,Charlottenburg-Wilmersdorf,3I,B,3I,W,3,80,0,505,3,502,77,15.3,90,17.9,204,40.6,36,7.2,21,4.2,31,6.2
04B3J,04,Charlottenburg-Wilmersdorf,3J,B,3J,W,3,80,0,578,1,577,118,20.5,110,19.1,200,34.7,34,5.9,29,5,40,6.9
04B3K,04,Charlottenburg-Wilmersdorf,3K,B,3K,W,3,80,0,551,2,549,91,16.6,94,17.1,217,39.5,37,6.7,25,4.6,35,6.4
04B3L,04,Charlottenburg-Wilmersdorf,3L,B,3L,W,3,80,0,495,0,495,85,17.2,96,19.4,173,34.9,30,6.1,25,5.1,37,7.5
04B3M,04,Charlottenburg-Wilmersdorf,3M,B,3M,W,3,80,0,514,0,514,102,19.8,100,19.5,169,32.9,25,4.9,30,5.8,40,7.8
04B3N,04,Charlottenburg-Wilmersdorf,3N,B,3N,W,3,80,0,445,2,443,87,19.6,72,16.3,166,37.5,25,5.6,22,5,29,6.5
04B3P,04,Charlottenburg-Wilmersdorf,3P,B,3P,W,3,80,0,180,1,179,32,17.9,29,16.2,71,39.7,12,6.7,10,5.6,11,6.1
04B4A,04,Charlottenburg-Wilmersdorf,4A,B,4A,W,4,80,0,420,3,417,69,16.5,98,23.5,116,27.8,19,4.6,27,6.5,38,9.1
04B4B,04,Charlottenburg-Wilmersdorf,4B,B,4B,W,4,80,0,583,5,578,97,16.8,98,17,194,33.6,38,6.6,32,5.5,29,5
04B4C,04,Charlottenburg-Wilmersdorf,4C,B,4C,W,4,80,0,551,6,545,95,17.4,118,21.7,166,30.5,33,6.1,41,7.5,32,5.9
04B4D,04,Charlottenburg-Wilmersdorf,4D,B,4D,W,4,80,0,406,2,404,67,16.6,62,15.3,151,37.4,26,6.4,20,5,22,5.4
04B4E,04,Charlottenburg-Wilmersdorf,4E,B,4E,W,4,80,0,430,2,428,70,16.4,59,13.8,172,40.2,26,6.1,18,4.2,26,6.1
04B4F,04,Charlottenburg-Wilmersdorf,4F,B,4F,W,4,80,0,433,0,433,71,16.4,112,25.9,113,26.1,13,3,24,5.5,59,13.6
04B4G,04,Charlottenburg-Wilmersdorf,4G,B,4G,W,4,80,0,490,0,490,95,19.4,123,25.1,132,26.9,13,2.7,35,7.1,57,11.6
04B4H,04,Charlottenburg-Wilmersdorf,4H,B,4H,W,4,80,0,548,0,548,92,16.8,98,17.9,199,36.3,33,6,34,6.2,41,7.5
04B4I,04,Charlottenburg-Wilmersdorf,4I,B,4I,W,4,80,0,427,2,425,64,15.1,73,17.2,174,40.9,15,3.5,25,5.9,38,8.9
04B4J,04,Charlottenburg-Wilmersdorf,4J,B,4J,W,4,80,0,504,1,503,85,16.9,78,15.5,199,39.6,32,6.4,27,5.4,35,7
04B4K,04,Charlottenburg-Wilmersdorf,4K,B,4K,W,4,80,0,567,2,565,99,17.5,98,17.3,200,35.4,27,4.8,36,6.4,49,8.7
04B4L,04,Charlottenburg-Wilmersdorf,4L,B,4L,W,4,80,0,593,1,592,102,17.2,108,18.2,211,35.6,32,5.4,40,6.8,49,8.3
04B4M,04,Charlottenburg-Wilmersdorf,4M,B,4M,W,4,80,0,510,1,509,97,19.1,109,21.4,166,32.6,16,3.1,39,7.7,50,9.8
04B4N,04,Charlottenburg-Wilmersdorf,4N,B,4N,W,4,80,0,597,1,596,112,18.8,125,21,198,33.2,19,3.2,44,7.4,57,9.6
04B4P,04,Charlottenburg-Wilmersdorf,4P,B,4P,W,4,80,0,286,2,284,52,18.3,62,21.8,93,32.7,17,6,22,7.7,19,6.7
04B5A,04,Charlottenburg-Wilmersdorf,5A,B,5A,W,5,80,0,434,4,430,88,20.5,85,19.8,119,27.7,17,4,27,6.3,29,6.7
04B5B,04,Charlottenburg-Wilmersdorf,5B,B,5B,W,5,80,0,491,3,488,91,18.6,95,19.5,128,26.2,22,4.5,47,9.6,45,9.2
04B5C,04,Charlottenburg-Wilmersdorf,5C,B,5C,W,5,80,0,483,3,480,85,17.7,103,21.5,133,27.7,23,4.8,41,8.5,44,9.2
04B5D,04,Charlottenburg-Wilmersdorf,5D,B,5D,W,5,80,0,557,4,553,111,20.1,114,20.6,153,27.7,24,4.3,47,8.5,46,8.3
04B5E,04,Charlottenburg-Wilmersdorf,5E,B,5E,W,5,80,0,502,3,499,84,16.8,113,22.6,140,28.1,26,5.2,35,7,45,9
04B5F,04,Charlottenburg-Wilmersdorf,5F,B,5F,W,5,80,0,356,8,348,60,17.2,67,19.3,114,32.8,15,4.3,21,6,19,5.5
04B5G,04,Charlottenburg-Wilmersdorf,5G,B,5G,W,5,80,0,513,4,509,94,18.5,119,23.4,155,30.5,25,4.9,35,6.9,44,8.6
04B5H,04,Charlottenburg-Wilmersdorf,5H,B,5H,W,5,80,0,539,7,532,97,18.2,123,23.1,155,29.1,26,4.9,35,6.6,46,8.6
04B5I,04,Charlottenburg-Wilmersdorf,5I,B,5I,W,5,80,0,491,4,487,75,15.4,147,30.2,113,23.2,23,4.7,35,7.2,54,11.1
04B5J,04,Charlottenburg-Wilmersdorf,5J,B,5J,W,5,80,0,551,1,550,68,12.4,200,36.4,111,20.2,18,3.3,49,8.9,71,12.9
04B5K,04,Charlottenburg-Wilmersdorf,5K,B,5K,W,5,80,0,433,3,430,70,16.3,128,29.8,101,23.5,20,4.7,30,7,48,11.2
04B5L,04,Charlottenburg-Wilmersdorf,5L,B,5L,W,5,80,0,549,0,549,73,13.3,233,42.4,95,17.3,11,2,37,6.7,85,15.5
04B5M,04,Charlottenburg-Wilmersdorf,5M,B,5M,W,5,80,0,687,4,683,78,11.4,306,44.8,114,16.7,9,1.3,47,6.9,106,15.5
04B5N,04,Charlottenburg-Wilmersdorf,5N,B,5N,W,5,80,0,650,4,646,69,10.7,276,42.7,111,17.2,9,1.4,55,8.5,98,15.2
04B6A,04,Charlottenburg-Wilmersdorf,6A,B,6A,W,6,80,0,523,1,522,98,18.8,87,16.7,184,35.2,25,4.8,26,5,30,5.7
04B6B,04,Charlottenburg-Wilmersdorf,6B,B,6B,W,6,80,0,541,1,540,102,18.9,86,15.9,193,35.7,30,5.6,19,3.5,25,4.6
04B6C,04,Charlottenburg-Wilmersdorf,6C,B,6C,W,6,80,0,533,2,531,101,19,96,18.1,188,35.4,23,4.3,31,5.8,35,6.6
04B6D,04,Charlottenburg-Wilmersdorf,6D,B,6D,W,6,80,0,609,1,608,111,18.3,116,19.1,211,34.7,23,3.8,38,6.3,43,7.1
04B6E,04,Charlottenburg-Wilmersdorf,6E,B,6E,W,6,80,0,618,4,614,120,19.5,117,19.1,188,30.6,30,4.9,41,6.7,48,7.8
04B6F,04,Charlottenburg-Wilmersdorf,6F,B,6F,W,6,80,0,592,1,591,105,17.8,108,18.3,227,38.4,29,4.9,35,5.9,38,6.4
04B6G,04,Charlottenburg-Wilmersdorf,6G,B,6G,W,6,80,0,624,1,623,108,17.3,122,19.6,211,33.9,21,3.4,38,6.1,46,7.4
04B6H,04,Charlottenburg-Wilmersdorf,6H,B,6H,W,6,80,0,502,1,501,98,19.6,95,19,185,36.9,25,5,27,5.4,33,6.6
04B6I,04,Charlottenburg-Wilmersdorf,6I,B,6I,W,6,80,0,489,0,489,81,16.6,89,18.2,162,33.1,23,4.7,42,8.6,41,8.4
04B6J,04,Charlottenburg-Wilmersdorf,6J,B,6J,W,6,80,0,557,1,556,100,18,104,18.7,213,38.3,27,4.9,35,6.3,38,6.8
04B6K,04,Charlottenburg-Wilmersdorf,6K,B,6K,W,6,80,0,492,2,490,83,16.9,113,23.1,147,30,26,5.3,35,7.1,45,9.2
04B6L,04,Charlottenburg-Wilmersdorf,6L,B,6L,W,6,80,0,522,2,520,94,18.1,107,20.6,163,31.3,32,6.2,35,6.7,48,9.2
04B6M,04,Charlottenburg-Wilmersdorf,6M,B,6M,W,6,80,0,478,2,476,86,18.1,98,20.6,149,31.3,28,5.9,32,6.7,43,9
04B6N,04,Charlottenburg-Wilmersdorf,6N,B,6N,W,6,80,0,254,1,253,48,19,43,17,78,30.8,18,7.1,16,6.3,24,9.5
04B7A,04,Charlottenburg-Wilmersdorf,7A,B,7A,W,7,80,0,506,4,502,82,16.3,121,24.1,131,26.1,22,4.4,34,6.8,41,8.2
04B7B,04,Charlottenburg-Wilmersdorf,7B,B,7B,W,7,80,0,512,6,506,82,16.2,108,21.3,153,30.2,29,5.7,30,5.9,29,5.7
04B7C,04,Charlottenburg-Wilmersdorf,7C,B,7C,W,7,80,0,517,2,515,86,16.7,129,25,143,27.8,20,3.9,35,6.8,42,8.2
04B7D,04,Charlottenburg-Wilmersdorf,7D,B,7D,W,7,80,0,560,3,557,101,18.1,82,14.7,207,37.2,31,5.6,30,5.4,30,5.4
04B7E,04,Charlottenburg-Wilmersdorf,7E,B,7E,W,7,80,0,538,3,535,97,18.1,75,14,199,37.2,30,5.6,29,5.4,28,5.2
04B7F,04,Charlottenburg-Wilmersdorf,7F,B,7F,W,7,80,0,619,2,617,105,17,141,22.9,198,32.1,31,5,39,6.3,39,6.3
04B7G,04,Charlottenburg-Wilmersdorf,7G,B,7G,W,7,80,0,580,3,577,103,17.9,112,19.4,187,32.4,38,6.6,38,6.6,39,6.8
04B7H,04,Charlottenburg-Wilmersdorf,7H,B,7H,W,7,80,0,608,4,604,118,19.5,151,25,149,24.7,23,3.8,58,9.6,43,7.1
04B7I,04,Charlottenburg-Wilmersdorf,7I,B,7I,W,7,80,0,336,3,333,65,19.5,91,27.3,78,23.4,13,3.9,33,9.9,26,7.8
04B7J,04,Charlottenburg-Wilmersdorf,7J,B,7J,W,7,80,0,538,2,536,112,20.9,129,24.1,132,24.6,20,3.7,51,9.5,38,7.1
04B7K,04,Charlottenburg-Wilmersdorf,7K,B,7K,W,7,80,0,605,3,602,120,19.9,149,24.8,145,24.1,23,3.8,60,10,44,7.3
04B7L,04,Charlottenburg-Wilmersdorf,7L,B,7L,W,7,80,0,312,1,311,62,19.9,88,28.3,75,24.1,12,3.9,30,9.6,27,8.7
04B7M,04,Charlottenburg-Wilmersdorf,7M,B,7M,W,7,80,0,483,3,480,91,19,135,28.1,115,24,18,3.8,44,9.2,43,9
04B7N,04,Charlottenburg-Wilmersdorf,7N,B,7N,W,7,80,0,581,4,577,97,16.8,97,16.8,206,35.7,48,8.3,33,5.7,40,6.9
04B8A,04,Charlottenburg-Wilmersdorf,8A,B,8A,W,1,80,0,559,3,556,95,17.1,117,21,178,32,26,4.7,32,5.8,32,5.8
04B8B,04,Charlottenburg-Wilmersdorf,8B,B,8B,W,1,80,0,479,2,477,82,17.2,94,19.7,162,34,26,5.5,30,6.3,30,6.3
04B8C,04,Charlottenburg-Wilmersdorf,8C,B,8C,W,1,80,0,497,2,495,81,16.4,80,16.2,173,34.9,32,6.5,35,7.1,34,6.9
04B8D,04,Charlottenburg-Wilmersdorf,8D,B,8D,W,1,80,0,253,1,252,41,16.3,41,16.3,88,34.9,16,6.3,18,7.1,18,7.1
04W101,04,Charlottenburg-Wilmersdorf,101,W,1A,W,1,78,1259,410,5,405,71,17.5,56,13.8,80,19.8,33,8.1,64,15.8,16,4
04W102,04,Charlottenburg-Wilmersdorf,102,W,1A,W,1,78,646,243,7,236,43,18.2,34,14.4,44,18.6,10,4.2,29,12.3,10,4.2
04W103,04,Charlottenburg-Wilmersdorf,103,W,1B,W,1,78,1275,504,13,491,103,21,86,17.5,104,21.2,17,3.5,55,11.2,22,4.5
04W104,04,Charlottenburg-Wilmersdorf,104,W,1B,W,1,78,979,339,9,330,45,13.6,50,15.2,51,15.5,26,7.9,62,18.8,21,6.4
04W105,04,Charlottenburg-Wilmersdorf,105,W,1C,W,1,78,1344,431,4,427,69,16.2,76,17.8,97,22.7,34,8,65,15.2,14,3.3
04W106,04,Charlottenburg-Wilmersdorf,106,W,1C,W,1,78,1219,361,3,358,57,15.9,56,15.6,77,21.5,35,9.8,66,18.4,15,4.2
04W107,04,Charlottenburg-Wilmersdorf,107,W,1A,W,1,78,1226,394,2,392,67,17.1,87,22.2,55,14,27,6.9,74,18.9,28,7.1
04W108,04,Charlottenburg-Wilmersdorf,108,W,1D,W,1,78,371,123,1,122,22,18,26,21.3,14,11.5,8,6.6,20,16.4,7,5.7
04W109,04,Charlottenburg-Wilmersdorf,109,W,1E,W,1,78,1115,314,6,308,54,17.5,58,18.8,40,13,23,7.5,63,20.5,6,1.9
04W110,04,Charlottenburg-Wilmersdorf,110,W,1E,W,1,78,1168,381,5,376,87,23.1,81,21.5,46,12.2,35,9.3,47,12.5,16,4.3
04W111,04,Charlottenburg-Wilmersdorf,111,W,1C,W,1,78,1003,302,2,300,59,19.7,70,23.3,56,18.7,18,6,37,12.3,14,4.7
04W112,04,Charlottenburg-Wilmersdorf,112,W,1C,W,1,78,1242,506,9,497,82,16.5,46,9.3,157,31.6,56,11.3,58,11.7,19,3.8
04W113,04,Charlottenburg-Wilmersdorf,113,W,1E,W,1,78,1367,590,6,584,97,16.6,63,10.8,191,32.7,55,9.4,41,7,26,4.5
04W114,04,Charlottenburg-Wilmersdorf,114,W,1I,W,1,78,1213,485,3,482,69,14.3,59,12.2,175,36.3,54,11.2,37,7.7,17,3.5
04W115,04,Charlottenburg-Wilmersdorf,115,W,1G,W,1,78,1170,576,4,572,75,13.1,50,8.7,234,40.9,60,10.5,35,6.1,35,6.1
04W116,04,Charlottenburg-Wilmersdorf,116,W,1J,W,1,78,1349,640,1,639,92,14.4,47,7.4,257,40.2,73,11.4,49,7.7,36,5.6
04W117,04,Charlottenburg-Wilmersdorf,117,W,1H,W,1,78,1092,445,5,440,71,16.1,57,13,151,34.3,34,7.7,29,6.6,31,7
04W118,04,Charlottenburg-Wilmersdorf,118,W,1H,W,1,78,1158,464,4,460,62,13.5,66,14.3,168,36.5,50,10.9,29,6.3,19,4.1
04W119,04,Charlottenburg-Wilmersdorf,119,W,1I,W,1,78,1291,533,4,529,82,15.5,59,11.2,193,36.5,52,9.8,40,7.6,31,5.9
04W201,04,Charlottenburg-Wilmersdorf,201,W,2A,W,2,80,948,408,1,407,54,13.3,79,19.4,140,34.4,15,3.7,39,9.6,36,8.8
04W202,04,Charlottenburg-Wilmersdorf,202,W,2A,W,2,80,1138,510,5,505,73,14.5,123,24.4,165,32.7,20,4,40,7.9,42,8.3
04W203,04,Charlottenburg-Wilmersdorf,203,W,2B,W,2,80,1004,490,3,487,58,11.9,123,25.3,133,27.3,18,3.7,43,8.8,44,9
04W204,04,Charlottenburg-Wilmersdorf,204,W,2B,W,2,80,1459,588,7,581,122,21,172,29.6,109,18.8,23,4,64,11,29,5
04W205,04,Charlottenburg-Wilmersdorf,205,W,2C,W,2,80,1114,515,4,511,76,14.9,123,24.1,134,26.2,19,3.7,36,7,45,8.8
04W206,04,Charlottenburg-Wilmersdorf,206,W,2D,W,2,80,1211,489,11,478,89,18.6,110,23,104,21.8,19,4,62,13,35,7.3
04W207,04,Charlottenburg-Wilmersdorf,207,W,2D,W,2,80,1571,691,4,687,100,14.6,144,21,207,30.1,49,7.1,62,9,42,6.1
04W208,04,Charlottenburg-Wilmersdorf,208,W,2F,W,2,80,318,122,5,117,17,14.5,18,15.4,26,22.2,11,9.4,8,6.8,2,1.7
04W209,04,Charlottenburg-Wilmersdorf,209,W,2D,W,2,80,1023,483,2,481,73,15.2,109,22.7,154,32,19,4,32,6.7,29,6
04W210,04,Charlottenburg-Wilmersdorf,210,W,2D,W,2,80,1187,521,3,518,87,16.8,138,26.6,130,25.1,30,5.8,26,5,28,5.4
04W211,04,Charlottenburg-Wilmersdorf,211,W,2J,W,2,80,1323,622,3,619,87,14.1,149,24.1,188,30.4,29,4.7,53,8.6,48,7.8
04W212,04,Charlottenburg-Wilmersdorf,212,W,2G,W,2,80,1143,551,1,550,91,16.5,124,22.5,164,29.8,18,3.3,52,9.5,43,7.8
04W213,04,Charlottenburg-Wilmersdorf,213,W,2C,W,2,80,1023,464,3,461,64,13.9,120,26,123,26.7,17,3.7,42,9.1,44,9.5
04W214,04,Charlottenburg-Wilmersdorf,214,W,2H,W,2,80,1679,672,0,672,87,12.9,109,16.2,227,33.8,53,7.9,62,9.2,36,5.4
04W215,04,Charlottenburg-Wilmersdorf,215,W,2I,W,2,80,1703,721,5,716,114,15.9,59,8.2,255,35.6,103,14.4,35,4.9,25,3.5
04W216,04,Charlottenburg-Wilmersdorf,216,W,2N,W,2,80,1279,605,2,603,86,14.3,152,25.2,177,29.4,10,1.7,60,10,62,10.3
04W217,04,Charlottenburg-Wilmersdorf,217,W,2K,W,2,80,1220,610,5,605,103,17,169,27.9,180,29.8,23,3.8,41,6.8,48,7.9
04W218,04,Charlottenburg-Wilmersdorf,218,W,2N,W,2,80,1166,512,3,509,81,15.9,116,22.8,147,28.9,35,6.9,53,10.4,43,8.4
04W219,04,Charlottenburg-Wilmersdorf,219,W,2P,W,2,80,1498,691,0,691,142,20.5,119,17.2,210,30.4,46,6.7,57,8.2,53,7.7
04W220,04,Charlottenburg-Wilmersdorf,220,W,2M,W,2,80,1190,601,3,598,73,12.2,127,21.2,240,40.1,25,4.2,25,4.2,36,6
04W221,04,Charlottenburg-Wilmersdorf,221,W,2J,W,2,80,1249,542,4,538,74,13.8,117,21.7,178,33.1,24,4.5,34,6.3,45,8.4
04W222,04,Charlottenburg-Wilmersdorf,222,W,2L,W,2,80,1272,591,3,588,88,15,76,12.9,225,38.3,42,7.1,39,6.6,29,4.9
04W223,04,Charlottenburg-Wilmersdorf,223,W,2L,W,2,80,1146,489,0,489,69,14.1,75,15.3,184,37.6,32,6.5,32,6.5,35,7.2
04W224,04,Charlottenburg-Wilmersdorf,224,W,2C,W,2,80,1097,604,0,604,72,11.9,151,25,237,39.2,27,4.5,21,3.5,49,8.1
04W225,04,Charlottenburg-Wilmersdorf,225,W,2F,W,2,80,1322,456,12,444,77,17.3,81,18.2,127,28.6,43,9.7,37,8.3,17,3.8
04W226,04,Charlottenburg-Wilmersdorf,226,W,2J,W,2,80,1005,445,1,444,72,16.2,109,24.5,141,31.8,17,3.8,34,7.7,40,9
04W301,04,Charlottenburg-Wilmersdorf,301,W,3A,W,3,80,1289,509,8,501,85,17,50,10,169,33.7,57,11.4,43,8.6,17,3.4
04W302,04,Charlottenburg-Wilmersdorf,302,W,3A,W,3,80,1107,529,3,526,78,14.8,57,10.8,211,40.1,43,8.2,41,7.8,29,5.5
04W303,04,Charlottenburg-Wilmersdorf,303,W,3B,W,3,80,1198,617,7,610,102,16.7,80,13.1,215,35.2,50,8.2,27,4.4,31,5.1
04W304,04,Charlottenburg-Wilmersdorf,304,W,3C,W,3,80,1068,527,2,525,73,13.9,61,11.6,196,37.3,43,8.2,33,6.3,27,5.1
04W305,04,Charlottenburg-Wilmersdorf,305,W,3B,W,3,80,880,413,1,412,54,13.1,24,5.8,185,44.9,38,9.2,15,3.6,11,2.7
04W306,04,Charlottenburg-Wilmersdorf,306,W,3A,W,3,80,1099,593,2,591,65,11,30,5.1,285,48.2,75,12.7,19,3.2,15,2.5
04W307,04,Charlottenburg-Wilmersdorf,307,W,3E,W,3,80,1198,599,6,593,80,13.5,49,8.3,231,39,74,12.5,31,5.2,23,3.9
04W308,04,Charlottenburg-Wilmersdorf,308,W,3F,W,3,80,654,309,5,304,57,18.8,46,15.1,82,27,26,8.6,20,6.6,11,3.6
04W309,04,Charlottenburg-Wilmersdorf,309,W,3F,W,3,80,1320,589,9,580,94,16.2,88,15.2,146,25.2,44,7.6,44,7.6,40,6.9
04W310,04,Charlottenburg-Wilmersdorf,310,W,3G,W,3,80,1193,565,5,560,90,16.1,79,14.1,212,37.9,38,6.8,37,6.6,24,4.3
04W311,04,Charlottenburg-Wilmersdorf,311,W,3I,W,3,80,952,437,2,435,67,15.4,68,15.6,174,40,34,7.8,23,5.3,26,6
04W312,04,Charlottenburg-Wilmersdorf,312,W,3H,W,3,80,786,364,0,364,48,13.2,63,17.3,147,40.4,28,7.7,15,4.1,21,5.8
04W313,04,Charlottenburg-Wilmersdorf,313,W,3G,W,3,80,1239,502,0,502,73,14.5,84,16.7,183,36.5,39,7.8,29,5.8,20,4
04W314,04,Charlottenburg-Wilmersdorf,314,W,3K,W,3,80,1142,572,7,565,92,16.3,63,11.2,247,43.7,39,6.9,23,4.1,32,5.7
