address,electoral_district_type,electoral_district_name,electoral_district_id,berlin_east_west,electoral_districts,eligible_voters,eligible_voters_a1,eligible_voters_a1_percentage,eligible_voters_a2,eligible_voters_a2_percentage,eligible_voters_a3,eligible_voters_a3_percentage,voters,voters_percentage,postal_voters,postal_voters_percentage,voters_with_voting_license,voters_with_voting_license_percentage,valid_votes,valid_votes_percentage,invalid_votes,invalid_votes_percentage,party_grüne,party_grüne_percentage,party_cdu,party_cdu_percentage,party_spd,party_spd_percentage,party_die_linke,party_die_linke_percentage,party_afd,party_afd_percentage,party_die_partei,party_die_partei_percentage,party_fdp,party_fdp_percentage,party_tierschutzpartei,party_tierschutzpartei_percentage,party_mera25,party_mera25_percentage,party_volt,party_volt_percentage,party_piraten,party_piraten_percentage,party_familie,party_familie_percentage,party_ödp,party_ödp_percentage,party_freie_wähler,party_freie_wähler_percentage,party_tierschutz_hier,party_tierschutz_hier_percentage,party_big,party_big_percentage,party_verjüngungsforschung,party_verjüngungsforschung_percentage,party_pdh,party_pdh_percentage,party_heimat,party_heimat_percentage,party_dkp,party_dkp_percentage,party_menschliche_welt,party_menschliche_welt_percentage,party_bündnis_c,party_bündnis_c_percentage,party_mlpd,party_mlpd_percentage,party_sgp,party_sgp_percentage,party_abg,party_abg_percentage,party_die_basis,party_die_basis_percentage,party_bündnis_deutschand,party_bündnis_deutschand_percentage,party_bsw,party_bsw_percentage,party_dawa,party_dawa_percentage,party_klimaliste,party_klimaliste_percentage,party_letzte_generation,party_letzte_generation_percentage,party_pdv,party_pdv_percentage,party_pdf,party_pdf_percentage,party_v_partei3,party_v_partei3_percentage
AI0402,Abgeordnetenhauswahlkreis,Charlottenburg-Wilmersdorf 2,402,W,41,31542,20623,65.4,10919,34.6,0,0.0,21260,67.4,9982,47.0,10103,47.5,21184,99.6,76,0.4,4404,20.8,5414,25.6,3508,16.6,762,3.6,1544,7.3,473,2.2,1694,8.0,314,1.5,177,0.8,962,4.5,72,0.3,52,0.2,70,0.3,102,0.5,68,0.3,15,0.1,11,0.1,46,0.2,3,0.0,7,0.0,19,0.1,13,0.1,5,0.0,2,0.0,10,0.0,36,0.2,73,0.3,1017,4.8,88,0.4,27,0.1,91,0.4,11,0.1,75,0.4,19,0.1
AI0403,Abgeordnetenhauswahlkreis,Charlottenburg-Wilmersdorf 3,403,W,44,31231,20758,66.5,10473,33.5,0,0.0,21785,69.8,9699,44.5,9824,45.1,21706,99.6,79,0.4,6143,28.3,3423,15.8,3619,16.7,1251,5.8,1230,5.7,657,3.0,1284,5.9,327,1.5,275,1.3,1328,6.1,95,0.4,54,0.2,71,0.3,79,0.4,79,0.4,31,0.1,6,0.0,50,0.2,3,0.0,15,0.1,20,0.1,12,0.1,5,0.0,5,0.0,5,0.0,36,0.2,49,0.2,1136,5.2,102,0.5,40,0.2,158,0.7,8,0.0,85,0.4,25,0.1
AI0404,Abgeordnetenhauswahlkreis,Charlottenburg-Wilmersdorf 4,404,W,44,32621,21830,66.9,10791,33.1,0,0.0,21353,65.5,9848,46.1,10017,46.9,21269,99.6,84,0.4,5466,25.7,3950,18.6,3394,16.0,939,4.4,1331,6.3,576,2.7,1719,8.1,291,1.4,297,1.4,1322,6.2,83,0.4,35,0.2,66,0.3,68,0.3,69,0.3,19,0.1,11,0.1,44,0.2,5,0.0,8,0.0,20,0.1,13,0.1,10,0.0,3,0.0,6,0.0,26,0.1,49,0.2,1138,5.4,68,0.3,26,0.1,113,0.5,4,0.0,70,0.3,30,0.1
AI0405,Abgeordnetenhauswahlkreis,Charlottenburg-Wilmersdorf 5,405,W,42,30770,20323,66.0,10447,34.0,0,0.0,19806,64.4,9469,47.8,9599,48.5,19741,99.7,65,0.3,3782,19.2,5468,27.7,3004,15.2,627,3.2,1468,7.4,397,2.0,1997,10.1,261,1.3,152,0.8,864,4.4,52,0.3,47,0.2,46,0.2,102,0.5,73,0.4,10,0.1,8,0.0,37,0.2,6,0.0,10,0.1,23,0.1,9,0.0,5,0.0,2,0.0,6,0.0,23,0.1,72,0.4,921,4.7,59,0.3,24,0.1,77,0.4,10,0.1,77,0.4,22,0.1
AI0406,Abgeordnetenhauswahlkreis,Charlottenburg-Wilmersdorf 6,406,W,41,31831,20816,65.4,11015,34.6,0,0.0,21728,68.3,10140,46.7,10282,47.3,21667,99.7,61,0.3,5865,27.1,4177,19.3,3475,16.0,1036,4.8,1304,6.0,526,2.4,1498,6.9,317,1.5,267,1.2,1211,5.6,81,0.4,48,0.2,65,0.3,115,0.5,62,0.3,27,0.1,6,0.0,50,0.2,1,0.0,7,0.0,18,0.1,14,0.1,4,0.0,5,0.0,7,0.0,26,0.1,53,0.2,1089,5.0,62,0.3,22,0.1,115,0.5,8,0.0,83,0.4,23,0.1
AI0407,Abgeordnetenhauswahlkreis,Charlottenburg-Wilmersdorf 7,407,W,41,32870,21673,65.9,11197,34.1,0,0.0,22655,68.9,10265,45.3,10455,46.1,22546,99.5,109,0.5,5109,22.7,5050,22.4,3898,17.3,984,4.4,1665,7.4,558,2.5,1350,6.0,396,1.8,191,0.8,1164,5.2,79,0.4,70,0.3,77,0.3,95,0.4,84,0.4,16,0.1,10,0.0,44,0.2,4,0.0,7,0.0,24,0.1,32,0.1,7,0.0,1,0.0,10,0.0,33,0.1,58,0.3,1202,5.3,36,0.2,33,0.1,108,0.5,18,0.1,104,0.5,29,0.1
AI0501,Abgeordnetenhauswahlkreis,Spandau 1,501,W,53,34479,27064,78.5,7415,21.5,0,0.0,17766,51.5,6639,37.4,6714,37.8,17585,99.0,181,1.0,1912,10.9,4386,24.9,2980,16.9,589,3.3,2936,16.7,433,2.5,653,3.7,541,3.1,160,0.9,399,2.3,92,0.5,154,0.9,96,0.5,109,0.6,170,1.0,47,0.3,9,0.1,54,0.3,14,0.1,7,0.0,35,0.2,27,0.2,9,0.1,4,0.0,20,0.1,32,0.2,70,0.4,1207,6.9,215,1.2,20,0.1,42,0.2,15,0.1,106,0.6,42,0.2
AI0502,Abgeordnetenhauswahlkreis,Spandau 2,502,W,45,28702,23074,80.4,5628,19.6,0,0.0,13993,48.8,5058,36.1,5097,36.4,13837,98.9,156,1.1,1555,11.2,3130,22.6,2237,16.2,540,3.9,2430,17.6,413,3.0,481,3.5,408,2.9,145,1.0,448,3.2,83,0.6,93,0.7,72,0.5,88,0.6,116,0.8,33,0.2,13,0.1,31,0.2,14,0.1,7,0.1,33,0.2,17,0.1,4,0.0,5,0.0,13,0.1,31,0.2,57,0.4,984,7.1,150,1.1,13,0.1,54,0.4,11,0.1,98,0.7,30,0.2
AI0503,Abgeordnetenhauswahlkreis,Spandau 3,503,W,49,33279,25937,77.9,7342,22.1,0,0.0,17168,51.6,6561,38.2,6653,38.8,17012,99.1,156,0.9,2196,12.9,3828,22.5,2708,15.9,734,4.3,2426,14.3,498,2.9,656,3.9,499,2.9,230,1.4,522,3.1,125,0.7,108,0.6,80,0.5,105,0.6,137,0.8,52,0.3,19,0.1,45,0.3,22,0.1,7,0.0,35,0.2,22,0.1,11,0.1,7,0.0,11,0.1,41,0.2,78,0.5,1290,7.6,239,1.4,17,0.1,79,0.5,13,0.1,137,0.8,35,0.2
AI0504,Abgeordnetenhauswahlkreis,Spandau 4,504,W,45,31494,23791,75.5,7703,24.5,0,0.0,17725,56.3,6950,39.2,7007,39.5,17598,99.3,127,0.7,1684,9.6,5180,29.4,2910,16.5,447,2.5,3015,17.1,366,2.1,726,4.1,481,2.7,119,0.7,364,2.1,73,0.4,157,0.9,54,0.3,91,0.5,161,0.9,29,0.2,13,0.1,23,0.1,15,0.1,5,0.0,35,0.2,34,0.2,1,0.0,3,0.0,14,0.1,35,0.2,72,0.4,1165,6.6,129,0.7,13,0.1,34,0.2,13,0.1,110,0.6,27,0.2
AI0505,Abgeordnetenhauswahlkreis,Spandau 5,505,W,47,32131,23186,72.2,8945,27.8,0,0.0,20807,64.8,8084,38.9,8192,39.4,20674,99.4,133,0.6,2897,14.0,6502,31.5,3307,16.0,475,2.3,2524,12.2,389,1.9,1351,6.5,423,2.0,100,0.5,551,2.7,84,0.4,74,0.4,85,0.4,98,0.5,155,0.7,35,0.2,12,0.1,46,0.2,15,0.1,3,0.0,25,0.1,18,0.1,7,0.0,6,0.0,6,0.0,36,0.2,61,0.3,1074,5.2,85,0.4,20,0.1,66,0.3,17,0.1,99,0.5,28,0.1
AI0601,Abgeordnetenhauswahlkreis,Steglitz-Zehlendorf 1,601,W,39,32239,20558,63.8,11681,36.2,0,0.0,22640,70.2,10803,47.7,10980,48.5,22555,99.6,85,0.4,5652,25.1,4572,20.3,3711,16.5,985,4.4,1510,6.7,632,2.8,1395,6.2,381,1.7,218,1.0,1293,5.7,89,0.4,86,0.4,84,0.4,113,0.5,97,0.4,20,0.1,14,0.1,50,0.2,7,0.0,12,0.1,34,0.2,10,0.0,3,0.0,6,0.0,3,0.0,40,0.2,75,0.3,1079,4.8,69,0.3,42,0.2,124,0.5,6,0.0,112,0.5,31,0.1
AI0602,Abgeordnetenhauswahlkreis,Steglitz-Zehlendorf 2,602,W,38,31341,21160,67.5,10181,32.5,0,0.0,20752,66.2,9354,45.1,9499,45.8,20641,99.5,111,0.5,4566,22.1,4353,21.1,3561,17.3,1003,4.9,1665,8.1,522,2.5,1005,4.9,410,2.0,195,0.9,1111,5.4,119,0.6,78,0.4,95,0.5,102,0.5,106,0.5,22,0.1,12,0.1,62,0.3,9,0.0,7,0.0,30,0.1,17,0.1,1,0.0,5,0.0,5,0.0,36,0.2,65,0.3,1072,5.2,94,0.5,41,0.2,102,0.5,8,0.0,124,0.6,38,0.2
AI0603,Abgeordnetenhauswahlkreis,Steglitz-Zehlendorf 3,603,W,41,33928,21077,62.1,12851,37.9,0,0.0,24705,72.8,11868,48.0,12007,48.6,24631,99.7,74,0.3,5304,21.5,6701,27.2,4061,16.5,665,2.7,1712,7.0,470,1.9,1986,8.1,375,1.5,109,0.4,1088,4.4,103,0.4,67,0.3,87,0.4,144,0.6,75,0.3,15,0.1,10,0.0,48,0.2,14,0.1,6,0.0,21,0.1,18,0.1,7,0.0,3,0.0,10,0.0,58,0.2,66,0.3,1102,4.5,46,0.2,25,0.1,85,0.3,11,0.0,113,0.5,26,0.1
AI0604,Abgeordnetenhauswahlkreis,Steglitz-Zehlendorf 4,604,W,34,29263,19378,66.2,9885,33.8,0,0.0,19272,65.9,9098,47.2,9205,47.8,19191,99.6,81,0.4,3402,17.7,5537,28.9,3181,16.6,516,2.7,1748,9.1,408,2.1,1356,7.1,343,1.8,118,0.6,679,3.5,84,0.4,83,0.4,98,0.5,121,0.6,82,0.4,17,0.1,8,0.0,34,0.2,9,0.0,9,0.0,18,0.1,11,0.1,3,0.0,2,0.0,9,0.0,37,0.2,53,0.3,918,4.8,82,0.4,19,0.1,59,0.3,9,0.0,109,0.6,29,0.2
AI0605,Abgeordnetenhauswahlkreis,Steglitz-Zehlendorf 5,605,W,37,30328,21358,70.4,8970,29.6,0,0.0,18771,61.9,8222,43.8,8342,44.4,18653,99.4,118,0.6,2961,15.9,5118,27.4,2953,15.8,638,3.4,2059,11.0,429,2.3,1087,5.8,411,2.2,137,0.7,698,3.7,107,0.6,106,0.6,91,0.5,110,0.6,119,0.6,30,0.2,25,0.1,42,0.2,7,0.0,4,0.0,37,0.2,24,0.1,5,0.0,5,0.0,7,0.0,32,0.2,62,0.3,1014,5.4,94,0.5,25,0.1,57,0.3,8,0.0,122,0.7,29,0.2
AI0606,Abgeordnetenhauswahlkreis,Steglitz-Zehlendorf 6,606,W,38,32246,20161,62.5,12085,37.5,0,0.0,24004,74.4,11232,46.8,11377,47.4,23927,99.7,77,0.3,5446,22.8,6266,26.2,3755,15.7,726,3.0,1578,6.6,431,1.8,2122,8.9,359,1.5,145,0.6,1148,4.8,97,0.4,46,0.2,82,0.3,125,0.5,68,0.3,15,0.1,7,0.0,44,0.2,8,0.0,5,0.0,29,0.1,18,0.1,1,0.0,2,0.0,6,0.0,50,0.2,73,0.3,1013,4.2,36,0.2,23,0.1,80,0.3,8,0.0,99,0.4,16,0.1
AI0607,Abgeordnetenhauswahlkreis,Steglitz-Zehlendorf 7,607,W,38,30351,18759,61.8,11592,38.2,0,0.0,23187,76.4,10679,46.1,10847,46.8,23118,99.7,69,0.3,5021,21.7,6534,28.3,3311,14.3,558,2.4,1599,6.9,389,1.7,2537,11.0,263,1.1,100,0.4,996,4.3,63,0.3,59,0.3,89,0.4,115,0.5,77,0.3,6,0.0,10,0.0,34,0.1,7,0.0,6,0.0,22,0.1,7,0.0,4,0.0,1,0.0,5,0.0,43,0.2,76,0.3,929,4.0,23,0.1,27,0.1,68,0.3,10,0.0,101,0.4,28,0.1
AI0701,Abgeordnetenhauswahlkreis,Tempelhof-Schöneberg 1,701,W,53,34863,23352,67.0,11511,33.0,0,0.0,23051,66.1,10644,46.2,10831,47.0,22977,99.7,74,0.3,7051,30.7,2975,12.9,3388,14.7,1755,7.6,1223,5.3,673,2.9,1116,4.9,338,1.5,526,2.3,1434,6.2,98,0.4,29,0.1,69,0.3,94,0.4,65,0.3,38,0.2,12,0.1,46,0.2,4,0.0,17,0.1,25,0.1,11,0.0,8,0.0,6,0.0,5,0.0,32,0.1,58,0.3,1385,6.0,196,0.9,30,0.1,166,0.7,9,0.0,65,0.3,30,0.1
AI0702,Abgeordnetenhauswahlkreis,Tempelhof-Schöneberg 2,702,W,50,33924,22199,65.4,11725,34.6,0,0.0,23102,68.1,10864,47.0,11073,47.9,23030,99.7,72,0.3,7797,33.9,2369,10.3,3304,14.3,1986,8.6,1032,4.5,805,3.5,872,3.8,386,1.7,460,2.0,1499,6.5,127,0.6,34,0.1,88,0.4,71,0.3,79,0.3,31,0.1,6,0.0,56,0.2,8,0.0,20,0.1,32,0.1,12,0.1,7,0.0,10,0.0,7,0.0,43,0.2,32,0.1,1206,5.2,246,1.1,56,0.2,210,0.9,13,0.1,98,0.4,28,0.1
AI0703,Abgeordnetenhauswahlkreis,Tempelhof-Schöneberg 3,703,W,51,34840,22073,63.4,12767,36.6,0,0.0,25421,73.0,11775,46.3,11959,47.0,25342,99.7,79,0.3,7983,31.5,3832,15.1,4163,16.4,1343,5.3,1258,5.0,700,2.8,1196,4.7,413,1.6,301,1.2,1587,6.3,120,0.5,63,0.2,114,0.4,103,0.4,76,0.3,13,0.1,8,0.0,72,0.3,5,0.0,17,0.1,29,0.1,18,0.1,7,0.0,6,0.0,11,0.0,59,0.2,64,0.3,1256,5.0,129,0.5,48,0.2,163,0.6,18,0.1,131,0.5,36,0.1
AI0704,Abgeordnetenhauswahlkreis,Tempelhof-Schöneberg 4,704,W,50,32989,22388,67.9,10601,32.1,0,0.0,21083,63.9,9830,46.6,9994,47.4,20987,99.5,96,0.5,5030,24.0,3702,17.6,3039,14.5,1625,7.7,1568,7.5,715,3.4,739,3.5,472,2.2,448,2.1,1041,5.0,110,0.5,67,0.3,79,0.4,114,0.5,123,0.6,50,0.2,13,0.1,46,0.2,12,0.1,14,0.1,30,0.1,22,0.1,8,0.0,18,0.1,10,0.0,43,0.2,56,0.3,1201,5.7,214,1.0,59,0.3,144,0.7,13,0.1,127,0.6,35,0.2
AI0705,Abgeordnetenhauswahlkreis,Tempelhof-Schöneberg 5,705,W,47,33280,24141,72.5,9139,27.5,0,0.0,18891,56.8,8385,44.4,8485,44.9,18757,99.3,134,0.7,2469,13.2,4883,26.0,2969,15.8,832,4.4,2305,12.3,498,2.7,815,4.3,399,2.1,266,1.4,786,4.2,105,0.6,98,0.5,85,0.5,100,0.5,154,0.8,28,0.1,14,0.1,42,0.2,9,0.0,9,0.0,33,0.2,33,0.2,12,0.1,9,0.0,11,0.1,34,0.2,90,0.5,1246,6.6,185,1.0,31,0.2,88,0.5,6,0.0,86,0.5,27,0.1
AI0706,Abgeordnetenhauswahlkreis,Tempelhof-Schöneberg 6,706,W,44,32016,23015,71.9,9001,28.1,0,0.0,19107,59.7,8250,43.2,8333,43.6,18945,99.2,162,0.8,2020,10.7,6153,32.5,3114,16.4,504,2.7,2619,13.8,356,1.9,970,5.1,382,2.0,127,0.7,447,2.4,96,0.5,104,0.5,79,0.4,104,0.5,125,0.7,23,0.1,14,0.1,46,0.2,13,0.1,8,0.0,20,0.1,25,0.1,5,0.0,3,0.0,10,0.1,32,0.2,81,0.4,1123,5.9,135,0.7,17,0.1,42,0.2,15,0.1,114,0.6,19,0.1
AI0707,Abgeordnetenhauswahlkreis,Tempelhof-Schöneberg 7,707,W,44,32802,23202,70.7,9600,29.3,0,0.0,20541,62.6,8790,42.8,8911,43.4,20409,99.4,132,0.6,2424,11.9,6835,33.5,3008,14.7,503,2.5,2735,13.4,369,1.8,1155,5.7,419,2.1,132,0.6,501,2.5,84,0.4,131,0.6,80,0.4,119,0.6,146,0.7,13,0.1,10,0.0,37,0.2,10,0.0,4,0.0,47,0.2,20,0.1,7,0.0,1,0.0,11,0.1,22,0.1,107,0.5,1155,5.7,122,0.6,22,0.1,37,0.2,10,0.0,108,0.5,25,0.1
AI0801,Abgeordnetenhauswahlkreis,Neukölln 1,801,W,50,32396,21810,67.3,10586,32.7,0,0.0,20449,63.1,9652,47.2,9832,48.1,20361,99.6,88,0.4,6695,32.9,1122,5.5,1910,9.4,3577,17.6,769,3.8,1170,5.7,327,1.6,328,1.6,1038,5.1,1206,5.9,129,0.6,38,0.2,51,0.3,41,0.2,60,0.3,50,0.2,7,0.0,38,0.2,5,0.0,26,0.1,19,0.1,4,0.0,13,0.1,16,0.1,7,0.0,32,0.2,21,0.1,958,4.7,238,1.2,67,0.3,332,1.6,8,0.0,43,0.2,16,0.1
AI0802,Abgeordnetenhauswahlkreis,Neukölln 2,802,W,47,32804,23139,70.5,9665,29.5,0,0.0,19697,60.0,8718,44.3,8905,45.2,19618,99.6,79,0.4,6352,32.4,998,5.1,1826,9.3,3356,17.1,760,3.9,1040,5.3,312,1.6,348,1.8,1117,5.7,1229,6.3,106,0.5,19,0.1,65,0.3,35,0.2,64,0.3,30,0.2,9,0.0,41,0.2,4,0.0,40,0.2,27,0.1,9,0.0,29,0.1,7,0.0,4,0.0,40,0.2,22,0.1,922,4.7,341,1.7,58,0.3,321,1.6,10,0.1,53,0.3,24,0.1
AI0803,Abgeordnetenhauswahlkreis,Neukölln 3,803,W,48,34089,26002,76.3,8087,23.7,0,0.0,16681,48.9,7142,42.8,7311,43.8,16564,99.3,117,0.7,3569,21.5,2010,12.1,2014,12.2,2204,13.3,1289,7.8,638,3.9,410,2.5,323,2.0,868,5.2,822,5.0,100,0.6,51,0.3,46,0.3,62,0.4,103,0.6,65,0.4,15,0.1,35,0.2,9,0.1,22,0.1,23,0.1,10,0.1,12,0.1,4,0.0,17,0.1,23,0.1,37,0.2,1003,6.1,422,2.5,38,0.2,220,1.3,10,0.1,65,0.4,25,0.2
AI0804,Abgeordnetenhauswahlkreis,Neukölln 4,804,W,47,32971,25195,76.4,7776,23.6,0,0.0,16179,49.1,6852,42.4,6939,42.9,16006,98.9,173,1.1,1155,7.2,4786,29.9,2850,17.8,626,3.9,2550,15.9,299,1.9,577,3.6,344,2.1,247,1.5,279,1.7,72,0.4,101,0.6,40,0.2,76,0.5,116,0.7,64,0.4,14,0.1,25,0.2,10,0.1,2,0.0,16,0.1,19,0.1,4,0.0,1,0.0,8,0.0,30,0.2,54,0.3,1121,7.0,338,2.1,12,0.1,37,0.2,14,0.1,99,0.6,20,0.1
AI0805,Abgeordnetenhauswahlkreis,Neukölln 5,805,W,54,33196,23883,71.9,9313,28.1,0,0.0,18996,57.2,8261,43.5,8372,44.1,18853,99.2,143,0.8,2066,11.0,5467,29.0,3139,16.6,704,3.7,2733,14.5,370,2.0,820,4.3,402,2.1,194,1.0,444,2.4,93,0.5,131,0.7,62,0.3,103,0.5,123,0.7,51,0.3,11,0.1,32,0.2,11,0.1,11,0.1,28,0.1,22,0.1,3,0.0,3,0.0,12,0.1,30,0.2,76,0.4,1195,6.3,283,1.5,12,0.1,51,0.3,18,0.1,132,0.7,21,0.1
AI0806,Abgeordnetenhauswahlkreis,Neukölln 6,806,W,53,33058,24245,73.3,8813,26.7,0,0.0,19136,57.9,7840,41.0,7938,41.5,18981,99.2,155,0.8,1527,8.0,6245,32.9,3023,15.9,571,3.0,3033,16.0,342,1.8,824,4.3,391,2.1,179,0.9,342,1.8,90,0.5,130,0.7,54,0.3,112,0.6,126,0.7,37,0.2,12,0.1,31,0.2,19,0.1,12,0.1,42,0.2,33,0.2,4,0.0,3,0.0,19,0.1,35,0.2,77,0.4,1194,6.3,258,1.4,13,0.1,37,0.2,12,0.1,123,0.6,31,0.2
AI0901,Abgeordnetenhauswahlkreis,Treptow-Köpenick 1,901,O,38,36078,25375,70.3,10703,29.7,0,0.0,22727,63.0,9588,42.2,9867,43.4,22612,99.5,115,0.5,4826,21.3,2210,9.8,2335,10.3,2877,12.7,2547,11.3,1168,5.2,570,2.5,634,2.8,348,1.5,1278,5.7,140,0.6,120,0.5,110,0.5,95,0.4,133,0.6,13,0.1,17,0.1,71,0.3,22,0.1,33,0.1,36,0.2,12,0.1,14,0.1,5,0.0,9,0.0,38,0.2,85,0.4,2325,10.3,52,0.2,54,0.2,235,1.0,18,0.1,145,0.6,37,0.2
AI0902,Abgeordnetenhauswahlkreis,Treptow-Köpenick 2,902,O,36,35853,26269,73.3,9584,26.7,0,0.0,21852,60.9,8618,39.4,8796,40.3,21689,99.3,163,0.7,2796,12.9,2719,12.5,2484,11.5,2068,9.5,3614,16.7,956,4.4,572,2.6,681,3.1,180,0.8,1130,5.2,150,0.7,171,0.8,112,0.5,153,0.7,150,0.7,25,0.1,15,0.1,84,0.4,35,0.2,37,0.2,42,0.2,15,0.1,13,0.1,9,0.0,26,0.1,45,0.2,103,0.5,2787,12.8,43,0.2,58,0.3,147,0.7,24,0.1,202,0.9,43,0.2
AI0903,Abgeordnetenhauswahlkreis,Treptow-Köpenick 3,903,O,37,36484,27251,74.7,9233,25.3,0,0.0,21529,59.0,8295,38.5,8442,39.2,21384,99.3,145,0.7,2117,9.9,3548,16.6,2449,11.5,1346,6.3,4584,21.4,733,3.4,682,3.2,572,2.7,99,0.5,735,3.4,121,0.6,201,0.9,97,0.5,196,0.9,199,0.9,22,0.1,13,0.1,52,0.2,36,0.2,19,0.1,45,0.2,20,0.1,10,0.0,4,0.0,20,0.1,49,0.2,148,0.7,2837,13.3,53,0.2,41,0.2,84,0.4,17,0.1,192,0.9,43,0.2
AI0904,Abgeordnetenhauswahlkreis,Treptow-Köpenick 4,904,O,40,37238,26876,72.2,10362,27.8,0,0.0,23812,63.9,9283,39.0,9486,39.8,23648,99.3,164,0.7,2884,12.2,3833,16.2,2743,11.6,1570,6.6,4220,17.8,819,3.5,834,3.5,625,2.6,117,0.5,876,3.7,126,0.5,197,0.8,94,0.4,181,0.8,134,0.6,15,0.1,27,0.1,76,0.3,35,0.1,30,0.1,38,0.2,21,0.1,12,0.1,10,0.0,15,0.1,48,0.2,134,0.6,3497,14.8,23,0.1,37,0.2,112,0.5,29,0.1,206,0.9,30,0.1
AI0905,Abgeordnetenhauswahlkreis,Treptow-Köpenick 5,905,O,31,30121,22488,74.7,7633,25.3,0,0.0,18481,61.4,6864,37.1,6972,37.7,18335,99.2,146,0.8,1488,8.1,2914,15.9,2224,12.1,1318,7.2,3956,21.6,589,3.2,545,3.0,446,2.4,61,0.3,499,2.7,87,0.5,163,0.9,79,0.4,130,0.7,127,0.7,9,0.0,8,0.0,36,0.2,55,0.3,25,0.1,38,0.2,14,0.1,7,0.0,4,0.0,19,0.1,31,0.2,105,0.6,3080,16.8,9,0.0,26,0.1,68,0.4,13,0.1,142,0.8,20,0.1
AI0906,Abgeordnetenhauswahlkreis,Treptow-Köpenick 6,906,O,35,34257,23956,69.9,10301,30.1,0,0.0,23595,68.9,9363,39.7,9552,40.5,23466,99.5,129,0.5,3047,13.0,3761,16.0,2850,12.1,1818,7.7,3735,15.9,863,3.7,704,3.0,471,2.0,91,0.4,837,3.6,111,0.5,135,0.6,135,0.6,122,0.5,121,0.5,12,0.1,11,0.0,70,0.3,21,0.1,24,0.1,41,0.2,16,0.1,16,0.1,7,0.0,17,0.1,63,0.3,125,0.5,3805,16.2,10,0.0,48,0.2,128,0.5,23,0.1,193,0.8,35,0.1
BI0075,Bundestagswahlkreis,Berlin-Mitte,75,X,303,211498,149728,70.8,61770,29.2,0,0.0,128694,60.8,55663,43.3,57100,44.4,128139,99.6,555,0.4,33511,26.2,14863,11.6,15298,11.9,12831,10.0,8601,6.7,4786,3.7,5947,4.6,2127,1.7,3698,2.9,9134,7.1,761,0.6,260,0.2,434,0.3,456,0.4,448,0.3,269,0.2,81,0.1,397,0.3,62,0.0,194,0.2,135,0.1,80,0.1,65,0.1,54,0.0,28,0.0,210,0.2,299,0.2,9249,7.2,1475,1.2,271,0.2,1353,1.1,84,0.1,514,0.4,164,0.1
BI0076,Bundestagswahlkreis,Berlin-Pankow,76,O,293,240316,157863,65.7,82453,34.3,0,0.0,163303,68.0,75975,46.5,77267,47.3,162646,99.6,657,0.4,37177,22.9,21055,12.9,18429,11.3,13832,8.5,19172,11.8,6922,4.3,5624,3.5,3399,2.1,1623,1.0,9116,5.6,809,0.5,753,0.5,658,0.4,830,0.5,741,0.5,88,0.1,98,0.1,381,0.2,106,0.1,193,0.1,237,0.1,125,0.1,74,0.0,34,0.0,82,0.1,371,0.2,516,0.3,17306,10.6,162,0.1,301,0.2,1202,0.7,124,0.1,876,0.5,230,0.1
BI0077,Bundestagswahlkreis,Berlin-Reinickendorf,77,W,251,176646,129628,73.4,47018,26.6,0,0.0,102867,58.2,42932,41.7,43389,42.2,102172,99.3,695,0.7,14265,14.0,28810,28.2,15862,15.5,3299,3.2,13610,13.3,2306,2.3,5386,5.3,2196,2.1,818,0.8,3274,3.2,540,0.5,533,0.5,405,0.4,653,0.6,689,0.7,149,0.1,81,0.1,216,0.2,88,0.1,33,0.0,156,0.2,108,0.1,38,0.0,34,0.0,54,0.1,213,0.2,382,0.4,5999,5.9,818,0.8,117,0.1,306,0.3,61,0.1,526,0.5,147,0.1
BI0078,Bundestagswahlkreis,Berlin-Spandau – Charlottenburg Nord,78,W,268,180637,138571,76.7,42066,23.3,0,0.0,98495,54.5,37862,38.4,38293,38.9,97666,99.2,829,0.8,12169,12.5,25047,25.6,15936,16.3,3440,3.5,14665,15.0,2437,2.5,4331,4.4,2602,2.7,945,1.0,2732,2.8,518,0.5,632,0.6,428,0.4,546,0.6,800,0.8,224,0.2,72,0.1,230,0.2,90,0.1,38,0.0,183,0.2,124,0.1,40,0.0,25,0.0,67,0.1,202,0.2,371,0.4,6523,6.7,942,1.0,115,0.1,339,0.3,73,0.1,597,0.6,183,0.2
BI0079,Bundestagswahlkreis,Berlin-Steglitz-Zehlendorf,79,W,265,219696,142451,64.8,77245,35.2,0,0.0,153331,69.8,71256,46.5,72257,47.1,152716,99.6,615,0.4,32352,21.2,39081,25.6,24533,16.1,5091,3.3,11871,7.8,3281,2.1,11488,7.5,2542,1.7,1022,0.7,7013,4.6,662,0.4,525,0.3,626,0.4,830,0.5,624,0.4,125,0.1,86,0.1,314,0.2,61,0.0,49,0.0,191,0.1,105,0.1,24,0.0,24,0.0,45,0.0,296,0.2,470,0.3,7127,4.7,444,0.3,202,0.1,575,0.4,60,0.0,780,0.5,197,0.1
