id,district_id,district_name,electoral_district_id,electoral_district_type,electoral_district_berlin_election_id,electoral_district_federal_election_id,eligible_voters,voters,invalid_votes,valid_votes,party_spd,party_spd_percentage,party_cdu,party_cdu_percentage,party_grüne,party_grüne_percentage,party_die_linke,party_die_linke_percentage,party_piraten,party_piraten_percentage,party_npd,party_npd_percentage,party_fdp,party_fdp_percentage,party_afd,party_afd_percentage,others,others_percentage
ID,"Bezirks-
nummer",Bezirksname,Wahlbezirk,Wahl-bezirksart,"Abgeordneten-
hauswahlkreis","Bundestags-
wahlkreis",Wahlberechtigte insgesamt,Wähler,Ungültige Stimmen,Gültige Stimmen,SPD,SPD in Prozent,CDU,CDU in Prozent,GRÜNE,GRÜNE in Prozent,DIE LINKE,DIE LINKE in Prozent,PIRATEN,PIRATEN in Prozent,NPD,NPD in Prozent,FDP,FDP in Prozent,AfD,AfD in Prozent,Sonstige,Sonstige in Prozent
01120,01,Mitte,120,W,1,75,1130,588,7,581,137,23.580034423407916,108,18.588640275387263,135,23.23580034423408,106,18.244406196213426,29,4.991394148020654,8,1.376936316695353,25,4.3029259896729775,22,3.7865748709122204,11,1.8932874354561102
01121,01,Mitte,121,W,1,75,1153,618,8,610,152,24.91803278688525,131,21.475409836065573,130,21.311475409836063,102,16.721311475409838,23,3.7704918032786887,4,0.6557377049180327,31,5.081967213114754,25,4.098360655737705,12,1.9672131147540985
01122,01,Mitte,122,W,1,75,1136,589,9,580,146,25.17241379310345,126,21.72413793103448,131,22.586206896551726,103,17.75862068965517,19,3.2758620689655173,2,0.3448275862068966,27,4.655172413793104,11,1.896551724137931,15,2.586206896551724
01123,01,Mitte,123,W,1,75,1061,534,5,529,122,23.062381852551987,124,23.440453686200378,141,26.65406427221172,70,13.23251417769376,18,3.402646502835539,1,0.1890359168241966,32,6.049149338374291,13,2.4574669187145557,8,1.5122873345935728
011A,01,Mitte,1A,B,1,75,0,1580,15,1565,306,19.552715654952078,491,31.37380191693291,281,17.955271565495206,210,13.418530351437699,74,4.728434504792332,8,0.5111821086261981,117,7.476038338658148,54,3.450479233226837,24,1.5335463258785942
011B,01,Mitte,1B,B,1,75,0,1257,12,1245,238,19.116465863453815,368,29.55823293172691,230,18.473895582329316,206,16.546184738955823,44,3.5341365461847385,5,0.4016064257028112,99,7.951807228915662,40,3.2128514056224895,15,1.2048192771084338
011C,01,Mitte,1C,B,1,75,0,1176,16,1160,246,21.20689655172414,315,27.155172413793103,281,24.224137931034484,155,13.36206896551724,37,3.189655172413793,4,0.3448275862068966,76,6.551724137931035,31,2.6724137931034484,15,1.293103448275862
011D,01,Mitte,1D,B,1,75,0,1465,11,1454,311,21.38927097661623,372,25.584594222833562,388,26.68500687757909,189,12.998624484181567,42,2.8885832187070153,2,0.1375515818431912,100,6.87757909215956,33,2.269601100412655,17,1.1691884456671253
011E,01,Mitte,1E,B,1,75,0,1703,5,1698,357,21.024734982332156,415,24.440518256772673,457,26.914016489988224,188,11.071849234393403,71,4.181389870435806,3,0.17667844522968199,144,8.480565371024735,45,2.65017667844523,18,1.0600706713780919
01200,01,Mitte,200,W,2,75,896,479,5,474,101,21.308016877637133,125,26.371308016877638,32,6.751054852320674,134,28.270042194092827,22,4.641350210970464,2,0.42194092827004215,19,4.008438818565401,30,6.329113924050633,9,1.89873417721519
01201,01,Mitte,201,W,2,75,1212,608,7,601,128,21.29783693843594,180,29.950083194675543,51,8.48585690515807,116,19.30116472545757,19,3.1613976705490847,5,0.8319467554076538,59,9.816971713810316,34,5.657237936772046,9,1.497504159733777
01202,01,Mitte,202,W,2,75,1121,552,6,546,116,21.245421245421245,159,29.120879120879124,32,5.86080586080586,148,27.106227106227106,13,2.380952380952381,1,0.18315018315018314,38,6.95970695970696,34,6.227106227106227,5,0.9157509157509158
