vote_type,address,district_id,district_name,electoral_district_id,electoral_district_type,postal_voting_district_id,electoral_district_berlin_election_id,electoral_district_federal_election_id,berlin_east_west,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,valid_votes,invalid_votes,party_spd,party_cdu,party_grüne,party_die_linke,party_afd,party_fdp,party_die_partei,party_tierschutzpartei,party_piraten,party_graue_panther,party_npd,party_gesundheitsforschung,party_lkr,party_dkp,party_sgp,party_büso,party_menschliche_welt,party_b,party_ödp,party_die_basis,party_bildet_berlin,party_dl,party_deutsche_konservative,party_die_grauen,party_neue_demokraten,party_rep,party_du,party_bündnis21,party_die_frauen,party_freie_wähler,party_klimaliste_berlin,party_ld,party_mieterpartei,party_die_humanisten,party_team_todenhöfer,party_volt
Zweitstimme,02W427,02,Friedrichshain-Kreuzberg,427,W,4AC,4,83,O,1047,740,307,0,344,2,340,4,52,58,87,76,25,7,10,6,1,0,0,0,0,1,1,0,0,3,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,7
Zweitstimme,02B4A,02,Friedrichshain-Kreuzberg,4A,B,4A,4,83,O,0,0,0,0,252,252,250,2,43,54,35,66,17,11,2,6,1,0,0,1,0,4,0,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,1,0,1,2,1,0
Zweitstimme,02B4AA,02,Friedrichshain-Kreuzberg,4AA,B,4AA,4,83,O,0,0,0,0,387,387,387,0,43,46,147,74,13,13,10,7,4,1,0,0,0,2,0,0,0,0,1,2,1,0,0,3,0,0,4,0,0,0,4,0,0,2,0,10
Zweitstimme,02B4AB,02,Friedrichshain-Kreuzberg,4AB,B,4AB,4,83,O,0,0,0,0,397,397,395,2,49,62,141,79,7,17,9,8,1,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,6,0,1,2,2,4
Zweitstimme,02B4AC,02,Friedrichshain-Kreuzberg,4AC,B,4AC,4,83,O,0,0,0,0,267,267,267,0,49,63,81,30,6,10,3,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,10
Zweitstimme,02B4B,02,Friedrichshain-Kreuzberg,4B,B,4B,4,83,O,0,0,0,0,251,251,250,1,48,72,19,77,21,3,2,1,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Zweitstimme,02B4C,02,Friedrichshain-Kreuzberg,4C,B,4C,4,83,O,0,0,0,0,308,308,305,3,70,69,40,70,17,8,4,9,0,1,0,2,0,4,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,2,0,0,1,2,0
Zweitstimme,02B4D,02,Friedrichshain-Kreuzberg,4D,B,4D,4,83,O,0,0,0,0,282,282,282,0,44,67,23,68,33,10,3,11,0,1,0,3,0,0,2,0,0,0,1,2,1,0,0,1,0,0,1,0,0,2,1,0,1,2,1,4
Zweitstimme,02B4E,02,Friedrichshain-Kreuzberg,4E,B,4E,4,83,O,0,0,0,0,303,303,301,2,53,50,86,67,17,7,4,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,6
Zweitstimme,02B4F,02,Friedrichshain-Kreuzberg,4F,B,4F,4,83,O,0,0,0,0,250,250,249,1,37,29,69,55,11,14,6,9,1,3,0,2,0,0,0,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,1,0,1,0,1,4
Zweitstimme,02B4G,02,Friedrichshain-Kreuzberg,4G,B,4G,4,83,O,0,0,0,0,203,203,203,0,31,25,54,45,13,5,4,8,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,0,2,0,1,0,0,6
Zweitstimme,02B4H,02,Friedrichshain-Kreuzberg,4H,B,4H,4,83,O,0,0,0,0,285,285,285,0,51,51,77,40,9,26,7,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,7
Zweitstimme,02B4J,02,Friedrichshain-Kreuzberg,4J,B,4J,4,83,O,0,0,0,0,331,331,327,4,74,67,73,54,17,10,5,9,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,3,0,2,0,0,2
Zweitstimme,02B4K,02,Friedrichshain-Kreuzberg,4K,B,4K,4,83,O,0,0,0,0,407,407,407,0,73,75,159,29,9,24,9,8,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,4,8
Zweitstimme,02B4L,02,Friedrichshain-Kreuzberg,4L,B,4L,4,83,O,0,0,0,0,322,322,320,2,62,62,55,80,23,13,2,6,1,4,0,0,0,1,1,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,2,0,1,2
Zweitstimme,02B4M,02,Friedrichshain-Kreuzberg,4M,B,4M,4,83,O,0,0,0,0,362,362,360,2,61,46,102,95,20,9,6,8,1,1,0,2,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3
Zweitstimme,02B4N,02,Friedrichshain-Kreuzberg,4N,B,4N,4,83,O,0,0,0,0,280,280,280,0,52,43,74,69,7,7,7,6,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,5
Zweitstimme,02B4P,02,Friedrichshain-Kreuzberg,4P,B,4P,4,83,O,0,0,0,0,319,319,318,1,46,39,124,47,12,18,6,9,1,0,0,0,0,2,0,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,1,1,1,5
Zweitstimme,02B4Q,02,Friedrichshain-Kreuzberg,4Q,B,4Q,4,83,O,0,0,0,0,322,322,320,1,59,45,84,66,16,12,12,8,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,2,2,0,0,0,1,5
Zweitstimme,02B4R,02,Friedrichshain-Kreuzberg,4R,B,4R,4,83,O,0,0,0,0,396,396,395,1,76,73,73,90,21,9,9,8,4,2,1,1,0,3,0,1,0,0,0,5,1,0,0,1,0,0,1,2,0,1,1,0,0,0,3,9
Zweitstimme,02B4S,02,Friedrichshain-Kreuzberg,4S,B,4S,4,83,O,0,0,0,0,273,273,269,4,39,49,78,52,16,10,4,6,0,1,0,0,0,4,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,4
Zweitstimme,02B4T,02,Friedrichshain-Kreuzberg,4T,B,4T,4,83,O,0,0,0,0,290,290,289,1,75,55,26,93,18,6,2,6,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,1
Zweitstimme,02B4U,02,Friedrichshain-Kreuzberg,4U,B,4U,4,83,O,0,0,0,0,334,334,334,0,55,80,54,89,18,11,4,9,0,3,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,4
Zweitstimme,02B4V,02,Friedrichshain-Kreuzberg,4V,B,4V,4,83,O,0,0,0,0,171,171,171,0,36,34,30,33,13,9,2,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4
Zweitstimme,02B4W,02,Friedrichshain-Kreuzberg,4W,B,4W,4,83,O,0,0,0,0,213,213,209,4,45,51,26,44,10,15,4,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
Zweitstimme,02B4X,02,Friedrichshain-Kreuzberg,4X,B,4X,4,83,O,0,0,0,0,214,214,213,1,26,42,63,30,8,19,2,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2,0,1,9
Zweitstimme,02B4Y,02,Friedrichshain-Kreuzberg,4Y,B,4Y,4,83,O,0,0,0,0,249,249,248,1,37,61,34,56,21,12,3,10,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,1,5
Zweitstimme,02B4Z,02,Friedrichshain-Kreuzberg,4Z,B,4Z,4,83,O,0,0,0,0,251,251,251,0,50,36,54,60,12,16,5,5,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,2
Zweitstimme,02W501,02,Friedrichshain-Kreuzberg,501,W,5A,5,83,O,922,629,293,0,357,10,355,2,47,43,120,71,24,5,12,9,3,1,0,1,0,2,0,0,0,1,0,4,0,0,0,1,0,0,1,1,0,1,4,0,1,0,0,3
Zweitstimme,02W502,02,Friedrichshain-Kreuzberg,502,W,5B,5,83,O,1270,837,433,0,435,11,433,2,61,62,129,103,30,5,7,10,1,1,0,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,0,3,0,0,0,2,11
Zweitstimme,02W503,02,Friedrichshain-Kreuzberg,503,W,5C,5,83,O,1218,854,364,0,418,12,416,1,51,40,116,101,40,17,13,19,3,0,1,2,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2
Zweitstimme,02W504,02,Friedrichshain-Kreuzberg,504,W,5D,5,83,O,1059,701,358,0,413,4,409,4,61,49,112,102,21,11,19,14,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,7
Zweitstimme,02W505,02,Friedrichshain-Kreuzberg,505,W,5E,5,83,O,1236,783,453,0,514,8,513,0,101,55,180,85,20,18,16,13,2,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,1,0,1,2,0,2,2,1,7
Zweitstimme,02W506,02,Friedrichshain-Kreuzberg,506,W,5F,5,83,O,1123,775,348,0,438,2,434,4,58,38,137,102,26,14,14,13,5,1,0,2,0,0,1,0,0,1,0,7,0,0,0,0,0,0,5,1,0,0,2,0,0,1,2,4
Zweitstimme,02W507,02,Friedrichshain-Kreuzberg,507,W,5G,5,83,O,1206,733,473,0,383,14,381,2,52,35,129,89,23,10,15,9,0,2,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,2,2,4
Zweitstimme,02W508,02,Friedrichshain-Kreuzberg,508,W,5H,5,83,O,1261,876,385,0,407,6,403,4,71,40,106,89,39,12,6,9,1,1,0,1,0,2,0,0,0,0,0,3,0,0,0,5,0,0,0,1,0,1,4,0,1,1,0,10
Zweitstimme,02W509,02,Friedrichshain-Kreuzberg,509,W,5J,5,83,O,1009,695,314,0,427,4,425,0,58,48,140,97,21,10,17,10,2,1,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,3,0,0,1,3,0,2,1,0,4
Zweitstimme,02W510,02,Friedrichshain-Kreuzberg,510,W,5K,5,83,O,930,641,289,0,284,2,284,0,46,28,91,65,10,9,13,5,0,0,1,1,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4
Zweitstimme,02W511,02,Friedrichshain-Kreuzberg,511,W,5L,5,83,O,792,508,284,0,284,7,283,1,47,29,107,49,4,6,10,7,4,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,4,0,1,1,0,8
Zweitstimme,02W512,02,Friedrichshain-Kreuzberg,512,W,5L,5,83,O,934,644,290,0,415,2,414,1,45,41,119,116,26,14,14,14,3,0,0,1,0,1,0,1,0,0,1,2,0,0,0,3,0,0,1,0,0,0,0,0,2,2,0,8
Zweitstimme,02W513,02,Friedrichshain-Kreuzberg,513,W,5M,5,83,O,1200,755,445,0,488,8,486,2,73,26,181,121,17,13,19,11,0,2,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,5,0,0,0,3,0,1,0,2,7
Zweitstimme,02W514,02,Friedrichshain-Kreuzberg,514,W,5N,5,83,O,968,655,313,0,383,2,379,4,54,40,130,89,13,7,12,9,5,1,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,0,1,1,0,0,4,0,2,1,0,2
Zweitstimme,02W515,02,Friedrichshain-Kreuzberg,515,W,5P,5,83,O,1025,656,369,0,359,6,358,1,39,34,128,86,10,13,14,12,2,0,0,1,0,2,1,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,3,0,1,3,0,4
Zweitstimme,02W516,02,Friedrichshain-Kreuzberg,516,W,5Q,5,83,O,987,632,355,0,343,9,341,2,45,44,99,88,20,14,6,6,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,2,0,1,0,2,6
Zweitstimme,02W517,02,Friedrichshain-Kreuzberg,517,W,5R,5,83,O,1233,775,458,0,466,12,465,1,44,44,154,115,18,15,15,12,4,1,0,1,0,1,1,0,0,2,1,2,0,0,0,1,0,0,5,0,0,0,3,0,2,2,2,20
Zweitstimme,02W518,02,Friedrichshain-Kreuzberg,518,W,5S,5,83,O,1194,726,468,0,367,6,366,1,35,41,117,96,16,15,10,9,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,3,0,4,3,2,8
Zweitstimme,02W519,02,Friedrichshain-Kreuzberg,519,W,5T,5,83,O,1017,631,386,0,396,2,394,1,56,46,133,88,18,14,7,8,1,1,0,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,1,9,0,0,0,0,4
Zweitstimme,02W520,02,Friedrichshain-Kreuzberg,520,W,5U,5,83,O,1211,818,393,0,497,10,496,1,61,57,146,122,26,17,15,16,4,1,1,0,0,0,0,0,0,3,0,4,1,0,0,0,0,0,0,0,0,1,3,0,2,1,3,12
Zweitstimme,02W521,02,Friedrichshain-Kreuzberg,521,W,5V,5,83,O,1027,665,362,0,388,7,384,1,50,44,137,78,24,14,7,5,4,0,0,2,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,1,1,0,2,2,0,6
Zweitstimme,02W522,02,Friedrichshain-Kreuzberg,522,W,5W,5,83,O,1180,827,353,0,401,2,401,0,40,34,127,114,24,10,16,17,2,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,2,0,0,1,2,0,2,0,1,4
Zweitstimme,02W523,02,Friedrichshain-Kreuzberg,523,W,5X,5,83,O,1044,755,289,0,408,4,405,3,63,36,122,97,24,7,13,10,1,1,0,0,0,3,0,0,0,1,0,4,0,0,0,4,0,0,6,0,0,0,3,0,3,1,2,4
Zweitstimme,02W524,02,Friedrichshain-Kreuzberg,524,W,5Y,5,83,O,1029,698,331,0,360,4,360,0,60,45,96,78,32,7,14,5,0,2,0,1,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,0,1,1,3,7
Zweitstimme,02W525,02,Friedrichshain-Kreuzberg,525,W,5Z,5,83,O,990,689,301,0,405,4,402,2,35,53,130,92,17,13,15,16,3,1,1,2,0,4,0,0,0,0,0,3,0,0,0,1,0,0,1,0,0,1,3,0,3,0,1,7
Zweitstimme,02W526,02,Friedrichshain-Kreuzberg,526,W,5AA,5,83,O,1160,800,360,0,494,5,490,4,60,55,178,110,10,21,17,15,3,0,1,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,2,1,0,0,5,0,1,0,0,6
Zweitstimme,02B5A,02,Friedrichshain-Kreuzberg,5A,B,5A,5,83,O,0,0,0,0,283,283,281,1,34,22,119,53,7,11,9,9,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,3,2,0,3
Zweitstimme,02B5AA,02,Friedrichshain-Kreuzberg,5AA,B,5AA,5,83,O,0,0,0,0,323,323,320,3,43,38,127,66,3,16,6,4,0,2,0,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,2,0,2,1,0,5
Zweitstimme,02B5B,02,Friedrichshain-Kreuzberg,5B,B,5B,5,83,O,0,0,0,0,386,386,386,0,65,45,132,59,18,14,7,14,3,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,3,0,0,1,4,0,2,2,2,10
Zweitstimme,02B5C,02,Friedrichshain-Kreuzberg,5C,B,5C,5,83,O,0,0,0,0,320,320,316,4,37,34,116,67,12,8,11,9,2,1,0,0,0,1,0,0,0,2,0,0,2,0,0,3,0,0,0,0,0,0,2,0,2,0,2,5
Zweitstimme,02B5D,02,Friedrichshain-Kreuzberg,5D,B,5D,5,83,O,0,0,0,0,318,318,318,0,56,40,106,50,7,14,11,5,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,4,0,0,5,0,0,1,5,0,2,2,0,5
Zweitstimme,02B5E,02,Friedrichshain-Kreuzberg,5E,B,5E,5,83,O,0,0,0,0,411,411,410,1,61,55,154,78,6,17,10,5,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,8,0,1,1,0,7
Zweitstimme,02B5F,02,Friedrichshain-Kreuzberg,5F,B,5F,5,83,O,0,0,0,0,309,309,308,1,55,39,106,69,9,5,5,5,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,6
Zweitstimme,02B5G,02,Friedrichshain-Kreuzberg,5G,B,5G,5,83,O,0,0,0,0,416,416,415,1,61,46,151,70,12,23,8,18,4,0,0,2,0,0,1,0,0,1,0,4,0,0,0,0,0,0,1,1,0,0,2,0,1,1,1,7
Zweitstimme,02B5H,02,Friedrichshain-Kreuzberg,5H,B,5H,5,83,O,0,0,0,0,339,339,338,0,73,42,82,84,12,8,7,11,2,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,7
Zweitstimme,02B5J,02,Friedrichshain-Kreuzberg,5J,B,5J,5,83,O,0,0,0,0,281,281,281,0,41,23,104,48,10,7,13,13,5,1,0,1,1,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,3,0,3,0,0,3
Zweitstimme,02B5K,02,Friedrichshain-Kreuzberg,5K,B,5K,5,83,O,0,0,0,0,259,259,258,1,44,26,83,50,11,12,4,8,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2,0,1,6
Zweitstimme,02B5L,02,Friedrichshain-Kreuzberg,5L,B,5L,5,83,O,0,0,0,0,530,530,527,3,64,70,211,97,13,20,11,8,1,1,0,1,0,2,0,0,0,2,0,2,1,0,0,2,0,0,0,0,0,0,2,0,4,1,0,14
Zweitstimme,02B5M,02,Friedrichshain-Kreuzberg,5M,B,5M,5,83,O,0,0,0,0,390,390,388,2,62,43,144,76,6,13,10,5,2,1,1,1,0,0,0,0,0,4,0,3,1,0,0,0,0,0,1,0,0,0,4,0,4,1,0,6
Zweitstimme,02B5N,02,Friedrichshain-Kreuzberg,5N,B,5N,5,83,O,0,0,0,0,279,279,278,1,27,32,102,66,5,9,5,9,3,1,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,8,0,1,0,1,4
Zweitstimme,02B5P,02,Friedrichshain-Kreuzberg,5P,B,5P,5,83,O,0,0,0,0,341,341,339,1,30,29,144,72,2,11,11,10,4,0,0,0,0,0,1,0,0,1,1,3,0,0,0,1,0,0,3,0,0,1,5,0,3,1,0,6
Zweitstimme,02B5Q,02,Friedrichshain-Kreuzberg,5Q,B,5Q,5,83,O,0,0,0,0,317,317,317,0,34,51,119,58,17,12,6,4,1,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,6
Zweitstimme,02B5R,02,Friedrichshain-Kreuzberg,5R,B,5R,5,83,O,0,0,0,0,406,406,406,0,50,42,154,86,5,18,14,13,2,0,0,1,0,1,0,0,0,1,1,2,1,0,0,1,0,0,2,0,0,0,3,0,2,5,0,2
Zweitstimme,02B5S,02,Friedrichshain-Kreuzberg,5S,B,5S,5,83,O,0,0,0,0,420,420,418,1,48,56,154,80,16,16,11,14,2,1,1,1,0,2,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,2,0,1,2,0,6
Zweitstimme,02B5T,02,Friedrichshain-Kreuzberg,5T,B,5T,5,83,O,0,0,0,0,353,353,353,0,39,44,139,70,5,24,6,9,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,1,0,0,1,0,0,1,3,0,0,1,0,4
Zweitstimme,02B5U,02,Friedrichshain-Kreuzberg,5U,B,5U,5,83,O,0,0,0,0,350,350,348,2,36,44,120,91,10,5,10,11,1,4,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,1,0,1,2,0,1,0,1,6
Zweitstimme,02B5V,02,Friedrichshain-Kreuzberg,5V,B,5V,5,83,O,0,0,0,0,313,313,311,2,46,35,112,58,10,21,8,7,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,6
Zweitstimme,02B5W,02,Friedrichshain-Kreuzberg,5W,B,5W,5,83,O,0,0,0,0,323,323,323,0,38,34,123,61,15,7,15,11,2,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,2,0,0,0,1,0,3,1,1,4
Zweitstimme,02B5X,02,Friedrichshain-Kreuzberg,5X,B,5X,5,83,O,0,0,0,0,270,270,269,1,37,42,75,62,10,9,7,4,1,2,0,0,0,0,1,0,0,1,3,2,0,0,0,1,0,0,2,0,0,0,2,0,1,1,1,5
Zweitstimme,02B5Y,02,Friedrichshain-Kreuzberg,5Y,B,5Y,5,83,O,0,0,0,0,298,298,297,1,39,40,96,73,10,11,6,7,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,1,1,2,2
Zweitstimme,02B5Z,02,Friedrichshain-Kreuzberg,5Z,B,5Z,5,83,O,0,0,0,0,273,273,272,1,31,34,96,60,3,12,13,8,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7
Zweitstimme,02W601,02,Friedrichshain-Kreuzberg,601,W,6A,6,83,O,1306,842,464,0,560,14,559,0,101,143,159,36,19,56,8,17,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,2,0,2,1,1,6
Zweitstimme,02W602,02,Friedrichshain-Kreuzberg,602,W,6B,6,83,O,884,566,318,0,411,0,408,3,85,101,98,54,18,27,5,10,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,1,0,1,1,0,0,1,0,0
Zweitstimme,02W603,02,Friedrichshain-Kreuzberg,603,W,6C,6,83,O,1097,711,386,0,437,13,435,1,57,76,178,47,11,17,9,6,1,2,0,2,0,0,0,0,0,0,4,6,0,0,0,1,0,0,1,1,0,0,4,0,0,1,1,10
Zweitstimme,02W604,02,Friedrichshain-Kreuzberg,604,W,6D,6,83,O,1003,729,274,0,318,14,315,3,51,65,60,58,40,6,10,6,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,4,1,2,3
Zweitstimme,02W605,02,Friedrichshain-Kreuzberg,605,W,6E,6,83,O,1217,850,367,0,435,11,434,1,60,39,145,85,31,18,19,9,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,0,0,0,3,0,2,2,1,12
Zweitstimme,02W606,02,Friedrichshain-Kreuzberg,606,W,6F,6,83,O,778,520,258,0,274,10,274,0,28,15,114,60,6,16,14,7,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,4,0,3,0,0,3
Zweitstimme,02W607,02,Friedrichshain-Kreuzberg,607,W,6G,6,83,O,849,539,310,0,408,8,408,0,54,64,174,48,4,18,15,9,2,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,12
Zweitstimme,02W608,02,Friedrichshain-Kreuzberg,608,W,6H,6,83,O,1178,755,423,0,430,10,427,3,52,29,154,97,18,13,16,20,2,1,0,1,0,1,1,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,2,0,1,0,3,6
Zweitstimme,02W609,02,Friedrichshain-Kreuzberg,609,W,6J,6,83,O,1097,693,404,0,410,10,409,0,54,49,140,95,17,14,10,7,2,2,0,0,0,3,0,0,0,2,1,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,7
Zweitstimme,02W610,02,Friedrichshain-Kreuzberg,610,W,6K,6,83,O,1247,852,395,0,567,7,562,5,75,81,151,148,20,19,18,21,1,2,0,1,0,2,0,0,0,0,1,3,0,0,0,0,0,0,3,0,0,0,4,0,0,0,2,10
Zweitstimme,02W611,02,Friedrichshain-Kreuzberg,611,W,6L,6,83,O,952,612,340,0,380,0,380,0,59,28,136,87,17,13,11,10,2,3,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,7
Zweitstimme,02W612,02,Friedrichshain-Kreuzberg,612,W,6M,6,83,O,1037,655,382,0,394,7,387,6,43,41,126,107,9,11,17,8,1,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,6,3,0,8
Zweitstimme,02W613,02,Friedrichshain-Kreuzberg,613,W,6N,6,83,O,1177,696,481,0,420,11,416,3,47,43,168,73,7,30,6,10,2,1,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,0,2,2,0,0,3,0,0,0,1,16
Zweitstimme,02W614,02,Friedrichshain-Kreuzberg,614,W,6P,6,83,O,1193,831,362,0,509,2,501,4,80,62,137,126,18,19,14,14,6,2,0,0,0,1,0,0,0,2,0,4,0,0,0,2,0,0,3,0,0,0,2,0,1,3,1,4
Zweitstimme,02W615,02,Friedrichshain-Kreuzberg,615,W,6Q,6,83,O,733,515,218,0,261,2,260,1,17,30,78,63,23,10,14,6,0,1,0,0,0,2,0,0,0,4,0,2,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,4
Zweitstimme,02W616,02,Friedrichshain-Kreuzberg,616,W,6R,6,83,O,1177,843,334,0,495,3,493,2,52,53,172,113,25,21,17,18,2,0,0,0,0,2,0,0,0,2,0,3,1,0,0,1,0,0,1,0,0,1,1,0,0,2,1,5
Zweitstimme,02W617,02,Friedrichshain-Kreuzberg,617,W,6S,6,83,O,1130,739,391,0,426,6,424,2,47,34,158,116,19,9,8,10,3,1,0,1,0,1,0,0,0,2,1,3,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,5
Zweitstimme,02W618,02,Friedrichshain-Kreuzberg,618,W,6T,6,83,O,968,669,299,0,378,8,375,0,52,34,141,89,11,8,9,11,2,0,0,3,0,2,1,0,0,1,0,1,2,0,0,1,0,0,1,0,0,0,4,0,0,0,0,2
Zweitstimme,02W619,02,Friedrichshain-Kreuzberg,619,W,6U,6,83,O,818,528,290,0,312,14,310,2,28,29,115,74,13,7,15,6,4,0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,6,0,0,0,2,0,0,1,1,2
Zweitstimme,02W620,02,Friedrichshain-Kreuzberg,620,W,6V,6,83,O,1027,650,377,0,355,9,352,2,34,36,123,97,10,14,14,7,1,2,0,1,0,0,1,0,0,2,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,4
Zweitstimme,02W621,02,Friedrichshain-Kreuzberg,621,W,6W,6,83,O,785,531,254,0,282,4,281,1,24,27,94,83,13,13,10,6,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,3,0,1,0,2,1
Zweitstimme,02W622,02,Friedrichshain-Kreuzberg,622,W,6X,6,83,O,993,657,336,0,332,9,328,4,48,36,119,67,12,10,8,7,1,1,0,0,0,0,2,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,3,0,1,3,1,4
Zweitstimme,02W623,02,Friedrichshain-Kreuzberg,623,W,6Y,6,83,O,885,543,342,0,315,6,314,1,51,23,117,78,8,8,5,10,2,0,0,1,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
