address,district_id,district_name,electoral_district_id,electoral_district_type,postal_voting_district_id,berlin_east_west,electoral_district_berlin_election_id,electoral_district_federal_election_id,eligible_voters,voters,invalid_votes,valid_votes,party_cdu,party_cdu_percentage,party_spd,party_spd_percentage,party_die_linke,party_die_linke_percentage,party_grüne,party_grüne_percentage,party_afd,party_afd_percentage,party_fdp,party_fdp_percentage,others,others_percentage
03W111,03,Pankow,111,W,031E,O,1,76,1235,764,6,758,254,33.5,155,20.4,185,24.4,39,5.1,37,4.9,25,3.3,63,8.3
03W112,03,Pankow,112,W,031F,O,1,76,1335,754,12,742,244,32.9,152,20.5,191,25.7,30,4.0,49,6.6,19,2.6,57,7.7
03W113,03,Pankow,113,W,031F,O,1,76,1534,943,17,926,324,35.0,156,16.8,234,25.3,59,6.4,73,7.9,14,1.5,66,7.1
03W114,03,Pankow,114,W,031G,O,1,76,1345,811,9,802,276,34.4,175,21.8,186,23.2,54,6.7,52,6.5,25,3.1,34,4.2
03W115,03,Pankow,115,W,031G,O,1,76,1520,898,9,889,295,33.2,194,21.8,206,23.2,65,7.3,59,6.6,29,3.3,41,4.6
03W116,03,Pankow,116,W,031H,O,1,76,1629,904,17,887,265,29.9,173,19.5,256,28.9,40,4.5,66,7.4,19,2.1,68,7.7
03W117,03,Pankow,117,W,031H,O,1,76,1556,832,20,812,218,26.8,168,20.7,226,27.8,38,4.7,48,5.9,14,1.7,100,12.3
03W118,03,Pankow,118,W,031I,O,1,76,1511,931,17,914,274,30.0,192,21.0,228,24.9,62,6.8,66,7.2,27,3.0,65,7.1
03W119,03,Pankow,119,W,031I,O,1,76,1814,1021,11,1010,329,32.6,187,18.5,271,26.8,43,4.3,79,7.8,23,2.3,78,7.7
03W120,03,Pankow,120,W,031K,O,1,76,1611,890,11,879,287,32.7,171,19.5,216,24.6,59,6.7,76,8.6,25,2.8,45,5.1
03W121,03,Pankow,121,W,031K,O,1,76,1754,975,10,965,309,32.0,205,21.2,220,22.8,56,5.8,77,8.0,25,2.6,73,7.6
03W122,03,Pankow,122,W,031L,O,1,76,1543,924,10,914,310,33.9,204,22.3,199,21.8,63,6.9,68,7.4,20,2.2,50,5.5
03W123,03,Pankow,123,W,031L,O,1,76,1442,886,8,878,290,33.0,163,18.6,212,24.1,42,4.8,72,8.2,30,3.4,69,7.9
03W201,03,Pankow,201,W,032A,O,2,76,655,434,10,424,142,33.5,64,15.1,123,29.0,13,3.1,31,7.3,8,1.9,43,10.1
03W202,03,Pankow,202,W,032A,O,2,76,829,479,7,472,164,34.7,84,17.8,89,18.9,48,10.2,43,9.1,10,2.1,34,7.2
03W203,03,Pankow,203,W,032A,O,2,76,1586,924,12,912,279,30.6,186,20.4,227,24.9,38,4.2,80,8.8,23,2.5,79,8.7
03W204,03,Pankow,204,W,032B,O,2,76,1535,838,13,825,262,31.8,192,23.3,188,22.8,38,4.6,65,7.9,17,2.1,63,7.6
03W205,03,Pankow,205,W,032B,O,2,76,1437,727,8,719,253,35.2,151,21.0,161,22.4,39,5.4,47,6.5,21,2.9,47,6.5
03W206,03,Pankow,206,W,032C,O,2,76,1674,981,6,975,362,37.1,218,22.4,174,17.8,81,8.3,46,4.7,26,2.7,68,7.0
03W207,03,Pankow,207,W,032C,O,2,76,1532,884,15,869,311,35.8,186,21.4,167,19.2,63,7.2,49,5.6,25,2.9,68,7.8
03W208,03,Pankow,208,W,032G,O,2,76,1626,875,16,859,269,31.3,194,22.6,189,22.0,62,7.2,69,8.0,17,2.0,59,6.9
03W209,03,Pankow,209,W,032F,O,2,76,1725,924,20,904,230,25.4,239,26.4,223,24.7,66,7.3,66,7.3,18,2.0,62,6.9
03W210,03,Pankow,210,W,032G,O,2,76,1667,921,10,911,234,25.7,201,22.1,200,22.0,111,12.2,64,7.0,27,3.0,74,8.1
03W211,03,Pankow,211,W,032H,O,2,76,1484,834,8,826,252,30.5,196,23.7,174,21.1,85,10.3,48,5.8,22,2.7,49,5.9
03W212,03,Pankow,212,W,032H,O,2,76,1379,795,9,786,233,29.6,184,23.4,169,21.5,90,11.5,46,5.9,21,2.7,43,5.5
03W213,03,Pankow,213,W,032H,O,2,76,1813,988,14,974,258,26.5,193,19.8,254,26.1,134,13.8,46,4.7,27,2.8,62,6.4
03W214,03,Pankow,214,W,032E,O,2,76,1543,856,13,843,223,26.5,206,24.4,195,23.1,85,10.1,60,7.1,24,2.8,50,5.9
03W215,03,Pankow,215,W,032D,O,2,76,1511,861,9,852,283,33.2,206,24.2,182,21.4,61,7.2,46,5.4,22,2.6,52,6.1
03W216,03,Pankow,216,W,032E,O,2,76,1653,882,10,872,208,23.9,212,24.3,217,24.9,81,9.3,66,7.6,27,3.1,61,7.0
03W217,03,Pankow,217,W,032E,O,2,76,1372,773,5,768,233,30.3,171,22.3,169,22.0,70,9.1,58,7.6,18,2.3,49,6.4
03W218,03,Pankow,218,W,032D,O,2,76,1938,1060,12,1048,311,29.7,253,24.1,235,22.4,79,7.5,71,6.8,32,3.1,67,6.4
03W219,03,Pankow,219,W,032F,O,2,76,1587,930,18,912,306,33.6,214,23.5,203,22.3,51,5.6,59,6.5,17,1.9,62,6.8
03W220,03,Pankow,220,W,032I,O,2,76,1618,912,6,906,211,23.3,190,21.0,220,24.3,136,15.0,52,5.7,24,2.6,73,8.1
03W221,03,Pankow,221,W,032I,O,2,76,1622,892,10,882,265,30.0,206,23.4,192,21.8,93,10.5,50,5.7,24,2.7,52,5.9
03W222,03,Pankow,222,W,032A,O,2,76,989,537,7,530,173,32.6,114,21.5,124,23.4,25,4.7,41,7.7,13,2.5,40,7.5
03W301,03,Pankow,301,W,033A,O,3,76,1702,901,15,886,321,36.2,174,19.6,194,21.9,73,8.2,59,6.7,10,1.1,55,6.2
03W302,03,Pankow,302,W,033A,O,3,76,1693,795,13,782,167,21.4,171,21.9,259,33.1,65,8.3,49,6.3,11,1.4,60,7.7
03W303,03,Pankow,303,W,033B,O,3,76,1718,901,18,883,219,24.8,167,18.9,330,37.4,41,4.6,58,6.6,8,0.9,60,6.8
03W304,03,Pankow,304,W,033B,O,3,76,1662,903,12,891,216,24.2,195,21.9,273,30.6,66,7.4,63,7.1,18,2.0,60,6.7
03W305,03,Pankow,305,W,033C,O,3,76,1479,743,5,738,209,28.3,168,22.8,181,24.5,61,8.3,43,5.8,19,2.6,57,7.7
03W306,03,Pankow,306,W,033C,O,3,76,1552,798,11,787,184,23.4,173,22.0,214,27.2,93,11.8,44,5.6,15,1.9,64,8.1
03W307,03,Pankow,307,W,033D,O,3,76,1482,799,10,789,175,22.2,181,22.9,251,31.8,67,8.5,46,5.8,11,1.4,58,7.4
03W308,03,Pankow,308,W,033D,O,3,76,1413,781,12,769,167,21.7,178,23.1,229,29.8,81,10.5,40,5.2,11,1.4,63,8.2
03W309,03,Pankow,309,W,033E,O,3,76,1494,832,14,818,157,19.2,192,23.5,212,25.9,111,13.6,44,5.4,12,1.5,90,11.0
03W310,03,Pankow,310,W,033E,O,3,76,1618,949,11,938,182,19.4,207,22.1,237,25.3,168,17.9,45,4.8,8,0.9,91,9.7
03W311,03,Pankow,311,W,033F,O,3,76,1059,585,10,575,94,16.3,149,25.9,149,25.9,117,20.3,23,4.0,10,1.7,33,5.7
03W312,03,Pankow,312,W,033I,O,3,76,1608,891,13,878,157,17.9,223,25.4,229,26.1,167,19.0,38,4.3,15,1.7,49,5.6
03W313,03,Pankow,313,W,033G,O,3,76,1495,837,2,835,201,24.1,181,21.7,215,25.7,133,15.9,32,3.8,27,3.2,46,5.5
03W314,03,Pankow,314,W,033G,O,3,76,1527,732,9,723,154,21.3,163,22.5,166,23.0,162,22.4,21,2.9,18,2.5,39,5.4
03W315,03,Pankow,315,W,033H,O,3,76,1449,858,7,851,128,15.0,199,23.4,197,23.1,201,23.6,42,4.9,11,1.3,73,8.6
03W316,03,Pankow,316,W,033H,O,3,76,1645,952,9,943,174,18.5,246,26.1,227,24.1,179,19.0,28,3.0,18,1.9,71,7.5
03W317,03,Pankow,317,W,033H,O,3,76,1471,796,13,783,126,16.1,190,24.3,206,26.3,149,19.0,25,3.2,18,2.3,69,8.8
03W318,03,Pankow,318,W,033I,O,3,76,1547,825,11,814,152,18.7,188,23.1,216,26.5,130,16.0,32,3.9,20,2.5,76,9.3
03W319,03,Pankow,319,W,033F,O,3,76,1775,922,16,906,224,24.7,187,20.6,290,32.0,69,7.6,55,6.1,9,1.0,72,7.9
03W320,03,Pankow,320,W,033G,O,3,76,1515,822,8,814,176,21.6,191,23.5,210,25.8,142,17.4,32,3.9,20,2.5,43,5.3
03W321,03,Pankow,321,W,033I,O,3,76,1642,880,10,870,196,22.5,200,23.0,261,30.0,107,12.3,34,3.9,11,1.3,61,7.0
03W401,03,Pankow,401,W,034A,O,4,76,1934,1018,15,1003,218,21.7,226,22.5,321,32.0,65,6.5,63,6.3,20,2.0,90,9.0
03W402,03,Pankow,402,W,034A,O,4,76,1798,958,20,938,244,26.0,181,19.3,301,32.1,60,6.4,58,6.2,20,2.1,74,7.9
03W403,03,Pankow,403,W,034B,O,4,76,1830,993,12,981,227,23.1,211,21.5,301,30.7,101,10.3,50,5.1,20,2.0,71,7.2
03W404,03,Pankow,404,W,034C,O,4,76,1334,639,10,629,144,22.9,126,20.0,157,25.0,112,17.8,28,4.5,13,2.1,49,7.8
03W405,03,Pankow,405,W,034C,O,4,76,1693,884,29,855,228,26.7,181,21.2,231,27.0,61,7.1,60,7.0,19,2.2,75,8.8
03W406,03,Pankow,406,W,034D,O,4,76,1780,961,16,945,262,27.7,213,22.5,276,29.2,54,5.7,57,6.0,13,1.4,70,7.4
03W407,03,Pankow,407,W,034D,O,4,76,1715,880,14,866,165,19.1,205,23.7,300,34.6,42,4.8,50,5.8,9,1.0,95,11.0
03W408,03,Pankow,408,W,034E,O,4,76,1867,942,16,926,234,25.3,210,22.7,291,31.4,34,3.7,67,7.2,10,1.1,80,8.6
03W409,03,Pankow,409,W,034E,O,4,76,1325,635,15,620,184,29.7,128,20.6,176,28.4,31,5.0,49,7.9,7,1.1,45,7.3
03W410,03,Pankow,410,W,034F,O,4,76,1429,754,18,736,160,21.7,136,18.5,217,29.5,56,7.6,45,6.1,7,1.0,115,15.6
03W411,03,Pankow,411,W,034G,O,4,76,1727,910,17,893,286,32.0,166,18.6,237,26.5,53,5.9,73,8.2,15,1.7,63,7.1
03W412,03,Pankow,412,W,034G,O,4,76,1720,830,9,821,277,33.7,148,18.0,189,23.0,64,7.8,58,7.1,18,2.2,67,8.2
03W413,03,Pankow,413,W,034H,O,4,76,1529,819,8,811,233,28.7,173,21.3,212,26.1,48,5.9,60,7.4,21,2.6,64,7.9
03W414,03,Pankow,414,W,034H,O,4,76,2143,1215,17,1198,459,38.3,198,16.5,241,20.1,83,6.9,99,8.3,27,2.3,91,7.6
03W415,03,Pankow,415,W,034I,O,4,76,1239,617,18,599,213,35.6,121,20.2,142,23.7,29,4.8,31,5.2,13,2.2,50,8.3
03W416,03,Pankow,416,W,034B,O,4,76,1783,939,15,924,252,27.3,209,22.6,237,25.6,83,9.0,52,5.6,20,2.2,71,7.7
03W417,03,Pankow,417,W,034F,O,4,76,1835,925,20,905,256,28.3,213,23.5,251,27.7,34,3.8,70,7.7,12,1.3,69,7.6
03W418,03,Pankow,418,W,034I,O,4,76,951,490,12,478,170,35.6,93,19.5,110,23.0,26,5.4,29,6.1,11,2.3,39,8.2
03W501,03,Pankow,501,W,035A,O,5,76,1745,990,11,979,211,21.6,202,20.6,360,36.8,81,8.3,53,5.4,8,0.8,64,6.5
03W502,03,Pankow,502,W,035A,O,5,76,1334,714,15,699,127,18.2,168,24.0,188,26.9,92,13.2,50,7.2,12,1.7,62,8.9
03W503,03,Pankow,503,W,035B,O,5,76,1638,939,14,925,175,18.9,211,22.8,262,28.3,119,12.9,51,5.5,10,1.1,97,10.5
03W504,03,Pankow,504,W,035C,O,5,76,1430,748,6,742,118,15.9,171,23.0,175,23.6,168,22.6,29,3.9,17,2.3,64,8.6
03W505,03,Pankow,505,W,035D,O,5,76,1320,600,3,597,124,20.8,160,26.8,154,25.8,75,12.6,21,3.5,4,0.7,59,9.9
03W506,03,Pankow,506,W,035E,O,5,76,1474,744,9,735,151,20.5,150,20.4,230,31.3,72,9.8,42,5.7,11,1.5,79,10.7
03W507,03,Pankow,507,W,035E,O,5,76,1583,893,19,874,188,21.5,197,22.5,317,36.3,52,5.9,49,5.6,8,0.9,63,7.2
03W508,03,Pankow,508,W,035C,O,5,76,1540,842,12,830,150,18.1,190,22.9,260,31.3,96,11.6,51,6.1,10,1.2,73,8.8
03W509,03,Pankow,509,W,035F,O,5,76,1564,808,18,790,182,23.0,161,20.4,245,31.0,63,8.0,55,7.0,14,1.8,70,8.9
03W510,03,Pankow,510,W,035F,O,5,76,1487,771,11,760,150,19.7,166,21.8,225,29.6,79,10.4,50,6.6,12,1.6,78,10.3
03W511,03,Pankow,511,W,035G,O,5,76,1603,877,9,868,170,19.6,206,23.7,246,28.3,114,13.1,39,4.5,9,1.0,84,9.7
03W512,03,Pankow,512,W,035G,O,5,76,1655,828,14,814,175,21.5,176,21.6,252,31.0,80,9.8,40,4.9,7,0.9,84,10.3
03W513,03,Pankow,513,W,035H,O,5,76,1763,911,20,891,186,20.9,173,19.4,290,32.5,90,10.1,68,7.6,9,1.0,75,8.4
03W514,03,Pankow,514,W,035I,O,5,76,1641,796,13,783,184,23.5,139,17.8,246,31.4,55,7.0,39,5.0,13,1.7,107,13.7
03W515,03,Pankow,515,W,035I,O,5,76,1145,675,11,664,203,30.6,113,17.0,184,27.7,39,5.9,54,8.1,16,2.4,55,8.3
03W516,03,Pankow,516,W,035K,O,5,76,1819,1014,15,999,321,32.1,227,22.7,235,23.5,50,5.0,71,7.1,27,2.7,68,6.8
03W517,03,Pankow,517,W,035K,O,5,76,1278,794,11,783,224,28.6,164,20.9,208,26.6,45,5.7,69,8.8,11,1.4,62,7.9
03W518,03,Pankow,518,W,035H,O,5,76,1469,780,18,762,150,19.7,132,17.3,232,30.4,101,13.3,44,5.8,17,2.2,86,11.3
03W519,03,Pankow,519,W,035B,O,5,76,1405,732,11,721,109,15.1,166,23.0,194,26.9,128,17.8,26,3.6,12,1.7,86,11.9
03W520,03,Pankow,520,W,035D,O,5,76,1551,800,10,790,130,16.5,169,21.4,199,25.2,152,19.2,25,3.2,24,3.0,91,11.5
03W600,03,Pankow,600,W,036A,O,6,76,1603,845,15,830,125,15.1,201,24.2,217,26.1,155,18.7,34,4.1,11,1.3,87,10.5
03W601,03,Pankow,601,W,036A,O,6,76,1615,867,10,857,125,14.6,214,25.0,232,27.1,146,17.0,35,4.1,15,1.8,90,10.5
03W602,03,Pankow,602,W,036B,O,6,76,1713,956,13,943,133,14.1,231,24.5,227,24.1,207,22.0,32,3.4,26,2.8,87,9.2
03W603,03,Pankow,603,W,036B,O,6,76,1293,725,8,717,107,14.9,166,23.2,174,24.3,165,23.0,25,3.5,16,2.2,64,8.9
03W604,03,Pankow,604,W,036C,O,6,76,1555,846,12,834,130,15.6,189,22.7,210,25.2,183,21.9,33,4.0,17,2.0,72,8.6
03W605,03,Pankow,605,W,036C,O,6,76,1424,817,14,803,106,13.2,201,25.0,188,23.4,182,22.7,22,2.7,17,2.1,87,10.8
03W606,03,Pankow,606,W,036D,O,6,76,1648,925,12,913,143,15.7,205,22.5,223,24.4,231,25.3,30,3.3,15,1.6,66,7.2
03W607,03,Pankow,607,W,036D,O,6,76,1611,913,19,894,118,13.2,205,22.9,204,22.8,262,29.3,19,2.1,20,2.2,66,7.4
03W608,03,Pankow,608,W,036E,O,6,76,1674,955,12,943,142,15.1,214,22.7,188,19.9,266,28.2,35,3.7,29,3.1,69,7.3
03W609,03,Pankow,609,W,036E,O,6,76,1674,924,7,917,132,14.4,207,22.6,209,22.8,226,24.6,29,3.2,26,2.8,88,9.6
03W610,03,Pankow,610,W,036F,O,6,76,1653,930,13,917,117,12.8,231,25.2,221,24.1,230,25.1,30,3.3,20,2.2,68,7.4
03W611,03,Pankow,611,W,036F,O,6,76,1576,812,9,803,110,13.7,201,25.0,159,19.8,207,25.8,32,4.0,16,2.0,78,9.7
03W612,03,Pankow,612,W,036G,O,6,76,1591,893,11,882,131,14.9,229,26.0,168,19.0,222,25.2,28,3.2,32,3.6,72,8.2
03W613,03,Pankow,613,W,036G,O,6,76,1563,832,8,824,103,12.5,216,26.2,160,19.4,221,26.8,21,2.5,29,3.5,74,9.0
03W614,03,Pankow,614,W,036H,O,6,76,1794,980,11,969,129,13.3,218,22.5,222,22.9,250,25.8,42,4.3,23,2.4,85,8.8
03W615,03,Pankow,615,W,036H,O,6,76,968,508,1,507,57,11.2,140,27.6,109,21.5,127,25.0,10,2.0,18,3.6,46,9.1
03W616,03,Pankow,616,W,036H,O,6,76,852,488,6,482,62,12.9,110,22.8,121,25.1,135,28.0,9,1.9,7,1.5,38,7.9
03W617,03,Pankow,617,W,036I,O,6,76,1642,952,6,946,131,13.8,206,21.8,200,21.1,267,28.2,21,2.2,34,3.6,87,9.2
03W618,03,Pankow,618,W,036I,O,6,76,1753,949,9,940,156,16.6,228,24.3,175,18.6,255,27.1,17,1.8,39,4.1,70,7.4
03W619,03,Pankow,619,W,036K,O,6,76,1546,824,12,812,102,12.6,189,23.3,168,20.7,232,28.6,24,3.0,19,2.3,78,9.6
03W620,03,Pankow,620,W,036K,O,6,76,1777,954,5,949,132,13.9,226,23.8,227,23.9,251,26.4,21,2.2,31,3.3,61,6.4
03W701,03,Pankow,701,W,037A,O,7,76,1546,827,22,805,222,27.6,181,22.5,192,23.9,63,7.8,49,6.1,18,2.2,80,9.9
03W702,03,Pankow,702,W,037A,O,7,76,1316,747,13,734,180,24.5,177,24.1,176,24.0,73,9.9,35,4.8,21,2.9,72,9.8
03W703,03,Pankow,703,W,037B,O,7,76,1674,838,9,829,182,22.0,155,18.7,235,28.3,75,9.0,51,6.2,18,2.2,113,13.6
03W704,03,Pankow,704,W,037B,O,7,76,1358,684,10,674,142,21.1,139,20.6,206,30.6,52,7.7,48,7.1,13,1.9,74,11.0
03W705,03,Pankow,705,W,037I,O,7,76,1683,881,14,867,184,21.2,167,19.3,236,27.2,116,13.4,43,5.0,23,2.7,98,11.3
03W706,03,Pankow,706,W,037C,O,7,83,1680,791,26,765,161,21.0,172,22.5,242,31.6,65,8.5,43,5.6,11,1.4,71,9.3
03W707,03,Pankow,707,W,037D,O,7,83,1888,940,18,922,203,22.0,191,20.7,230,24.9,145,15.7,36,3.9,13,1.4,104,11.3
03W708,03,Pankow,708,W,037D,O,7,83,1650,872,16,856,149,17.4,206,24.1,218,25.5,125,14.6,39,4.6,15,1.8,104,12.1
03W709,03,Pankow,709,W,037E,O,7,83,1733,970,11,959,137,14.3,194,20.2,319,33.3,118,12.3,38,4.0,22,2.3,131,13.7
03W710,03,Pankow,710,W,037E,O,7,83,1799,972,21,951,200,21.0,235,24.7,301,31.7,87,9.1,38,4.0,11,1.2,79,8.3
03W711,03,Pankow,711,W,037C,O,7,83,1650,886,10,876,206,23.5,200,22.8,249,28.4,96,11.0,37,4.2,12,1.4,76,8.7
03W712,03,Pankow,712,W,037F,O,7,76,1622,841,7,834,124,14.9,181,21.7,270,32.4,127,15.2,37,4.4,14,1.7,81,9.7
03W713,03,Pankow,713,W,037F,O,7,76,1648,925,7,918,161,17.5,236,25.7,169,18.4,220,24.0,31,3.4,33,3.6,68,7.4
03W714,03,Pankow,714,W,037G,O,7,76,1309,688,11,677,106,15.7,157,23.2,170,25.1,137,20.2,28,4.1,20,3.0,59,8.7
03W715,03,Pankow,715,W,037H,O,7,76,1730,887,16,871,143,16.4,196,22.5,253,29.0,160,18.4,33,3.8,13,1.5,73,8.4
03W716,03,Pankow,716,W,037G,O,7,76,1519,855,11,844,153,18.1,194,23.0,196,23.2,168,19.9,35,4.1,25,3.0,73,8.6
03W717,03,Pankow,717,W,037G,O,7,76,1448,741,9,732,130,17.8,166,22.7,153,20.9,155,21.2,28,3.8,23,3.1,77,10.5
03W718,03,Pankow,718,W,037A,O,7,76,1115,618,3,615,144,23.4,108,17.6,162,26.3,78,12.7,41,6.7,17,2.8,65,10.6
03W719,03,Pankow,719,W,037I,O,7,76,1380,697,15,682,126,18.5,146,21.4,175,25.7,93,13.6,30,4.4,15,2.2,97,14.2
03W720,03,Pankow,720,W,037H,O,7,76,1523,875,16,859,168,19.6,203,23.6,194,22.6,181,21.1,26,3.0,15,1.7,72,8.4
03W801,03,Pankow,801,W,038A,O,8,83,1926,976,18,958,201,21.0,198,20.7,356,37.2,55,5.7,56,5.8,19,2.0,73,7.6
03W802,03,Pankow,802,W,038A,O,8,83,1586,909,8,901,136,15.1,216,24.0,222,24.6,198,22.0,26,2.9,14,1.6,89,9.9
03W803,03,Pankow,803,W,038B,O,8,83,1459,781,7,774,129,16.7,200,25.8,168,21.7,169,21.8,25,3.2,24,3.1,59,7.6
03W804,03,Pankow,804,W,038B,O,8,83,1488,894,13,881,129,14.6,216,24.5,192,21.8,217,24.6,28,3.2,24,2.7,75,8.5
03W805,03,Pankow,805,W,038C,O,8,83,1759,1005,7,998,161,16.1,248,24.8,217,21.7,249,24.9,14,1.4,23,2.3,86,8.6
03W806,03,Pankow,806,W,038C,O,8,83,1752,967,9,958,163,17.0,244,25.5,200,20.9,222,23.2,21,2.2,35,3.7,73,7.6
03W807,03,Pankow,807,W,038D,O,8,83,1506,830,3,827,149,18.0,205,24.8,156,18.9,212,25.6,23,2.8,31,3.7,51,6.2
03W808,03,Pankow,808,W,038D,O,8,83,1816,946,15,931,188,20.2,223,24.0,272,29.2,110,11.8,36,3.9,27,2.9,75,8.1
03W809,03,Pankow,809,W,038E,O,8,76,1631,933,9,924,147,15.9,229,24.8,177,19.2,253,27.4,26,2.8,29,3.1,63,6.8
03W810,03,Pankow,810,W,038E,O,8,76,1561,863,8,855,136,15.9,193,22.6,215,25.1,184,21.5,15,1.8,43,5.0,69,8.1
03W811,03,Pankow,811,W,038F,O,8,76,1483,818,7,811,126,15.5,186,22.9,189,23.3,196,24.2,18,2.2,33,4.1,63,7.8
03W812,03,Pankow,812,W,038F,O,8,76,1695,974,8,966,172,17.8,239,24.7,200,20.7,232,24.0,23,2.4,45,4.7,55,5.7
03W813,03,Pankow,813,W,038G,O,8,76,1549,841,2,839,156,18.6,191,22.8,199,23.7,192,22.9,14,1.7,38,4.5,49,5.8
03W814,03,Pankow,814,W,038G,O,8,76,1480,824,10,814,121,14.9,194,23.8,175,21.5,209,25.7,14,1.7,33,4.1,68,8.4
03W815,03,Pankow,815,W,038H,O,8,76,1572,907,7,900,144,16.0,196,21.8,174,19.3,264,29.3,20,2.2,33,3.7,69,7.7
03W816,03,Pankow,816,W,038H,O,8,76,1531,862,11,851,149,17.5,193,22.7,207,24.3,193,22.7,15,1.8,28,3.3,66,7.8
03W817,03,Pankow,817,W,038I,O,8,76,1310,676,4,672,93,13.8,162,24.1,125,18.6,181,26.9,15,2.2,30,4.5,66,9.8
03W818,03,Pankow,818,W,038I,O,8,76,1301,656,4,652,129,19.8,144,22.1,145,22.2,157,24.1,15,2.3,26,4.0,36,5.5
03W819,03,Pankow,819,W,038I,O,8,76,1041,553,4,549,80,14.6,144,26.2,101,18.4,158,28.8,14,2.6,9,1.6,43,7.8
03W901,03,Pankow,901,W,039A,O,9,76,1635,949,13,936,169,18.1,219,23.4,257,27.5,141,15.1,45,4.8,12,1.3,93,9.9
03W902,03,Pankow,902,W,039A,O,9,76,1619,966,14,952,219,23.0,212,22.3,319,33.5,61,6.4,59,6.2,10,1.1,72,7.6
03W903,03,Pankow,903,W,039B,O,9,76,1560,935,9,926,181,19.5,185,20.0,225,24.3,167,18.0,41,4.4,26,2.8,101,10.9
03W904,03,Pankow,904,W,039B,O,9,76,1567,928,14,914,179,19.6,226,24.7,237,25.9,122,13.3,57,6.2,21,2.3,72,7.9
03W905,03,Pankow,905,W,039K,O,9,83,1472,765,11,754,205,27.2,187,24.8,237,31.4,27,3.6,43,5.7,10,1.3,45,6.0
03W906,03,Pankow,906,W,039C,O,9,83,1212,629,13,616,147,23.9,122,19.8,231,37.5,21,3.4,32,5.2,5,0.8,58,9.4
03W907,03,Pankow,907,W,039C,O,9,83,1243,673,21,652,142,21.8,135,20.7,250,38.3,30,4.6,29,4.4,6,0.9,60,9.2
03W908,03,Pankow,908,W,039D,O,9,83,1661,784,17,767,204,26.6,173,22.6,267,34.8,32,4.2,32,4.2,6,0.8,53,6.9
03W909,03,Pankow,909,W,039D,O,9,83,1081,608,3,605,179,29.6,125,20.7,179,29.6,48,7.9,22,3.6,12,2.0,40,6.6
03W910,03,Pankow,910,W,039D,O,9,83,1329,596,15,581,116,20.0,126,21.7,242,41.7,26,4.5,21,3.6,6,1.0,44,7.6
03W911,03,Pankow,911,W,039E,O,9,83,1530,766,12,754,142,18.8,165,21.9,234,31.0,87,11.5,34,4.5,17,2.3,75,9.9
03W912,03,Pankow,912,W,039E,O,9,83,1383,753,8,745,130,17.4,169,22.7,242,32.5,83,11.1,33,4.4,15,2.0,73,9.8
03W913,03,Pankow,913,W,039F,O,9,83,1639,911,12,899,172,19.1,205,22.8,276,30.7,118,13.1,31,3.4,11,1.2,86,9.6
03W914,03,Pankow,914,W,039G,O,9,83,1031,537,3,534,71,13.3,129,24.2,136,25.5,98,18.4,23,4.3,5,0.9,72,13.5
03W915,03,Pankow,915,W,039H,O,9,83,1998,1060,21,1039,165,15.9,259,24.9,291,28.0,161,15.5,44,4.2,21,2.0,98,9.4
03W916,03,Pankow,916,W,039H,O,9,83,1582,861,6,855,138,16.1,209,24.4,174,20.4,230,26.9,19,2.2,31,3.6,54,6.3
03W917,03,Pankow,917,W,039I,O,9,83,1565,941,9,932,148,15.9,225,24.1,203,21.8,256,27.5,26,2.8,35,3.8,39,4.2
03W918,03,Pankow,918,W,039I,O,9,83,1500,864,8,856,147,17.2,207,24.2,185,21.6,203,23.7,24,2.8,30,3.5,60,7.0
03W919,03,Pankow,919,W,039I,O,9,83,1697,975,6,969,187,19.3,269,27.8,187,19.3,194,20.0,17,1.8,46,4.7,69,7.1
03W920,03,Pankow,920,W,039C,O,9,83,1194,602,9,593,127,21.4,132,22.3,227,38.3,12,2.0,40,6.7,8,1.3,47,7.9
03W921,03,Pankow,921,W,039F,O,9,83,1292,655,18,637,109,17.1,169,26.5,193,30.3,41,6.4,43,6.8,9,1.4,73,11.5
03W922,03,Pankow,922,W,039E,O,9,83,1268,772,7,765,232,30.3,195,25.5,121,15.8,116,15.2,22,2.9,42,5.5,37,4.8
03W923,03,Pankow,923,W,039K,O,9,83,657,273,8,265,79,29.8,78,29.4,86,32.5,8,3.0,4,1.5,3,1.1,7,2.6
03W924,03,Pankow,924,W,039G,O,9,83,1889,1065,14,1051,175,16.7,250,23.8,265,25.2,196,18.6,27,2.6,29,2.8,109,10.4
04B1A,04,Charlottenburg-Wilmersdorf,1A,B,041A,W,1,78,0,741,12,729,301,41.3,188,25.8,62,8.5,62,8.5,22,3.0,26,3.6,68,9.3
04B1B,04,Charlottenburg-Wilmersdorf,1B,B,041B,W,1,78,0,743,19,724,306,42.3,187,25.8,47,6.5,62,8.6,27,3.7,29,4.0,66,9.1
04B1C,04,Charlottenburg-Wilmersdorf,1C,B,041C,W,1,78,0,733,15,718,264,36.8,198,27.6,59,8.2,77,10.7,28,3.9,27,3.8,65,9.1
04B1D,04,Charlottenburg-Wilmersdorf,1D,B,041D,W,1,78,0,962,10,952,286,30.0,222,23.3,92,9.7,202,21.2,30,3.2,48,5.0,72,7.6
04B1E,04,Charlottenburg-Wilmersdorf,1E,B,041E,W,1,78,0,926,6,920,268,29.1,219,23.8,90,9.8,198,21.5,32,3.5,43,4.7,70,7.6
