address,vote_type,district_id,district_name,electoral_district_id,electoral_district_type,postal_voting_district_id,electoral_district_berlin_election_id,electoral_district_federal_election_id,berlin_east_west,eligible_voters,eligible_voters_a1,eligible_voters_a2,eligible_voters_a3,voters,voters_b1,valid_votes,invalid_votes,party_spd,party_grüne,party_cdu,party_die_linke,party_afd,party_fdp,party_tierschutzpartei,party_die_partei,party_team_todenhöfer,party_freie_wähler,party_volt,party_mlpd,party_büso,party_sgp,party_bündnis_deutschland,party_bsw,party_mera25,party_pdf,aufn
02W601,Zweitstimme,02,Friedrichshain-Kreuzberg,601,W,026A,6,82,O,1296,745,551,0,647,22,643,4,73,175,135,86,63,62,3,3,0,2,9,0,0,0,2,30,0,0,
02W602,Zweitstimme,02,Friedrichshain-Kreuzberg,602,W,026B,6,82,O,894,558,336,0,517,19,517,0,65,137,86,96,61,27,3,3,0,1,6,0,0,0,0,30,0,2,
02W603,Zweitstimme,02,Friedrichshain-Kreuzberg,603,W,026B,6,82,O,1247,735,512,0,581,11,579,2,72,182,66,146,33,24,5,4,0,1,6,0,0,0,0,39,1,0,
02W604,Zweitstimme,02,Friedrichshain-Kreuzberg,604,W,026C,6,82,O,1060,736,324,0,557,16,553,4,69,93,56,142,106,19,7,6,1,3,5,0,0,0,2,44,0,0,
02W605,Zweitstimme,02,Friedrichshain-Kreuzberg,605,W,026D,6,82,O,1223,747,476,0,603,11,602,1,60,142,35,213,57,24,9,7,0,2,8,0,0,0,1,40,3,1,
02W606,Zweitstimme,02,Friedrichshain-Kreuzberg,606,W,026D,6,82,O,795,461,334,0,387,9,386,1,33,112,19,149,25,14,5,5,0,0,5,2,0,0,0,16,1,0,
02W607,Zweitstimme,02,Friedrichshain-Kreuzberg,607,W,026E,6,82,O,865,517,348,0,490,12,490,0,62,193,72,90,15,27,2,3,0,1,7,0,0,0,1,16,0,1,
02W608,Zweitstimme,02,Friedrichshain-Kreuzberg,608,W,026E,6,82,O,1153,670,483,0,563,11,563,0,53,147,42,216,22,16,3,12,1,1,10,1,0,0,0,36,1,2,
02W609,Zweitstimme,02,Friedrichshain-Kreuzberg,609,W,026F,6,82,O,1125,625,500,0,526,9,525,1,70,147,52,165,38,13,2,6,0,1,7,0,0,0,1,23,0,0,
02W610,Zweitstimme,02,Friedrichshain-Kreuzberg,610,W,026F,6,82,O,1273,794,479,0,688,10,686,2,84,136,55,276,62,12,6,7,0,0,8,0,0,0,1,38,0,1,
02W611,Zweitstimme,02,Friedrichshain-Kreuzberg,611,W,026G,6,82,O,938,515,423,0,448,13,443,5,43,130,28,162,26,16,2,4,0,0,6,0,0,0,0,23,2,1,
02W612,Zweitstimme,02,Friedrichshain-Kreuzberg,612,W,026H,6,82,O,1024,573,451,0,501,6,497,4,51,141,38,184,30,13,6,6,1,0,5,1,0,0,0,19,1,1,
02W613,Zweitstimme,02,Friedrichshain-Kreuzberg,613,W,026J,6,82,O,1183,635,548,0,569,20,566,3,76,193,48,160,28,24,2,3,1,3,11,1,0,0,0,14,2,0,
02W614,Zweitstimme,02,Friedrichshain-Kreuzberg,614,W,026K,6,82,O,1194,759,435,0,646,8,646,0,79,145,63,232,50,13,7,4,0,2,4,0,0,0,1,45,0,1,
02W615,Zweitstimme,02,Friedrichshain-Kreuzberg,615,W,026K,6,82,O,726,441,285,0,351,0,350,1,42,64,23,132,48,8,1,8,1,0,4,0,0,0,2,16,1,0,
02W616,Zweitstimme,02,Friedrichshain-Kreuzberg,616,W,026L,6,82,O,1205,780,425,0,629,11,626,3,57,164,36,231,66,21,8,8,0,1,1,0,0,0,0,31,2,0,
02W617,Zweitstimme,02,Friedrichshain-Kreuzberg,617,W,026L,6,82,O,1113,632,481,0,522,2,519,3,54,125,28,209,41,15,7,8,1,3,6,0,0,0,0,21,0,1,
02W618,Zweitstimme,02,Friedrichshain-Kreuzberg,618,W,026H,6,82,O,980,591,389,0,480,5,477,3,60,107,29,199,31,9,5,5,0,0,8,1,0,0,0,20,3,0,
02W619,Zweitstimme,02,Friedrichshain-Kreuzberg,619,W,026G,6,82,O,801,442,359,0,360,13,359,1,48,90,24,134,29,5,0,3,1,0,6,0,0,0,2,15,1,1,
02W620,Zweitstimme,02,Friedrichshain-Kreuzberg,620,W,026M,6,82,O,1049,515,534,0,415,10,414,1,46,113,24,167,22,10,2,6,0,1,1,0,0,0,0,22,0,0,
02W621,Zweitstimme,02,Friedrichshain-Kreuzberg,621,W,026M,6,82,O,782,405,377,0,315,5,314,1,26,82,22,115,28,6,4,3,0,0,5,0,0,0,1,22,0,0,
02W622,Zweitstimme,02,Friedrichshain-Kreuzberg,622,W,026N,6,82,O,1002,539,463,0,417,11,415,2,60,106,24,131,42,17,3,1,1,1,8,0,0,1,0,14,4,2,
02W623,Zweitstimme,02,Friedrichshain-Kreuzberg,623,W,026N,6,82,O,874,453,421,0,372,7,371,1,49,109,21,141,18,5,1,3,0,0,4,0,0,0,1,18,1,0,
02W624,Zweitstimme,02,Friedrichshain-Kreuzberg,624,W,026P,6,82,O,876,446,430,0,372,10,372,0,31,111,31,139,22,6,3,8,0,1,4,0,0,0,1,14,1,0,
02W625,Zweitstimme,02,Friedrichshain-Kreuzberg,625,W,026P,6,82,O,696,382,314,0,339,17,339,0,35,101,18,124,31,8,1,5,0,0,4,1,0,0,0,11,0,0,
02W626,Zweitstimme,02,Friedrichshain-Kreuzberg,626,W,026Q,6,82,O,1008,553,455,0,465,9,465,0,44,141,39,170,35,15,0,3,0,1,2,0,0,0,0,15,0,0,
02W627,Zweitstimme,02,Friedrichshain-Kreuzberg,627,W,026Q,6,82,O,812,540,272,0,462,13,458,4,55,103,44,171,42,8,3,5,0,0,6,0,1,0,0,20,0,0,
02W628,Zweitstimme,02,Friedrichshain-Kreuzberg,628,W,026C,6,82,O,923,528,395,0,451,10,448,3,69,133,50,130,23,13,3,1,0,1,8,0,0,0,1,16,0,0,
02B6A,Zweitstimme,02,Friedrichshain-Kreuzberg,6A,B,026A,6,82,O,0,0,0,0,491,491,491,0,48,149,125,64,37,28,5,4,0,0,15,0,0,0,0,15,0,1,
02B6B,Zweitstimme,02,Friedrichshain-Kreuzberg,6B,B,026B,6,82,O,0,0,0,0,783,783,783,0,101,241,124,171,44,32,8,6,1,1,14,1,1,0,3,35,0,0,
02B6C,Zweitstimme,02,Friedrichshain-Kreuzberg,6C,B,026C,6,82,O,0,0,0,0,643,643,643,0,85,196,73,171,20,33,5,7,0,2,9,1,0,0,2,37,0,2,
02B6D,Zweitstimme,02,Friedrichshain-Kreuzberg,6D,B,026D,6,82,O,0,0,0,0,723,723,723,0,86,233,58,229,32,8,6,8,0,0,18,0,0,0,2,36,6,1,
02B6E,Zweitstimme,02,Friedrichshain-Kreuzberg,6E,B,026E,6,82,O,0,0,0,0,768,768,767,1,79,316,79,201,17,28,4,8,0,0,8,0,0,0,1,22,1,3,
02B6F,Zweitstimme,02,Friedrichshain-Kreuzberg,6F,B,026F,6,82,O,0,0,0,0,909,909,908,1,93,286,91,293,48,13,10,10,0,1,14,0,0,1,1,45,0,2,
02B6G,Zweitstimme,02,Friedrichshain-Kreuzberg,6G,B,026G,6,82,O,0,0,0,0,712,712,710,2,90,247,49,240,18,16,2,5,0,4,11,0,0,0,1,23,4,0,
02B6H,Zweitstimme,02,Friedrichshain-Kreuzberg,6H,B,026H,6,82,O,0,0,0,0,782,782,782,0,80,272,41,272,31,15,4,8,1,2,14,0,0,0,1,39,1,1,
02B6J,Zweitstimme,02,Friedrichshain-Kreuzberg,6J,B,026J,6,82,O,0,0,0,0,499,499,499,0,74,167,57,140,10,19,2,4,0,1,5,0,0,0,1,15,2,2,
02B6K,Zweitstimme,02,Friedrichshain-Kreuzberg,6K,B,026K,6,82,O,0,0,0,0,668,668,668,0,69,211,49,239,26,24,8,8,0,2,9,0,0,1,1,16,4,1,
02B6L,Zweitstimme,02,Friedrichshain-Kreuzberg,6L,B,026L,6,82,O,0,0,0,0,835,835,835,0,109,267,59,285,27,16,8,13,1,1,17,0,0,0,0,29,1,2,
02B6M,Zweitstimme,02,Friedrichshain-Kreuzberg,6M,B,026M,6,82,O,0,0,0,0,841,841,839,2,86,245,63,327,26,22,9,12,1,0,16,0,0,0,1,29,2,0,
02B6N,Zweitstimme,02,Friedrichshain-Kreuzberg,6N,B,026N,6,82,O,0,0,0,0,803,803,802,1,91,264,51,276,27,20,8,8,0,1,17,0,0,0,0,37,1,1,
02B6P,Zweitstimme,02,Friedrichshain-Kreuzberg,6P,B,026P,6,82,O,0,0,0,0,675,675,675,0,87,224,39,238,16,25,5,10,0,1,8,0,0,0,0,21,1,0,
02B6Q,Zweitstimme,02,Friedrichshain-Kreuzberg,6Q,B,026Q,6,82,O,0,0,0,0,676,676,675,1,89,202,46,231,34,23,9,6,0,3,9,0,0,0,1,20,1,1,
03W100,Zweitstimme,03,Pankow,100,W,031A,1,75,O,1393,903,490,0,674,9,669,5,83,118,95,129,127,25,12,7,1,3,8,0,0,1,1,57,0,2,
03W101,Zweitstimme,03,Pankow,101,W,031B,1,75,O,1204,804,400,0,606,9,602,4,59,78,92,107,169,15,17,2,1,5,4,0,0,0,2,51,0,0,
03W102,Zweitstimme,03,Pankow,102,W,031B,1,75,O,970,562,408,0,461,2,460,1,47,66,86,66,102,21,5,2,0,2,2,1,1,0,1,57,0,1,
03W103,Zweitstimme,03,Pankow,103,W,031C,1,75,O,1141,874,267,0,504,4,502,2,67,37,73,84,155,16,9,1,0,1,3,1,2,0,1,52,0,0,
03W104,Zweitstimme,03,Pankow,104,W,031C,1,75,O,1411,947,464,0,579,3,575,4,62,23,65,89,227,8,21,1,3,5,4,0,0,1,3,62,0,1,
03W105,Zweitstimme,03,Pankow,105,W,031D,1,75,O,1027,756,271,0,563,3,560,3,79,23,91,104,166,8,10,1,0,2,0,0,0,0,1,75,0,0,
03W106,Zweitstimme,03,Pankow,106,W,031E,1,75,O,1267,1040,227,0,605,0,600,5,50,20,54,103,257,7,20,3,0,8,3,3,0,2,2,66,0,2,
03W107,Zweitstimme,03,Pankow,107,W,031E,1,75,O,853,680,173,0,472,3,469,3,65,16,48,76,190,12,15,1,1,3,2,0,0,1,2,36,0,1,
03W108,Zweitstimme,03,Pankow,108,W,031F,1,75,O,1293,1019,274,0,677,5,667,10,107,25,79,87,256,15,12,6,1,4,4,0,0,0,1,68,0,2,
03W109,Zweitstimme,03,Pankow,109,W,031F,1,75,O,1469,996,473,0,804,3,796,8,81,42,135,109,301,23,10,4,2,3,6,1,0,0,1,76,0,2,
03W110,Zweitstimme,03,Pankow,110,W,031G,1,75,O,1401,1047,354,0,790,4,786,4,88,51,108,136,268,25,28,7,2,7,8,1,0,0,1,55,1,0,
03W111,Zweitstimme,03,Pankow,111,W,031G,1,75,O,1375,908,467,0,740,7,739,1,97,64,136,108,214,25,14,3,1,4,2,0,0,0,2,69,0,0,
03W112,Zweitstimme,03,Pankow,112,W,031H,1,75,O,1170,794,376,0,588,6,584,4,73,52,94,72,188,37,12,5,2,3,6,0,0,0,0,39,1,0,
03W113,Zweitstimme,03,Pankow,113,W,031I,1,75,O,1505,914,591,0,728,5,720,8,73,66,130,122,214,21,9,7,2,1,4,0,1,0,2,66,0,2,
03W114,Zweitstimme,03,Pankow,114,W,031H,1,75,O,988,587,401,0,498,5,497,1,66,51,101,64,143,17,4,2,0,0,1,0,1,0,3,43,0,1,
03W115,Zweitstimme,03,Pankow,115,W,031K,1,75,O,1130,702,428,0,588,3,582,6,80,68,120,93,127,26,6,2,1,7,5,0,0,0,0,47,0,0,
03W116,Zweitstimme,03,Pankow,116,W,031L,1,75,O,1365,946,419,0,723,10,716,7,76,56,108,121,245,14,19,5,1,5,4,0,0,0,1,59,1,1,
03W117,Zweitstimme,03,Pankow,117,W,031L,1,75,O,1348,984,364,0,728,17,721,7,59,64,97,100,280,16,18,10,1,2,6,0,1,0,1,65,0,1,
03W118,Zweitstimme,03,Pankow,118,W,031M,1,75,O,1361,737,624,0,601,4,596,5,72,69,112,87,163,31,9,4,0,2,4,0,0,1,0,42,0,0,
03W119,Zweitstimme,03,Pankow,119,W,031N,1,75,O,1407,915,492,0,701,14,697,4,75,47,117,115,240,29,8,3,1,1,4,0,1,0,2,53,0,1,
03W120,Zweitstimme,03,Pankow,120,W,031R,1,75,O,1196,778,418,0,641,6,638,3,69,83,112,71,182,29,12,2,1,1,7,0,2,0,0,65,1,1,
03W121,Zweitstimme,03,Pankow,121,W,031R,1,75,O,1252,778,474,0,653,8,650,3,68,91,140,80,172,26,5,2,0,0,12,1,0,0,3,50,0,0,
03W122,Zweitstimme,03,Pankow,122,W,031P,1,75,O,1306,724,582,0,614,6,610,4,61,47,130,88,164,26,8,3,0,1,3,0,0,0,1,77,0,1,
03W123,Zweitstimme,03,Pankow,123,W,031N,1,75,O,1289,873,416,0,734,1,726,8,66,64,148,96,204,39,12,1,1,4,3,0,0,0,3,84,0,1,
03W124,Zweitstimme,03,Pankow,124,W,031K,1,75,O,1072,671,401,0,585,6,581,4,60,67,111,94,128,27,7,6,1,2,3,0,1,0,1,71,0,2,
03W125,Zweitstimme,03,Pankow,125,W,031Q,1,75,O,1275,803,472,0,694,7,689,5,73,56,124,87,238,16,10,2,1,4,5,0,1,0,2,65,0,5,
03W126,Zweitstimme,03,Pankow,126,W,031Q,1,75,O,1126,716,410,0,538,6,531,7,62,40,99,63,165,27,8,2,0,1,5,1,0,0,0,58,0,0,
03W127,Zweitstimme,03,Pankow,127,W,031D,1,75,O,746,561,185,0,330,4,328,2,32,19,34,52,132,8,11,3,0,0,2,0,0,1,1,32,0,1,
03B1A,Zweitstimme,03,Pankow,1A,B,031A,1,75,O,0,0,0,0,469,469,468,1,70,88,102,62,60,11,5,3,0,3,11,0,1,0,0,49,0,3,
03B1B,Zweitstimme,03,Pankow,1B,B,031B,1,75,O,0,0,0,0,751,751,749,2,109,98,155,134,108,23,23,5,0,4,9,0,2,0,1,76,0,2,
03B1C,Zweitstimme,03,Pankow,1C,B,031C,1,75,O,0,0,0,0,658,658,654,4,111,51,123,122,121,8,21,7,3,5,5,1,0,0,2,73,0,1,
03B1D,Zweitstimme,03,Pankow,1D,B,031D,1,75,O,0,0,0,0,427,427,426,1,77,19,80,82,77,6,8,2,2,0,7,0,1,0,3,57,0,5,
03B1E,Zweitstimme,03,Pankow,1E,B,031E,1,75,O,0,0,0,0,362,362,357,5,60,12,50,57,100,3,9,2,1,5,6,0,0,1,1,50,0,0,
03B1F,Zweitstimme,03,Pankow,1F,B,031F,1,75,O,0,0,0,0,695,695,693,2,110,55,141,104,140,21,22,1,5,4,5,0,1,0,2,78,1,3,
03B1G,Zweitstimme,03,Pankow,1G,B,031G,1,75,O,0,0,0,0,775,775,774,1,116,77,166,125,136,24,16,10,1,2,9,1,0,0,1,85,3,2,
03B1H,Zweitstimme,03,Pankow,1H,B,031H,1,75,O,0,0,0,0,724,724,723,1,119,90,177,96,103,25,12,3,0,5,11,0,0,1,3,76,1,1,
03B1I,Zweitstimme,03,Pankow,1I,B,031I,1,75,O,0,0,0,0,574,574,570,4,62,56,167,87,97,20,14,1,0,2,4,0,0,0,1,58,0,1,
03B1K,Zweitstimme,03,Pankow,1K,B,031K,1,75,O,0,0,0,0,787,787,785,2,88,108,221,110,102,33,15,9,2,4,4,0,0,0,1,83,0,5,
03B1L,Zweitstimme,03,Pankow,1L,B,031L,1,75,O,0,0,0,0,714,714,709,5,79,63,132,117,159,14,26,10,1,15,16,1,1,0,5,64,1,5,
03B1M,Zweitstimme,03,Pankow,1M,B,031M,1,75,O,0,0,0,0,598,598,595,3,78,97,140,81,78,33,7,5,2,3,4,0,0,0,2,64,0,1,
03B1N,Zweitstimme,03,Pankow,1N,B,031N,1,75,O,0,0,0,0,842,842,841,1,98,82,237,132,145,27,15,10,2,8,10,1,0,0,4,69,0,1,
03B1P,Zweitstimme,03,Pankow,1P,B,031P,1,75,O,0,0,0,0,558,558,556,2,84,66,144,86,78,23,5,6,1,1,10,0,1,0,1,49,0,1,
03B1Q,Zweitstimme,03,Pankow,1Q,B,031Q,1,75,O,0,0,0,0,825,825,818,7,112,106,217,112,115,31,20,3,1,11,10,0,2,0,0,76,1,1,
03B1R,Zweitstimme,03,Pankow,1R,B,031R,1,75,O,0,0,0,0,842,842,840,2,120,117,221,121,101,33,19,7,4,7,19,0,0,0,3,64,1,3,
03W200,Zweitstimme,03,Pankow,200,W,032A,2,75,O,1367,785,582,0,666,16,662,4,88,85,148,81,172,25,9,5,1,4,2,0,0,0,0,41,0,1,
03W201,Zweitstimme,03,Pankow,201,W,032C,2,75,O,632,524,108,0,440,3,436,4,41,17,80,46,196,22,3,1,0,0,0,0,0,0,1,29,0,0,
03W202,Zweitstimme,03,Pankow,202,W,032C,2,75,O,862,626,236,0,517,9,515,2,43,61,96,64,179,22,16,2,1,3,2,0,0,0,0,25,0,1,
03W203,Zweitstimme,03,Pankow,203,W,032C,2,75,O,1328,910,418,0,692,11,688,4,69,41,114,89,245,20,15,8,2,4,3,0,0,0,0,78,0,0,
03W204,Zweitstimme,03,Pankow,204,W,032D,2,75,O,1169,749,420,0,566,10,559,7,54,27,98,76,193,15,16,5,1,4,4,0,1,0,1,59,1,4,
03W205,Zweitstimme,03,Pankow,205,W,032E,2,75,O,1440,896,544,0,691,2,681,10,77,62,118,74,226,27,6,6,1,5,8,0,1,0,1,66,0,3,
03W206,Zweitstimme,03,Pankow,206,W,032B,2,75,O,1456,886,570,0,684,8,682,2,90,74,145,73,192,33,5,4,0,3,2,0,1,0,1,57,0,2,
03W207,Zweitstimme,03,Pankow,207,W,032F,2,75,O,1199,827,372,0,668,4,665,3,84,73,92,113,197,24,12,4,1,3,6,0,0,0,2,53,0,1,
03W208,Zweitstimme,03,Pankow,208,W,032H,2,75,O,1057,648,409,0,482,0,480,2,63,43,88,94,134,10,5,5,1,1,2,0,0,0,0,34,0,0,
03W209,Zweitstimme,03,Pankow,209,W,032I,2,75,O,1141,764,377,0,574,8,568,6,74,90,71,101,126,25,7,5,1,1,4,1,0,0,0,59,1,2,
03W210,Zweitstimme,03,Pankow,210,W,032K,2,75,O,1211,752,459,0,627,8,624,3,74,94,114,110,122,32,6,5,2,5,7,0,0,0,3,49,1,0,
03W211,Zweitstimme,03,Pankow,211,W,032G,2,75,O,1385,821,564,0,697,7,694,3,86,105,138,103,140,33,6,4,3,0,4,1,1,0,2,65,0,3,
03W212,Zweitstimme,03,Pankow,212,W,032L,2,75,O,1072,636,436,0,479,14,477,2,66,84,76,113,69,18,4,3,0,2,4,0,0,0,1,35,1,1,
03W213,Zweitstimme,03,Pankow,213,W,032N,2,75,O,1183,702,481,0,594,4,588,6,66,112,95,124,99,29,12,2,0,4,3,0,0,0,0,38,1,3,
03W214,Zweitstimme,03,Pankow,214,W,032L,2,75,O,894,485,409,0,415,7,411,4,41,74,49,106,68,20,5,0,0,2,10,0,0,0,0,36,0,0,
03W215,Zweitstimme,03,Pankow,215,W,032E,2,75,O,1225,788,437,0,588,2,583,5,69,53,113,57,204,18,15,1,2,2,6,0,0,0,1,40,0,2,
03W216,Zweitstimme,03,Pankow,216,W,032T,2,75,O,998,603,395,0,478,7,473,5,53,57,68,96,123,27,7,3,0,1,7,0,0,0,1,30,0,0,
03W217,Zweitstimme,03,Pankow,217,W,032T,2,75,O,1362,831,531,0,679,9,676,3,82,108,101,132,135,31,15,5,0,2,7,0,0,2,1,55,0,0,
03W218,Zweitstimme,03,Pankow,218,W,032P,2,75,O,1224,723,501,0,591,17,588,3,67,62,101,111,142,34,6,3,0,2,7,0,1,0,3,47,1,1,
03W219,Zweitstimme,03,Pankow,219,W,032H,2,75,O,1332,858,474,0,699,2,695,4,106,60,109,125,181,30,8,9,0,5,4,0,0,1,0,56,0,1,
03W220,Zweitstimme,03,Pankow,220,W,032Q,2,75,O,1473,858,615,0,701,12,698,3,66,121,125,157,124,27,9,1,1,4,8,0,0,1,2,51,1,0,
03W221,Zweitstimme,03,Pankow,221,W,032R,2,75,O,1195,642,553,0,521,7,519,2,80,85,81,75,104,24,2,2,0,2,6,0,1,0,0,55,1,1,
03W222,Zweitstimme,03,Pankow,222,W,032D,2,75,O,1283,909,374,0,655,3,646,9,69,45,82,109,235,19,16,6,2,1,6,0,0,0,0,56,0,0,
03W223,Zweitstimme,03,Pankow,223,W,032M,2,75,O,1228,757,471,0,595,4,588,7,76,59,113,88,166,26,12,1,0,2,3,0,0,0,0,42,0,0,
03W224,Zweitstimme,03,Pankow,224,W,032K,2,75,O,1127,638,489,0,494,4,491,3,76,96,70,80,81,19,5,3,0,0,3,0,1,0,1,55,1,0,
03W225,Zweitstimme,03,Pankow,225,W,032I,2,75,O,995,616,379,0,443,2,439,4,75,67,64,72,89,17,4,2,0,6,6,0,1,0,3,32,0,1,
03W226,Zweitstimme,03,Pankow,226,W,032N,2,75,O,1024,560,464,0,430,8,430,0,57,88,47,93,66,21,8,1,0,2,10,0,0,0,0,37,0,0,
03W227,Zweitstimme,03,Pankow,227,W,032P,2,75,O,1069,656,413,0,494,11,492,2,60,69,110,85,96,18,7,3,1,1,5,0,2,0,1,32,0,2,
03B2A,Zweitstimme,03,Pankow,2A,B,032A,2,75,O,0,0,0,0,552,552,547,5,90,102,151,71,57,22,6,2,0,4,11,0,0,0,0,30,1,0,
03B2B,Zweitstimme,03,Pankow,2B,B,032B,2,75,O,0,0,0,0,539,539,538,1,96,72,140,67,83,23,9,5,2,1,7,0,0,0,0,32,0,1,
03B2C,Zweitstimme,03,Pankow,2C,B,032C,2,75,O,0,0,0,0,689,689,684,5,98,61,137,100,144,19,17,9,2,5,14,2,0,1,3,71,1,0,
03B2D,Zweitstimme,03,Pankow,2D,B,032D,2,75,O,0,0,0,0,732,732,731,1,88,79,148,101,163,14,34,10,0,7,7,0,1,0,2,72,0,5,
03B2E,Zweitstimme,03,Pankow,2E,B,032E,2,75,O,0,0,0,0,932,932,925,7,131,108,210,121,144,37,26,10,2,8,10,0,0,1,0,113,1,3,
03B2F,Zweitstimme,03,Pankow,2F,B,032F,2,75,O,0,0,0,0,350,350,349,1,50,36,80,53,53,17,11,2,0,4,3,0,0,0,3,33,0,4,
03B2G,Zweitstimme,03,Pankow,2G,B,032G,2,75,O,0,0,0,0,524,524,524,0,85,85,132,68,74,15,6,3,2,1,6,0,1,0,1,44,0,1,
03B2H,Zweitstimme,03,Pankow,2H,B,032H,2,75,O,0,0,0,0,839,839,835,4,136,100,162,133,122,34,12,6,3,6,7,0,0,0,4,110,0,0,
03B2I,Zweitstimme,03,Pankow,2I,B,032I,2,75,O,0,0,0,0,724,724,721,3,123,115,153,118,95,29,12,9,1,7,8,0,0,0,0,48,0,3,
03B2K,Zweitstimme,03,Pankow,2K,B,032K,2,75,O,0,0,0,0,896,896,896,0,142,177,207,146,87,37,17,7,1,5,14,0,0,1,3,52,0,0,
03B2L,Zweitstimme,03,Pankow,2L,B,032L,2,75,O,0,0,0,0,798,798,796,2,94,167,163,175,73,21,12,7,1,7,6,0,0,0,0,70,0,0,
03B2M,Zweitstimme,03,Pankow,2M,B,032M,2,75,O,0,0,0,0,445,445,443,2,84,72,89,79,49,9,5,4,2,1,4,0,1,0,1,41,1,1,
03B2N,Zweitstimme,03,Pankow,2N,B,032N,2,75,O,0,0,0,0,879,879,876,3,130,192,156,197,79,26,6,11,1,0,9,1,0,0,0,65,1,2,
03B2P,Zweitstimme,03,Pankow,2P,B,032P,2,75,O,0,0,0,0,862,862,856,6,135,107,176,144,106,43,14,4,1,9,11,0,2,0,1,101,0,2,
03B2Q,Zweitstimme,03,Pankow,2Q,B,032Q,2,75,O,0,0,0,0,586,586,584,2,77,141,127,102,49,21,8,4,0,4,9,1,0,1,0,39,1,0,
03B2R,Zweitstimme,03,Pankow,2R,B,032R,2,75,O,0,0,0,0,526,526,526,0,102,96,101,84,63,24,3,2,1,2,3,0,0,0,6,36,0,3,
03B2T,Zweitstimme,03,Pankow,2T,B,032T,2,75,O,0,0,0,0,867,867,861,6,143,157,165,148,106,18,11,4,2,11,12,0,1,0,0,77,1,5,
03W300,Zweitstimme,03,Pankow,300,W,033A,3,75,O,1279,706,573,0,547,1,547,0,55,54,101,73,175,12,3,2,0,3,8,0,1,0,1,59,0,0,
03W301,Zweitstimme,03,Pankow,301,W,033B,3,75,O,1309,730,579,0,582,4,575,7,69,88,84,106,143,19,6,3,1,1,7,0,0,0,0,48,0,0,
03W302,Zweitstimme,03,Pankow,302,W,033A,3,75,O,1353,918,435,0,619,5,613,6,74,37,46,129,225,17,12,5,1,4,2,2,2,0,1,54,0,2,
03W303,Zweitstimme,03,Pankow,303,W,033D,3,75,O,1334,924,410,0,608,6,601,7,70,38,57,109,242,15,11,3,1,8,1,0,2,0,0,43,0,1,
03W304,Zweitstimme,03,Pankow,304,W,033E,3,75,O,1339,829,510,0,636,4,632,4,103,52,89,112,174,20,10,3,0,0,6,0,0,0,1,60,1,1,
03W305,Zweitstimme,03,Pankow,305,W,033F,3,75,O,1267,797,470,0,658,6,655,3,80,124,92,125,135,27,7,4,0,5,3,0,0,0,1,50,1,1,
03W306,Zweitstimme,03,Pankow,306,W,033F,3,75,O,961,530,431,0,439,7,436,3,58,93,72,76,73,24,3,2,0,3,2,0,0,0,0,29,1,0,
03W307,Zweitstimme,03,Pankow,307,W,033G,3,75,O,1118,747,371,0,620,8,616,4,73,83,69,156,123,17,8,4,0,1,4,0,2,0,5,70,1,0,
03W308,Zweitstimme,03,Pankow,308,W,033H,3,75,O,1452,883,569,0,699,6,690,9,91,136,97,149,133,14,5,6,2,4,11,0,0,0,1,40,0,1,
03W309,Zweitstimme,03,Pankow,309,W,033C,3,75,O,1535,965,570,0,756,11,754,2,88,134,85,215,119,26,10,9,1,2,7,0,2,0,0,54,2,0,
03W310,Zweitstimme,03,Pankow,310,W,033K,3,75,O,1409,863,546,0,695,6,688,7,62,160,63,193,105,19,9,8,0,1,11,0,1,0,2,53,0,1,
03W311,Zweitstimme,03,Pankow,311,W,033M,3,75,O,1258,675,583,0,533,5,531,2,67,112,48,147,69,11,6,4,1,0,7,0,0,0,1,57,1,0,
03W312,Zweitstimme,03,Pankow,312,W,033N,3,75,O,1428,810,618,0,702,8,700,2,112,156,70,198,87,10,3,4,0,1,4,1,0,0,1,52,1,0,
03W313,Zweitstimme,03,Pankow,313,W,033V,3,75,O,1442,840,602,0,693,13,693,0,78,138,131,139,112,38,1,2,0,0,8,0,1,0,0,44,1,0,
03W314,Zweitstimme,03,Pankow,314,W,033Q,3,75,O,1443,788,655,0,483,4,482,1,83,145,51,105,34,22,4,2,0,1,4,0,0,0,0,31,0,0,
03W315,Zweitstimme,03,Pankow,315,W,033R,3,75,O,1226,684,542,0,577,2,575,2,79,156,31,172,64,14,2,3,1,2,3,0,0,0,2,40,4,2,
03W316,Zweitstimme,03,Pankow,316,W,033S,3,75,O,1220,670,550,0,557,6,553,4,64,147,66,146,65,13,7,2,0,2,7,1,0,0,1,28,3,1,
03W317,Zweitstimme,03,Pankow,317,W,033U,3,75,O,1057,575,482,0,483,8,482,1,60,141,41,142,61,9,2,2,0,0,5,0,0,0,0,18,0,1,
03W318,Zweitstimme,03,Pankow,318,W,033T,3,75,O,869,499,370,0,387,5,384,3,40,85,55,99,47,11,5,2,0,0,7,0,1,0,0,31,1,0,
03W319,Zweitstimme,03,Pankow,319,W,033D,3,75,O,1434,951,483,0,709,4,702,7,81,76,81,120,211,19,17,9,3,3,4,0,1,0,3,74,0,0,
03W320,Zweitstimme,03,Pankow,320,W,033P,3,75,O,1356,789,567,0,559,3,558,1,100,132,69,118,75,17,3,3,0,3,3,0,0,0,0,33,0,2,
